iteration;replicate;time;last_generation;population;bmi_category_prop;am;kid-father-cor;kid-mother-cor
0;0;3419.0;100.0;5733;[0.03994418280132566, 0.21472178615035759, 0.37205651491365777, 0.373277516134659];0.01900547202604956;0.4528981283967313;0.46742876190768573
