iteration;replicate;time;population;g1;g2;g3;g4;g5;g6;g7 
0;0;219.32682339752648;20231;0.7521809153133807;0.2135954905381828;0.028586766876929272;0.005099986578982687;5.368406925244934E-4;0.0;0.0
