iteration;replicate;time;last_generation;population;bmi_category_prop;am_bmi;am_pgs;genetic_variance;vertical_trans_variance;average_bmi;sd_bmi
1013;1;1962.0;51.0;14893;[0.06244544416840126, 0.3292150674813671, 0.4660578795407238, 0.14228160880950783];0.0;0.0;0.0;1.0;25.54816054343706;4.110888461766668
1014;1;1976.0;51.0;14573;[0.06079736499005009, 0.3395320112536883, 0.46579290468674944, 0.13387771906951212];0.0;0.0;0.0;1.0;25.485862557041056;4.0851307125029015
1015;1;1949.0;51.0;14525;[0.059070567986230636, 0.33886402753872635, 0.4755249569707401, 0.12654044750430293];0.0;0.0;0.0;1.0;25.477365319142802;4.01058376514639
1016;1;1958.0;51.0;14992;[0.0784418356456777, 0.34865261472785486, 0.43676627534685164, 0.1361392742796158];0.0;0.0;0.0;1.0;25.271957544165083;4.256255358572984
1017;1;2035.0;52.0;14632;[0.06232914160743576, 0.3490978676872608, 0.45455166757791143, 0.134021323127392];0.0;0.0;0.0;1.0;25.401781592558994;4.083849351141304
1018;1;1929.0;51.0;14969;[0.06052508517603046, 0.3724363684948894, 0.447591689491616, 0.11944685683746409];0.0;0.0;0.0;1.0;25.245413801879664;4.061930412041009
1019;1;1975.0;51.0;15121;[0.06520732755770121, 0.4217313669730838, 0.42252496528007405, 0.09053634018914093];0.0;0.0;0.0;1.0;24.828458349616522;3.9412391563634346
102;1;1936.0;51.0;14646;[0.046633893213164, 0.294892803495835, 0.46975283353816744, 0.18872046975283355];0.0;0.0;0.0;1.0;26.105282329280936;4.168373212461806
1020;1;1944.0;51.0;14571;[0.05812916066158809, 0.3301763777366001, 0.46976871868780457, 0.14192574291400728];0.0;0.0;0.0;1.0;25.54921815544629;4.078058515081879
1021;1;1980.0;51.0;14394;[0.06745866333194386, 0.36640266777824093, 0.45678755036820895, 0.10935111852160623];0.0;0.0;0.0;1.0;25.147754497813818;4.047872294066205
1022;1;2004.0;51.0;15123;[0.05389142365932685, 0.31428949282549756, 0.4821133373008001, 0.14970574621437546];0.0;0.0;0.0;1.0;25.749753094388232;4.038388952102854
1023;1;2008.0;51.0;14831;[0.07585462881801631, 0.3722608050704605, 0.4456880857663003, 0.10619648034522285];0.0;0.0;0.0;1.0;25.069553261133123;4.071558228462262
1024;1;1984.0;51.0;14351;[0.064107030868929, 0.3306389798620305, 0.45913176782105775, 0.14612222144798273];0.0;0.0;0.0;1.0;25.542547231990824;4.141593421063913
1025;1;2033.0;51.0;14774;[0.06132394747529444, 0.3828347096250169, 0.4428049275754704, 0.11303641532421822];0.0;0.0;0.0;1.0;25.172931271967634;4.005238962780754
1026;1;1981.0;51.0;15016;[0.0580713905167821, 0.38745338305807137, 0.4343367075119872, 0.1201385189131593];0.0;0.0;0.0;1.0;25.202936810732368;4.043707771577475
1027;1;2014.0;51.0;15005;[0.06524491836054648, 0.38813728757080973, 0.43758747084305233, 0.10903032322559147];0.0;0.0;0.0;1.0;25.06597601445347;4.021300600404948
1028;1;1983.0;51.0;14341;[0.06986960463008159, 0.35994700509030053, 0.43943936963949515, 0.13074402064012272];0.0;0.0;0.0;1.0;25.283547468466207;4.154330926410204
1029;1;1955.0;51.0;14945;[0.07440615590498495, 0.3759785881565741, 0.43593174974907994, 0.11368350618936099];0.0;0.0;0.0;1.0;25.060696290140065;4.10607052367698
103;1;1976.0;51.0;14418;[0.044250242752115414, 0.36100707449022057, 0.4640033291718685, 0.13073935358579553];0.0;0.0;0.0;1.0;25.51481215857769;3.916926098975006
1030;1;1985.0;51.0;14892;[0.08212463067418749, 0.37906258393768466, 0.4166666666666667, 0.12214611872146118];0.0;0.0;0.0;1.0;25.011440749798396;4.254489204279746
1031;1;1974.0;51.0;14492;[0.07514490753519183, 0.37586254485233234, 0.4340325696936241, 0.11495997791885178];0.0;0.0;0.0;1.0;25.035183465848053;4.117559884707828
1032;1;1983.0;51.0;15022;[0.07209426174943416, 0.37691385967248037, 0.4378910930635069, 0.11310078551457861];0.0;0.0;0.0;1.0;25.062328553778222;4.1672508842632805
1033;1;2006.0;51.0;14612;[0.059608540925266906, 0.3542978373939228, 0.4503148097454147, 0.13577881193539557];0.0;0.0;0.0;1.0;25.3913451224586;4.095369546374539
1034;1;1991.0;51.0;14982;[0.09578160459217729, 0.4199038846615939, 0.3904685622747297, 0.09384594847149913];0.0;0.0;0.0;1.0;24.524980404572528;4.203644414452615
1035;1;1979.0;51.0;14593;[0.08853559925991913, 0.4500102789008429, 0.38689782772562187, 0.07455629411361611];0.0;0.0;0.0;1.0;24.32222347104015;4.001620411698536
1036;1;1980.0;51.0;14795;[0.09807367353835755, 0.38932071645826294, 0.4131801284217641, 0.0994254815816154];0.0;0.0;0.0;1.0;24.691861330732724;4.259640587109219
1037;1;1973.0;51.0;14515;[0.09169824319669308, 0.397037547364795, 0.40709610747502584, 0.10416810196348605];0.0;0.0;0.0;1.0;24.69271770148985;4.186752593760559
1038;1;2054.0;51.0;14392;[0.0778904947192885, 0.3717342968315731, 0.4297526403557532, 0.12062256809338522];0.0;0.0;0.0;1.0;25.09679365015555;4.1610756160242115
1039;1;1992.0;51.0;15057;[0.07491532177724647, 0.37550640897921234, 0.4292355714949857, 0.1203426977485555];0.0;0.0;0.0;1.0;25.049800923004128;4.158061804563346
104;1;1966.0;51.0;14890;[0.03787777031564809, 0.3664204163868368, 0.47018132975151106, 0.12552048354600404];0.0;0.0;0.0;1.0;25.55805965053798;3.8314416454566826
1040;1;1979.0;51.0;14375;[0.08194782608695653, 0.3663304347826087, 0.42921739130434783, 0.12250434782608696];0.0;0.0;0.0;1.0;25.0534960072143;4.209243543293514
1041;1;1977.0;51.0;14517;[0.08713921609147895, 0.4046979403458015, 0.40090927877660676, 0.10725356478611284];0.0;0.0;0.0;1.0;24.72336526127663;4.1967048064818115
1042;1;2059.0;51.0;14352;[0.07490245261984392, 0.39311594202898553, 0.4228678929765886, 0.10911371237458194];0.0;0.0;0.0;1.0;24.94872566889225;4.112994987343391
1043;1;2001.0;51.0;14296;[0.07421656407386681, 0.41752937884723, 0.41053441522104084, 0.09771964185786233];0.0;0.0;0.0;1.0;24.802140346606187;4.049708643158038
1044;1;2004.0;51.0;14369;[0.09304753288329042, 0.39835757533579236, 0.3932075996937852, 0.11538729208713203];0.0;0.0;0.0;1.0;24.71513918386589;4.30963616079269
1045;1;2021.0;51.0;14276;[0.08349677780891006, 0.40984869711403754, 0.4149621742785094, 0.09169235079854302];0.0;0.0;0.0;1.0;24.662748897008164;4.106966552008889
1046;1;2026.0;51.0;14500;[0.09413793103448276, 0.4196551724137931, 0.3917241379310345, 0.09448275862068965];0.0;0.0;0.0;1.0;24.52281151270829;4.2034488346868155
1047;1;2018.0;51.0;14411;[0.08826590798695441, 0.38873083061550207, 0.4038581639025744, 0.11914509749496913];0.0;0.0;0.0;1.0;24.845426018291885;4.292574085510807
1048;1;2006.0;51.0;14643;[0.09567711534521614, 0.4066106672130028, 0.39254251178037286, 0.10516970566140818];0.0;0.0;0.0;1.0;24.64572898127091;4.27905355802276
1049;1;1995.0;51.0;14380;[0.082336578581363, 0.4113351877607789, 0.4041029207232267, 0.10222531293463143];0.0;0.0;0.0;1.0;24.726583749665043;4.151497214027639
105;1;1953.0;51.0;14552;[0.05339472237493128, 0.3273089609675646, 0.46213578889499723, 0.15716052776250689];0.0;0.0;0.0;1.0;25.750814792966246;4.132852768371395
1050;1;2027.0;51.0;14720;[0.07058423913043478, 0.3948369565217391, 0.42873641304347826, 0.10584239130434783];0.0;0.0;0.0;1.0;24.979050960434005;4.087187843974949
1051;1;2004.0;51.0;14713;[0.08659009039624821, 0.423842860055733, 0.40080201182627606, 0.08876503772174267];0.0;0.0;0.0;1.0;24.58079066477258;4.122907028474181
1052;1;2035.0;51.0;14237;[0.0896958628924633, 0.4068975205450587, 0.4125869214019808, 0.0908196951604973];0.0;0.0;0.0;1.0;24.590293124866417;4.137177313519995
1053;1;2021.0;51.0;14265;[0.10396074307746232, 0.39831756046267086, 0.39866806869961446, 0.09905362776025237];0.0;0.0;0.0;1.0;24.566835268384576;4.301428663750169
1054;1;2073.0;51.0;14292;[0.08648194794290512, 0.3879093198992443, 0.41281835992163446, 0.11279037223621606];0.0;0.0;0.0;1.0;24.823426270521647;4.233952616181107
1055;1;1989.0;51.0;14383;[0.0842661475352847, 0.3600083431829243, 0.42578043523604253, 0.12994507404574845];0.0;0.0;0.0;1.0;25.0927177185927;4.2720471393072135
1056;1;1973.0;51.0;14259;[0.07707412862052038, 0.36131566028473244, 0.43228837926923347, 0.1293218318255137];0.0;0.0;0.0;1.0;25.159309606929;4.239582892936356
1057;1;1999.0;51.0;14367;[0.0868657339736897, 0.3828217442750748, 0.4147003549801629, 0.1156121667710726];0.0;0.0;0.0;1.0;24.873750406624538;4.224776712011594
1058;1;2013.0;51.0;14857;[0.09611630881066165, 0.4187251800498082, 0.3976576697852864, 0.0875008413542438];0.0;0.0;0.0;1.0;24.488834006960072;4.1727273765076625
1059;1;1999.0;51.0;14705;[0.07412444746684801, 0.4269976198571914, 0.4017681060863652, 0.09710982658959537];0.0;0.0;0.0;1.0;24.703351356877743;4.067735607293798
106;1;1979.0;51.0;14889;[0.04392504533548257, 0.28819934179595674, 0.49506346967559944, 0.17281214319296126];0.0;0.0;0.0;1.0;26.081749049478653;4.005750987626194
1060;1;2007.0;51.0;14576;[0.08177826564215149, 0.37410812294182216, 0.42316136114160263, 0.12095225027442372];0.0;0.0;0.0;1.0;25.01809080304167;4.217188190394847
1061;1;1958.0;51.0;14380;[0.07086230876216967, 0.3484700973574409, 0.45187760778859526, 0.12878998609179415];0.0;0.0;0.0;1.0;25.271233631097143;4.11456043509625
1062;1;1983.0;51.0;14593;[0.07921606249571712, 0.375591036798465, 0.42890426917015007, 0.11628863153566779];0.0;0.0;0.0;1.0;24.998006091171682;4.145256963948406
1063;1;1977.0;51.0;14636;[0.08506422519814157, 0.37257447389997267, 0.418830281497677, 0.1235310194042088];0.0;0.0;0.0;1.0;24.99369951271943;4.243472122807932
1064;1;1977.0;51.0;14527;[0.08418806360569973, 0.3798444276175397, 0.4112342534590762, 0.12473325531768431];0.0;0.0;0.0;1.0;24.98321506407677;4.226757270382678
1065;1;1993.0;51.0;14949;[0.06849956518830691, 0.37661382032242957, 0.4382901866345575, 0.116596427854706];0.0;0.0;0.0;1.0;25.13836179051398;4.059792001191998
1066;1;1970.0;51.0;14407;[0.06649545359894496, 0.3814118137016728, 0.4391615187061845, 0.11293121399319775];0.0;0.0;0.0;1.0;25.105768699452813;4.054046194136008
1067;1;1959.0;51.0;15061;[0.05411327269105637, 0.3823119314786535, 0.43151185180266916, 0.132062944027621];0.0;0.0;0.0;1.0;25.332949637772764;4.046776362390695
1068;1;1951.0;51.0;14397;[0.08536500659859693, 0.4095297631450997, 0.4108494825310829, 0.09425574772522054];0.0;0.0;0.0;1.0;24.717165245779004;4.124410348032702
1069;1;1996.0;51.0;14389;[0.07672527625269303, 0.3618041559524637, 0.44332476197095005, 0.11814580582389325];0.0;0.0;0.0;1.0;25.12393822873356;4.162801123172264
107;1;1962.0;51.0;14864;[0.049179224973089346, 0.29783369214208827, 0.502489235737352, 0.1504978471474704];0.0;0.0;0.0;1.0;25.903544460903614;3.994123058869245
1070;1;2002.0;51.0;14803;[0.06214956427751132, 0.32560967371478755, 0.4709180571505776, 0.14132270485712356];0.0;0.0;0.0;1.0;25.54953516271207;4.064868322012156
1071;1;2002.0;51.0;14748;[0.05614320585842148, 0.2958367236235422, 0.48298074315161377, 0.16503932736642257];0.0;0.0;0.0;1.0;25.867661391949824;4.093637896143568
1072;1;1939.0;51.0;14478;[0.07425058709766542, 0.36089238845144356, 0.450269374222959, 0.11458765022793203];0.0;0.0;0.0;1.0;25.120497594729702;4.110751428598528
1073;1;1970.0;51.0;14415;[0.07679500520291363, 0.38459937565036423, 0.4312868539715574, 0.10731876517516475];0.0;0.0;0.0;1.0;24.950021472717808;4.101263658129965
1074;1;1959.0;51.0;14649;[0.06532869137825108, 0.37552051334562087, 0.4407809406785446, 0.11836985459758345];0.0;0.0;0.0;1.0;25.16519487725554;4.068771099691647
1075;1;1962.0;51.0;14435;[0.06414963630065812, 0.3717353654312435, 0.4441288534811223, 0.1199861447869761];0.0;0.0;0.0;1.0;25.238915659447322;4.056106600686044
1076;1;2000.0;51.0;14916;[0.07910968087959239, 0.38689997318315905, 0.4172700455886297, 0.11672030034861894];0.0;0.0;0.0;1.0;24.95338802980956;4.193572858192269
1077;1;1966.0;51.0;14487;[0.06150341685649203, 0.3325050044867813, 0.4523365776213157, 0.15365500103541105];0.0;0.0;0.0;1.0;25.60224763716319;4.149513778093475
1078;1;2050.0;51.0;15071;[0.07152810032512773, 0.34310928272841884, 0.454249883882954, 0.13111273306349944];0.0;0.0;0.0;1.0;25.3553285005126;4.12521802205845
1079;1;1996.0;51.0;14732;[0.06231333152321477, 0.33851479771925064, 0.4677572631007331, 0.13141460765680152];0.0;0.0;0.0;1.0;25.478943228434805;4.092067709716155
108;1;1982.0;52.0;14614;[0.03045025318188039, 0.24702340221705213, 0.5392089776926235, 0.18331736690844397];0.0;0.0;0.0;1.0;26.500162518733827;3.799481053875415
1080;1;1983.0;51.0;15067;[0.06656932368752903, 0.3451251078515962, 0.45821995088604234, 0.13008561757483242];0.0;0.0;0.0;1.0;25.35639976332085;4.105513293327245
1081;1;1978.0;51.0;14472;[0.06944444444444445, 0.3883360972913212, 0.4324903261470426, 0.10972913211719182];0.0;0.0;0.0;1.0;25.054248791102665;4.057484567495354
1082;1;1961.0;51.0;14662;[0.07215932342108852, 0.38419042422589006, 0.432137498294912, 0.1115127540581094];0.0;0.0;0.0;1.0;25.02562448174322;4.098041741890541
1083;1;1943.0;51.0;14612;[0.06679441554886395, 0.39405967697782646, 0.4302627977005201, 0.10888310977278949];0.0;0.0;0.0;1.0;25.027010938613923;4.0616041458644085
1084;1;1966.0;51.0;14910;[0.06405097250167673, 0.3747149564050973, 0.4358819584171697, 0.12535211267605634];0.0;0.0;0.0;1.0;25.218649672798485;4.078584601618686
1085;1;1936.0;51.0;14675;[0.06555366269165247, 0.36115843270868825, 0.44981260647359456, 0.12347529812606474];0.0;0.0;0.0;1.0;25.26745257522391;4.101331118052851
1086;1;2032.0;51.0;14478;[0.06741262605332228, 0.34182898190357786, 0.45841967122530736, 0.13233872081779252];0.0;0.0;0.0;1.0;25.392836826557932;4.112178653719038
1087;1;1940.0;51.0;14666;[0.06682121914632483, 0.3414018819037229, 0.4527478521750989, 0.1390290467748534];0.0;0.0;0.0;1.0;25.428062354104387;4.152928778810184
1088;1;1982.0;51.0;15070;[0.07239548772395488, 0.37903118779031186, 0.43457199734572, 0.11400132714001328];0.0;0.0;0.0;1.0;25.06123141154187;4.098014882992423
1089;1;1960.0;51.0;15025;[0.07687188019966722, 0.4009317803660566, 0.41377703826955076, 0.10841930116472545];0.0;0.0;0.0;1.0;24.886374811756195;4.151733596918533
109;1;1951.0;51.0;14873;[0.027633967592281317, 0.25031937067168697, 0.5544274860485443, 0.16761917568748738];0.0;0.0;0.0;1.0;26.421456713864362;3.7337066681387308
1090;1;1977.0;51.0;14617;[0.0777177259355545, 0.36683313949510843, 0.42956831087090375, 0.12588082369843334];0.0;0.0;0.0;1.0;25.10577801574801;4.1635770914664665
1091;1;1987.0;51.0;14755;[0.08803795323619112, 0.44296848525923416, 0.3973568281938326, 0.07163673331074212];0.0;0.0;0.0;1.0;24.366430600402044;3.9983895565149123
1092;1;1978.0;51.0;15016;[0.06686201385189132, 0.3921816728822589, 0.4272109749600426, 0.11374533830580714];0.0;0.0;0.0;1.0;25.06342138483582;4.049233865476723
1093;1;2005.0;51.0;14513;[0.06986839385378626, 0.38537862605939505, 0.43953696685730037, 0.10521601322951836];0.0;0.0;0.0;1.0;25.042893325285704;4.038556616032011
1094;1;2021.0;51.0;14949;[0.06722857716235199, 0.3685865275269249, 0.4441768680179276, 0.1200080272927955];0.0;0.0;0.0;1.0;25.178176842417034;4.076552747620192
1095;1;2016.0;51.0;14415;[0.07311827956989247, 0.34540409295872354, 0.44828303850156087, 0.1331945889698231];0.0;0.0;0.0;1.0;25.315525698486695;4.214331151186583
1096;1;1997.0;51.0;14527;[0.08542713567839195, 0.39003235354856475, 0.4157775177256144, 0.10876299304742892];0.0;0.0;0.0;1.0;24.85079731969992;4.191272772669725
1097;1;2079.0;51.0;14475;[0.07184801381692574, 0.3756131260794473, 0.4370293609671848, 0.11550949913644214];0.0;0.0;0.0;1.0;25.08210053998599;4.103313331041429
1098;1;1995.0;51.0;14671;[0.06836616454229433, 0.3727080635266853, 0.44011996455592667, 0.11880580737509372];0.0;0.0;0.0;1.0;25.15128630227181;4.104022666808198
1099;1;1946.0;51.0;14449;[0.08616513253512353, 0.4284033497127829, 0.3893002975984497, 0.09613122015364385];0.0;0.0;0.0;1.0;24.580235991327765;4.1234937622543715
11;1;2027.0;51.0;14600;[0.08335616438356164, 0.38136986301369863, 0.4252054794520548, 0.11006849315068493];0.0;0.0;0.0;1.0;24.90550373158557;4.192538678602891
110;1;1988.0;51.0;14914;[0.03634169236958562, 0.3032050422421885, 0.4838406866031916, 0.1766125787850342];0.0;0.0;0.0;1.0;26.10083733630359;3.972792766549278
1100;1;1958.0;51.0;14514;[0.10472647099352349, 0.4274493592393551, 0.38528317486564695, 0.08254099490147444];0.0;0.0;0.0;1.0;24.334428835747964;4.154273030736876
1101;1;1974.0;51.0;14882;[0.07331003897325629, 0.3707163015723693, 0.4365676656363392, 0.11940599381803521];0.0;0.0;0.0;1.0;25.138132963498183;4.154431941153616
1102;1;1973.0;51.0;14781;[0.08023814356268182, 0.38035315607874975, 0.41864555848724716, 0.1207631418713213];0.0;0.0;0.0;1.0;24.994327728747052;4.227460355906014
1103;1;2003.0;51.0;14535;[0.09226006191950464, 0.39339525283797727, 0.40901272789817683, 0.10533195734434124];0.0;0.0;0.0;1.0;24.755966864996978;4.255145585604621
1104;1;1982.0;51.0;14406;[0.09336387616270998, 0.39552964042759964, 0.411911703456893, 0.09919477995279745];0.0;0.0;0.0;1.0;24.70700793284945;4.218664368933909
1105;1;1962.0;51.0;14431;[0.0742152310997159, 0.389716582357425, 0.42942277042478, 0.10664541611807914];0.0;0.0;0.0;1.0;24.939272613854428;4.143480187761339
1106;1;1988.0;51.0;14454;[0.07555002075550021, 0.40120381901203817, 0.4212674692126747, 0.1019786910197869];0.0;0.0;0.0;1.0;24.827852897846793;4.055429587321301
1107;1;1984.0;51.0;14284;[0.074068888266592, 0.4086390366844021, 0.41654998599831977, 0.10074208905068609];0.0;0.0;0.0;1.0;24.80737025480711;4.093834723828075
1108;1;1997.0;51.0;14546;[0.08160318988037948, 0.39474769696136397, 0.41310325862780145, 0.11054585453045511];0.0;0.0;0.0;1.0;24.873891101713813;4.141219298744553
1109;1;1965.0;51.0;14911;[0.09362215813828717, 0.3946080075112333, 0.4095634095634096, 0.10220642478706995];0.0;0.0;0.0;1.0;24.678240096672184;4.238870731851452
111;1;2015.0;51.0;14487;[0.05998481397114654, 0.4088493131773314, 0.43252571270794504, 0.098640160143577];0.0;0.0;0.0;1.0;24.99341182585927;3.955739160098942
1110;1;1991.0;51.0;14539;[0.07634637870555058, 0.38840360409931907, 0.4197675218378155, 0.11548249535731481];0.0;0.0;0.0;1.0;24.96786676474958;4.168976008000085
1111;1;1977.0;51.0;14388;[0.07881567973311093, 0.4111064776202391, 0.41458159577425635, 0.09549624687239366];0.0;0.0;0.0;1.0;24.7167488219979;4.10791019565306
1112;1;2010.0;51.0;14568;[0.10186710598572213, 0.43609280615046675, 0.3795304777594728, 0.08250961010433827];0.0;0.0;0.0;1.0;24.30596854851015;4.147647735874435
1113;1;1954.0;51.0;14545;[0.08360261258164317, 0.3898934341698178, 0.4058439326228945, 0.12066002062564456];0.0;0.0;0.0;1.0;24.925839672521818;4.2319137437224095
1114;1;2013.0;51.0;14364;[0.09203564466722361, 0.4165274296853244, 0.40190754664438877, 0.08952937900306321];0.0;0.0;0.0;1.0;24.5618781730672;4.13623588445556
1115;1;2034.0;52.0;14545;[0.07899621863183225, 0.4226882090065315, 0.40316259883121347, 0.09515297353042283];0.0;0.0;0.0;1.0;24.700547049822653;4.113563298524211
1116;1;2026.0;51.0;14491;[0.08067076116210062, 0.40252570561037887, 0.4166034090124905, 0.10020012421503002];0.0;0.0;0.0;1.0;24.811716908400403;4.124191613622501
1117;1;1978.0;51.0;14798;[0.07879443167995676, 0.3988376807676713, 0.4195161508311934, 0.10285173672117853];0.0;0.0;0.0;1.0;24.82468606388433;4.107142002068218
1118;1;1981.0;51.0;14849;[0.07832177250993333, 0.3949087480638427, 0.42447302848676677, 0.1022964509394572];0.0;0.0;0.0;1.0;24.85026538826605;4.085552191054179
1119;1;2005.0;51.0;14819;[0.08779269856265605, 0.402186382346987, 0.41170119441257846, 0.09831972467777852];0.0;0.0;0.0;1.0;24.736961897123543;4.157079830883519
112;1;1968.0;51.0;14491;[0.03084673245462701, 0.2518114691877717, 0.5239113932785867, 0.19343040507901457];0.0;0.0;0.0;1.0;26.503832547181172;3.875427654614558
1120;1;2037.0;51.0;14740;[0.07265943012211669, 0.36709633649932155, 0.4400271370420624, 0.12021709633649932];0.0;0.0;0.0;1.0;25.141859682501106;4.157178158903693
1121;1;2004.0;51.0;14471;[0.08320088452767604, 0.38470043535346554, 0.41890677907539214, 0.11319190104346624];0.0;0.0;0.0;1.0;24.907760256526696;4.177657700433967
1122;1;1964.0;51.0;14431;[0.06894879079758852, 0.37717413900630586, 0.4347585059940406, 0.119118564202065];0.0;0.0;0.0;1.0;25.116931777655306;4.085040123432776
1123;1;1979.0;51.0;14474;[0.07026392151443968, 0.39505319883929807, 0.4287688268619594, 0.10591405278430288];0.0;0.0;0.0;1.0;24.96088320627549;4.084457291912025
1124;1;2009.0;51.0;14746;[0.06381391563813915, 0.38261223382612236, 0.4377458293774583, 0.11582802115828021];0.0;0.0;0.0;1.0;25.13478418519452;4.054118160440704
1125;1;2024.0;51.0;14441;[0.08711308081157815, 0.38079080396094456, 0.4247628280589987, 0.10733328716847863];0.0;0.0;0.0;1.0;24.86223427792778;4.180956315792998
1126;1;1973.0;51.0;14427;[0.06557149788590837, 0.3497608650447078, 0.44673182227767383, 0.13793581479171];0.0;0.0;0.0;1.0;25.38983974470622;4.149466674433853
1127;1;1949.0;51.0;14353;[0.07336445342437121, 0.3727443739984672, 0.4337072389047586, 0.12018393367240299];0.0;0.0;0.0;1.0;25.122261992843338;4.121727503501814
1128;1;1955.0;51.0;15102;[0.07071911005164878, 0.3713415441663356, 0.4379552377168587, 0.11998410806515693];0.0;0.0;0.0;1.0;25.130216499727158;4.123962164838581
1129;1;1968.0;51.0;14796;[0.08813192754798595, 0.40355501486888345, 0.40558258988915924, 0.10273046769397134];0.0;0.0;0.0;1.0;24.713536250805955;4.180400909679763
113;1;1947.0;51.0;14585;[0.04202948234487487, 0.30284538909838876, 0.5074391498114501, 0.14768597874528624];0.0;0.0;0.0;1.0;25.936191522483224;3.8976708390775703
1130;1;2009.0;51.0;14772;[0.07250203086921202, 0.37794476035743296, 0.4330490116436502, 0.11650419712970485];0.0;0.0;0.0;1.0;25.073836955456265;4.112880169366966
1131;1;1977.0;51.0;14305;[0.08290807409996505, 0.40999650471862986, 0.41279272981475007, 0.09430269136665502];0.0;0.0;0.0;1.0;24.701608581844898;4.058744118690504
1132;1;1993.0;51.0;14416;[0.07817702552719201, 0.4089206437291898, 0.4111403995560488, 0.10176193118756936];0.0;0.0;0.0;1.0;24.789269049862572;4.11223195793229
1133;1;2000.0;51.0;14667;[0.07479375468739347, 0.36905979409558876, 0.4356719165473512, 0.1204745346696666];0.0;0.0;0.0;1.0;25.124013203381967;4.1461437578901394
1134;1;1963.0;51.0;14365;[0.06877828054298643, 0.3607379046293073, 0.4505395057431257, 0.11994430908458058];0.0;0.0;0.0;1.0;25.211193081861268;4.087459086670516
1135;1;1946.0;51.0;14385;[0.0718804310045186, 0.35759471671880433, 0.4394855752519986, 0.1310392770246785];0.0;0.0;0.0;1.0;25.251699308296526;4.1741082493691435
1136;1;1978.0;51.0;14604;[0.07436318816762531, 0.36818679813749655, 0.44138592166529717, 0.11606409202958094];0.0;0.0;0.0;1.0;25.09326931715846;4.119749221598508
1137;1;1972.0;51.0;14927;[0.06136531118108126, 0.35157767803309437, 0.46017284116031354, 0.12688416962551083];0.0;0.0;0.0;1.0;25.403649573603705;4.030299392432502
1138;1;1949.0;51.0;14459;[0.06418147866380801, 0.4007884362680683, 0.4278995781174355, 0.10713050695068815];0.0;0.0;0.0;1.0;25.004647440187593;3.9989798626665904
