iteration,replicate,time,population,g1,g2,g3,g4,mating,kid-father-cor,kid-mother-cor,init_pop,fertility_type,heritability_type,mating_type,random_mating,leakage,fertility_factor
34.0,1,100.0,2776,0.1177953890489913,0.2370317002881844,0.420028818443804,0.2251440922190201,0.5157028967345075,0.6994099716597938,0.6929867111131581,1000,additive,preston,defined,0.371826171875,0.1132324218749999,0.0327392578125
35.0,1,100.0,3306,0.191167574107683,0.2431941923774954,0.3569267997580157,0.2087114337568058,0.5013433020131186,0.6941804829648195,0.6792942378677479,1000,additive,preston,defined,0.375732421875,0.116748046875,0.0327392578125
36.0,1,100.0,3925,0.0889171974522293,0.1859872611464968,0.3684076433121019,0.3566878980891719,0.4917096438172776,0.6783792286382542,0.6639726524793345,1000,additive,preston,defined,0.375732421875,0.1132324218749999,0.1831787109375
37.0,1,100.0,2508,0.0733652312599681,0.2069377990430622,0.3839712918660287,0.335725677830941,0.4821949655464654,0.6737789749021497,0.657627077602821,1000,additive,preston,defined,0.375732421875,0.116748046875,0.1831787109375
38.0,1,100.0,2991,0.0247408893346706,0.1293881644934804,0.4781009695753928,0.367769976596456,0.5287274898384361,0.69583426506695,0.6835119950223567,1000,additive,preston,defined,0.371826171875,0.1132324218749999,0.1831787109375
39.0,1,100.0,2246,0.1442564559216384,0.2920747996438112,0.3597506678539626,0.2039180765805877,0.5087009542426206,0.6970588352576096,0.690368594684805,1000,additive,preston,defined,0.371826171875,0.116748046875,0.0327392578125
40.0,1,100.0,2482,0.0394842868654311,0.1248992747784045,0.3928283642224013,0.4427880741337631,0.4973162740649535,0.6790956694730211,0.6679212430096033,1000,additive,preston,defined,0.371826171875,0.116748046875,0.1831787109375
41.0,1,100.0,3023,0.1491895468078068,0.2480979159775058,0.3202117102216341,0.2825008269930532,-0.0704516661023412,0.3842324422225617,0.3181386095530558,1000,additive,preston,defined,0.875732421875,0.413232421875,0.1827392578125
42.0,1,100.0,2943,0.0876656472986748,0.2283384301732925,0.3758069996602107,0.3081889228678219,-0.0612708543777457,0.3971794676441583,0.317253272596828,1000,additive,preston,defined,0.871826171875,0.413232421875,0.1827392578125
43.0,1,100.0,2262,0.1206896551724138,0.25552608311229,0.3368700265251989,0.2869142351900972,-0.0727091919357721,0.3882651278917629,0.3283400406254669,1000,additive,preston,defined,0.875732421875,0.416748046875,0.1827392578125
44.0,1,100.0,2270,0.1647577092511013,0.2581497797356828,0.3158590308370044,0.2612334801762114,-0.0814238639675761,0.3949364179322501,0.3524667820451113,1000,additive,preston,defined,0.875732421875,0.413232421875,0.0331787109375
45.0,1,100.0,2993,0.1814233210825259,0.2672903441363181,0.3140661543601737,0.2372201804209822,-0.0832703079277215,0.3963342067282775,0.3485870504823352,1000,additive,preston,defined,0.875732421875,0.416748046875,0.0331787109375
46.0,1,100.0,2507,0.1978460311128839,0.2947746310331073,0.2991623454327882,0.2082169924212205,-0.0793933741636182,0.3852906431987112,0.3594802420943418,1000,additive,preston,defined,0.871826171875,0.413232421875,0.0331787109375
47.0,1,100.0,2560,0.091796875,0.24609375,0.36328125,0.298828125,-0.0652814101715592,0.3919749271204546,0.3213610053410441,1000,additive,preston,defined,0.871826171875,0.416748046875,0.1827392578125
48.0,1,100.0,2400,0.2145833333333333,0.2779166666666666,0.2708333333333333,0.2366666666666666,-0.0768535967640741,0.3980926876345811,0.35192258128408,1000,additive,preston,defined,0.871826171875,0.416748046875,0.0331787109375
49.0,1,100.0,2419,0.1099627945431996,0.243075651095494,0.3807358412567176,0.2662257131045886,0.1933202074391821,0.509535072999485,0.4847152443785181,1000,additive,preston,defined,0.625732421875,0.263232421875,0.1077392578125
50.0,1,100.0,2954,0.0792146242383209,0.2718348002708192,0.4018280297901151,0.2471225457007447,0.8336896277331073,0.7236932557486015,0.7223130374087323,1000,additive,preston,defined,0.121826171875,0.263232421875,0.1077392578125
51.0,1,100.0,3232,0.1915222772277227,0.2685643564356436,0.3183787128712871,0.2215346534653465,0.2029055388343574,0.4437902826585848,0.418041852949767,1000,additive,preston,defined,0.625732421875,0.566748046875,0.1077392578125
52.0,1,100.0,2832,0.1730225988700565,0.2916666666666667,0.3135593220338983,0.2217514124293785,0.1941071052742642,0.5134103590531254,0.4866693249245919,1000,additive,preston,defined,0.625732421875,0.263232421875,0.1081787109374999
53.0,1,100.0,2496,0.1862980769230769,0.2952724358974359,0.3040865384615384,0.2143429487179487,0.2002563828715522,0.4411990586282117,0.4180117494025078,1000,additive,preston,defined,0.625732421875,0.566748046875,0.1081787109374999
54.0,1,100.0,2701,0.1036653091447612,0.227693446871529,0.3968900407256571,0.2717512032580526,0.8323092642452861,0.7314805301443781,0.730731730562878,1000,additive,preston,defined,0.121826171875,0.263232421875,0.1081787109374999
55.0,1,100.0,2783,0.1563061444484369,0.3348904060366511,0.3352497305066475,0.1735537190082644,0.838856144049248,0.5789209591121827,0.5782670166762302,1000,additive,preston,defined,0.121826171875,0.566748046875,0.1077392578125
56.0,1,100.0,2372,0.1403878583473861,0.2934232715008432,0.3629848229342327,0.2032040472175379,0.8438645907028338,0.5740000121930853,0.5727109115148254,1000,additive,preston,defined,0.121826171875,0.566748046875,0.1081787109374999
57.0,1,100.0,2458,0.0939788445890968,0.2522375915378356,0.3848657445077298,0.2689178193653376,0.8348134491696252,0.5585890692979345,0.556562410415152,1000,additive,preston,defined,0.125732421875,0.563232421875,0.2577392578125
58.0,1,100.0,3078,0.1335282651072124,0.2277452891487979,0.3667966211825861,0.2719298245614035,0.1981565327999156,0.4321286719652516,0.407473859563386,1000,additive,preston,defined,0.621826171875,0.563232421875,0.2577392578125
59.0,1,100.0,2129,0.0662282761860028,0.2151244715829027,0.402536402066698,0.3161108501643964,0.8247804783247054,0.7067355729802843,0.704662986973707,1000,additive,preston,defined,0.125732421875,0.266748046875,0.2577392578125
60.0,1,100.0,1970,0.1467005076142132,0.2715736040609137,0.3649746192893401,0.216751269035533,0.8352454764862933,0.5672529940834127,0.5628482415430736,1000,additive,preston,defined,0.125732421875,0.563232421875,0.2581787109375
61.0,1,100.0,1924,0.068087318087318,0.2432432432432432,0.422037422037422,0.2666320166320166,0.8226071798134541,0.7093456041920518,0.7063116691970598,1000,additive,preston,defined,0.125732421875,0.266748046875,0.2581787109375
62.0,1,100.0,3068,0.1228813559322034,0.2428292046936114,0.369947848761408,0.264341590612777,0.2008619600384163,0.4315506695897766,0.4014907421457444,1000,additive,preston,defined,0.621826171875,0.563232421875,0.2581787109375
63.0,1,100.0,4237,0.0913382109983479,0.2008496577767288,0.3920226575407127,0.3157894736842105,0.1908372377285671,0.499074179288613,0.4692413525220827,1000,additive,preston,defined,0.621826171875,0.266748046875,0.2577392578125
64.0,1,100.0,2524,0.1073692551505546,0.2385103011093502,0.3466719492868462,0.3074484944532488,0.1973607376109762,0.5026233660103199,0.4675118102674211,1000,additive,preston,defined,0.621826171875,0.266748046875,0.2581787109375
65.0,1,100.0,2894,0.0,0.0027643400138217,0.133379405666897,0.8638562543192813,0.7625891684427594,0.8807745989663208,0.877546393508437,1000,additive,preston,defined,0.188232421875,0.000732421875,0.0889892578125
66.0,1,100.0,2443,0.0008186655751125665,0.3638968481375358,0.3168235775685632,0.3184609087187883,0.005995462877116,0.4675272286891669,0.4547829803849043,1000,additive,preston,defined,0.809326171875,0.000732421875,0.0889892578125
67.0,1,100.0,2572,0.1753499222395023,0.3168740279937792,0.3363141524105754,0.1714618973561431,0.7508009509250287,0.6081499206413156,0.6013209834122731,1000,additive,preston,defined,0.188232421875,0.454248046875,0.0889892578125
68.0,1,100.0,2793,0.0,0.0,0.0028643036161833,0.9971356963838168,0.7768150460952703,0.8932633721137723,0.8826226870906613,1000,additive,preston,defined,0.188232421875,0.000732421875,0.2769287109375
69.0,1,100.0,2543,0.0896578843885175,0.2375147463625639,0.3952025167125442,0.2776248525363743,0.7477846414830148,0.5837969931639794,0.5808157207882163,1000,additive,preston,defined,0.188232421875,0.454248046875,0.2769287109375
70.0,1,100.0,2234,0.0,0.2860340196956132,0.3169203222918532,0.3970456580125335,0.0227875624202197,0.4700013926307882,0.4602719978515492,1000,additive,preston,defined,0.809326171875,0.000732421875,0.2769287109375
71.0,1,100.0,2997,0.1885218551885218,0.2786119452786119,0.2909576242909576,0.2419085752419085,-0.0077580220857855,0.4087172060269486,0.3775848947739612,1000,additive,preston,defined,0.809326171875,0.454248046875,0.0889892578125
72.0,1,100.0,3104,0.1391752577319587,0.1974871134020618,0.3653350515463917,0.2980025773195876,-0.0118894832523363,0.3975420336724553,0.3420132449615543,1000,additive,preston,defined,0.809326171875,0.454248046875,0.2769287109375
73.0,1,100.0,3448,0.0913573085846867,0.2157772621809744,0.3973317865429234,0.2955336426914153,0.1104279219328468,0.4603211370480732,0.418602474184728,1000,additive,preston,defined,0.688232421875,0.300732421875,0.2389892578125
74.0,1,100.0,2641,0.1056418023475956,0.2082544490723211,0.3934115865202575,0.2926921620598258,0.5870191259503804,0.6255983137395636,0.6209464701561439,1000,additive,preston,defined,0.309326171875,0.300732421875,0.2389892578125
75.0,1,100.0,2294,0.046207497820401,0.2249346120313862,0.3448125544899738,0.3840453356582389,0.1497304349378684,0.5169805814007121,0.4810467379751158,1000,additive,preston,defined,0.688232421875,0.154248046875,0.2389892578125
76.0,1,100.0,3062,0.089810581319399,0.2547354670150228,0.3879817112998041,0.267472240365774,0.1221814228841228,0.4717147064818865,0.440200997743129,1000,additive,preston,defined,0.688232421875,0.300732421875,0.1269287109375
77.0,1,100.0,2386,0.0419111483654652,0.2636211232187762,0.3788767812238055,0.3155909471919531,0.1394418589568853,0.5128936533392083,0.4756571727303916,1000,additive,preston,defined,0.688232421875,0.154248046875,0.1269287109375
78.0,1,100.0,2890,0.0678200692041522,0.2083044982698962,0.4498269896193771,0.2740484429065744,0.5843835267152552,0.6240134874843605,0.6175450853235986,1000,additive,preston,defined,0.309326171875,0.300732421875,0.1269287109375
79.0,1,100.0,3147,0.0381315538608198,0.1464887194153162,0.4013346043851287,0.4140451223387353,0.568594548620234,0.6857099643958188,0.674209211244851,1000,additive,preston,defined,0.309326171875,0.154248046875,0.2389892578125
80.0,1,100.0,2875,0.1172173913043478,0.2417391304347826,0.3711304347826087,0.2699130434782609,0.5890426922565001,0.7071124120902627,0.7041663626099597,1000,additive,preston,defined,0.309326171875,0.154248046875,0.1269287109375
81.0,1,100.0,2585,0.0054158607350096,0.3377176015473888,0.3427466150870406,0.3141199226305609,-0.1645615044449258,0.3644680046564409,0.3212587254144717,1000,additive,preston,defined,0.938232421875,0.150732421875,0.0139892578125
82.0,1,100.0,2291,0.2073330423395897,0.3016150152771715,0.302487996508075,0.1885639458751636,0.2869980433902805,0.5863043686302898,0.5694164692614025,1000,additive,preston,defined,0.559326171875,0.150732421875,0.0139892578125
83.0,1,100.0,2321,0.0,0.3347694959069366,0.3175355450236967,0.3476949590693666,-0.2435614424278016,0.3254920346492666,0.3195985247523253,1000,additive,preston,defined,0.938232421875,0.004248046875,0.0139892578125
84.0,1,100.0,2761,0.169865990583122,0.276349148859109,0.2893879029337197,0.2643969576240492,-0.160654118176876,0.3597277513895143,0.3342879361238823,1000,additive,preston,defined,0.938232421875,0.150732421875,0.0519287109375
85.0,1,100.0,2336,0.0004280821917808219,0.3394691780821918,0.3377568493150685,0.3223458904109589,-0.176758900753044,0.3657697842945289,0.3441368737308196,1000,additive,preston,defined,0.938232421875,0.004248046875,0.0519287109375
86.0,1,100.0,2770,0.1808664259927797,0.2415162454873646,0.3429602888086642,0.2346570397111913,0.283197674193012,0.5767228116103824,0.5684184883420137,1000,additive,preston,defined,0.559326171875,0.150732421875,0.0519287109375
87.0,1,100.0,2580,0.0031007751937984,0.4046511627906977,0.4069767441860465,0.1852713178294573,0.3690607195718305,0.6700501980155711,0.6632592775261973,1000,additive,preston,defined,0.559326171875,0.004248046875,0.0139892578125
88.0,1,100.0,2791,0.0,0.2447151558581153,0.389824435686134,0.3654604084557506,0.3738936926458582,0.6772489881868021,0.6725222730990955,1000,additive,preston,defined,0.559326171875,0.004248046875,0.0519287109375
89.0,1,100.0,3376,0.1623222748815166,0.2899881516587678,0.321978672985782,0.2257109004739336,0.4252382417350547,0.5229057754396496,0.5118416140868911,1000,additive,preston,defined,0.438232421875,0.4507324218749999,0.1639892578124999
90.0,1,100.0,3600,0.1238888888888889,0.2841666666666667,0.3786111111111111,0.2133333333333333,0.9192190102452712,0.6544213712508944,0.6530050305322566,1000,additive,preston,defined,0.059326171875,0.4507324218749999,0.1639892578124999
91.0,1,100.0,3580,0.1181564245810055,0.25,0.3784916201117318,0.2533519553072625,0.4218245562439132,0.5730642338125266,0.5596554714900382,1000,additive,preston,defined,0.438232421875,0.304248046875,0.1639892578124999
92.0,1,100.0,4380,0.1477168949771689,0.2614155251141553,0.3602739726027397,0.230593607305936,0.4253696890108713,0.5130652274188586,0.5039238449452935,1000,additive,preston,defined,0.438232421875,0.4507324218749999,0.2019287109375
93.0,1,100.0,3661,0.1147227533460803,0.2723299644905763,0.3717563507238459,0.2411909314394974,0.422264116253398,0.5729263057116729,0.5618055030018148,1000,additive,preston,defined,0.438232421875,0.304248046875,0.2019287109375
94.0,1,100.0,2517,0.1493841875248311,0.3106873261819626,0.3516090584028605,0.1883194278903456,0.9212449068345804,0.6496801568614753,0.6491812151276332,1000,additive,preston,defined,0.059326171875,0.4507324218749999,0.2019287109375
95.0,1,100.0,4077,0.0713760117733627,0.2330144714250674,0.4194260485651214,0.2761834682364483,0.9209073019103589,0.7414061946056014,0.7400087443954187,1000,additive,preston,defined,0.059326171875,0.304248046875,0.1639892578124999
96.0,1,100.0,2831,0.0886612504415401,0.2274814553161427,0.3927940657011656,0.2910632285411515,0.919881474599375,0.7256570438943137,0.7238642121955695,1000,additive,preston,defined,0.059326171875,0.304248046875,0.2019287109375
97.0,1,100.0,3025,0.036694214876033,0.1537190082644628,0.464793388429752,0.344793388429752,0.5618641888680423,0.6408714017754856,0.6273373216825265,1000,additive,preston,defined,0.313232421875,0.2257324218749999,0.2764892578125
98.0,1,100.0,2197,0.0637232589895311,0.1779699590350477,0.432407828857533,0.325898953117888,0.7413935973132109,0.704422587653162,0.7003563522301429,1000,additive,preston,defined,0.184326171875,0.2257324218749999,0.2764892578125
99.0,1,100.0,2829,0.1056910569105691,0.2371862849063273,0.3842347119123365,0.272887946270767,0.5813442979017813,0.5744311518437798,0.5625115473299358,1000,additive,preston,defined,0.313232421875,0.3792480468749999,0.2764892578125
100.0,1,100.0,2650,0.0777358490566037,0.2188679245283019,0.370188679245283,0.3332075471698113,0.5704490409796763,0.6528254258092056,0.6438553526563063,1000,additive,preston,defined,0.313232421875,0.2257324218749999,0.2394287109374999
101.0,1,100.0,3523,0.1092818620493897,0.2588702810105024,0.3911439114391143,0.2407039455009934,0.5792449999805996,0.5795448499359377,0.5712439741901217,1000,additive,preston,defined,0.313232421875,0.3792480468749999,0.2394287109374999
102.0,1,100.0,2827,0.1036434382737884,0.2044570215776441,0.3799080297134772,0.3119915104350902,0.7409672491581174,0.7061779622045312,0.702525039654475,1000,additive,preston,defined,0.184326171875,0.2257324218749999,0.2394287109374999
103.0,1,100.0,2348,0.0762350936967632,0.2453151618398637,0.4097103918228279,0.2687393526405451,0.7497944736540744,0.6255113812024585,0.6208170025683724,1000,additive,preston,defined,0.184326171875,0.3792480468749999,0.2764892578125
104.0,1,100.0,2343,0.0990183525394793,0.2479726845924029,0.3747332479726846,0.2782757148954332,0.7481982434665003,0.6320987280194502,0.6259901240372964,1000,additive,preston,defined,0.184326171875,0.3792480468749999,0.2394287109374999
105.0,1,100.0,3582,0.1750418760469011,0.2576772752652149,0.3179787828029034,0.2493020658849804,-0.0060673191833987,0.3973672346466713,0.3530964707678609,1000,additive,preston,defined,0.813232421875,0.525732421875,0.1264892578125
106.0,1,100.0,2610,0.1850574712643678,0.2743295019157088,0.3045977011494253,0.236015325670498,0.1285620744045654,0.430068732313287,0.4067385463333427,1000,additive,preston,defined,0.684326171875,0.525732421875,0.1264892578125
107.0,1,100.0,2447,0.0163465467919901,0.2864732325296281,0.3363302002451982,0.3608500204331835,0.0035140510392728,0.4643044851454751,0.4286683178405562,1000,additive,preston,defined,0.813232421875,0.0792480468749999,0.1264892578125
108.0,1,100.0,3323,0.2082455612398435,0.2582004213060487,0.3006319590731267,0.232922058380981,-0.014368328492087,0.3934434718522503,0.3580807361146885,1000,additive,preston,defined,0.813232421875,0.525732421875,0.0894287109375
109.0,1,100.0,2554,0.0939702427564604,0.2584181675802662,0.3300704776820673,0.3175411119812059,0.0055982357229758,0.4692825584719277,0.4347134826542385,1000,additive,preston,defined,0.813232421875,0.0792480468749999,0.0894287109375
110.0,1,100.0,2967,0.1590832490731378,0.2591843613077182,0.3434445567913717,0.2382878328277721,0.1322010191951031,0.4346473647617569,0.4032920407283633,1000,additive,preston,defined,0.684326171875,0.525732421875,0.0894287109375
111.0,1,100.0,2993,0.0694954894754426,0.2415636485131974,0.3431339792849983,0.3458068827263615,0.1566043518068494,0.5496595649387227,0.5156798697507047,1000,additive,preston,defined,0.684326171875,0.0792480468749999,0.1264892578125
112.0,1,100.0,2906,0.0278733654507914,0.2549896765313145,0.3888506538196834,0.3282863041982106,0.1685137058961455,0.5514840104348274,0.5256335239740375,1000,additive,preston,defined,0.684326171875,0.0792480468749999,0.0894287109375
113.0,1,100.0,2682,0.0052199850857568,0.1640566741237882,0.3750932140193885,0.4556301267710663,0.3392540201009296,0.6220809823727229,0.6098117051725026,1000,additive,preston,defined,0.563232421875,0.075732421875,0.2014892578125
114.0,1,100.0,2831,0.030024726245143,0.1352878841398799,0.3210879547862946,0.5135994348286824,0.4555173958462301,0.6800769785005079,0.6677450866907575,1000,additive,preston,defined,0.434326171875,0.075732421875,0.2014892578125
115.0,1,100.0,2444,0.0634206219312602,0.1992635024549918,0.367430441898527,0.3698854337152209,0.2589805951504127,0.5351516474243618,0.5136394127942367,1000,additive,preston,defined,0.563232421875,0.229248046875,0.2014892578125
116.0,1,100.0,2768,0.1676300578034682,0.2705924855491329,0.3348988439306358,0.226878612716763,0.2632110179175872,0.5960122904593177,0.5794988487757153,1000,additive,preston,defined,0.563232421875,0.075732421875,0.0144287109374999
117.0,1,100.0,2916,0.1742112482853223,0.3353909465020576,0.3350480109739369,0.1553497942386831,0.2732714903061623,0.5539528683666122,0.5354979596939536,1000,additive,preston,defined,0.563232421875,0.229248046875,0.0144287109374999
118.0,1,100.0,2773,0.0461593941579516,0.2553191489361702,0.4709700685178507,0.2275513883880274,0.4289278300912524,0.6774861098959558,0.6662228673599995,1000,additive,preston,defined,0.434326171875,0.075732421875,0.0144287109374999
119.0,1,100.0,3425,0.0925547445255474,0.1953284671532846,0.4026277372262773,0.3094890510948905,0.4136284664302736,0.5973241670057398,0.5774463526665932,1000,additive,preston,defined,0.434326171875,0.229248046875,0.2014892578125
120.0,1,100.0,2404,0.1834442595673877,0.3232113144758735,0.2895174708818636,0.2038269550748752,0.4265041724237432,0.6159870599475579,0.5989458043125412,1000,additive,preston,defined,0.434326171875,0.229248046875,0.0144287109374999
121.0,1,100.0,2296,0.2142857142857142,0.3636759581881533,0.2996515679442508,0.1223867595818815,0.9165701595187484,0.7047042466862166,0.7051223216877307,1000,additive,preston,defined,0.063232421875,0.375732421875,0.0514892578125
122.0,1,100.0,2604,0.0629800307219662,0.2811059907834101,0.3310291858678955,0.3248847926267281,-0.1401683129821157,0.3755070336072279,0.3048256899908048,1000,additive,preston,defined,0.934326171875,0.375732421875,0.0514892578125
123.0,1,100.0,2886,0.1528066528066528,0.3146223146223146,0.3478863478863478,0.1846846846846846,0.9162438284327804,0.6137319748906895,0.6129462944398395,1000,additive,preston,defined,0.063232421875,0.5292480468749999,0.0514892578125
124.0,1,100.0,2680,0.0720149253731343,0.2507462686567164,0.4294776119402985,0.2477611940298507,0.9139253323085964,0.6868589174667464,0.6866931264696032,1000,additive,preston,defined,0.063232421875,0.375732421875,0.1644287109375
125.0,1,100.0,2970,0.1067340067340067,0.2824915824915825,0.3872053872053872,0.2235690235690235,0.9172430656057036,0.6111370082692404,0.6104312033855116,1000,additive,preston,defined,0.063232421875,0.5292480468749999,0.1644287109375
126.0,1,100.0,3140,0.0818471337579617,0.3073248407643312,0.3331210191082802,0.2777070063694267,-0.1600554821761191,0.3574017178247971,0.2853114570987687,1000,additive,preston,defined,0.934326171875,0.375732421875,0.1644287109375
