iteration;replicate;init_pop;fertility_type;heritability_type;random_mating;leakage;fertility_factor
1162;1;1000;additive;preston;0.845165614647842;0.3865828073239238;0.017050315605644756
1163;1;1000;additive;preston;0.5961656146478207;0.3860828073239236;0.026350315605645363
1164;1;1000;additive;preston;0.3471656146478356;0.3855828073239239;0.035650315605644585
1165;1;1000;additive;preston;0.09816561464781431;0.38508280732392364;0.044950315605645226
1166;1;1000;additive;preston;0.1508343853521707;0.3845828073239237;0.05425031560564582
1167;1;1000;additive;preston;0.39983438535219196;0.38408280732392375;0.06355031560564643
1168;1;1000;additive;preston;0.6488343853521771;0.3835828073239237;0.07285031560564567
1169;1;1000;additive;preston;0.897834385352162;0.38308280732392375;0.08215031560564492
117;1;1000;additive;preston;0.9498343853521509;0.09091719267607631;0.10144968439435412
1170;1;1000;additive;preston;0.8531656146478167;0.3825828073239238;0.09145031560564554
1171;1;1000;additive;preston;0.6041656146478316;0.38208280732392386;0.10075031560564478
1172;1;1000;additive;preston;0.35516561464781027;0.3815828073239236;0.1100503156056454
1173;1;1000;additive;preston;0.1061656146478252;0.38108280732392386;0.11935031560564464
1174;1;1000;additive;preston;0.142834385352196;0.38058280732392363;0.12865031560564524
1175;1;1000;additive;preston;0.39183438535218107;0.38008280732392363;0.13795031560564586
1176;1;1000;additive;preston;0.6408343853521661;0.3795828073239237;0.14725031560564647
1177;1;1000;additive;preston;0.8898343853521513;0.37908280732392374;0.15655031560564572
1178;1;1000;additive;preston;0.8611656146478638;0.3785828073239238;0.16585031560564498
1179;1;1000;additive;preston;0.6121656146478425;0.37808280732392374;0.17515031560564556
118;1;1000;additive;preston;0.8011656146478504;0.09141719267607629;0.09214968439435418
1180;1;1000;additive;preston;0.36316561464785735;0.3775828073239238;0.18445031560564484
1181;1;1000;additive;preston;0.11416561464783609;0.3770828073239236;0.19375031560564546
1182;1;1000;additive;preston;0.13483438535214887;0.3765828073239239;0.2030503156056447
1183;1;1000;additive;preston;0.3838343853521702;0.37608280732392363;0.2123503156056453
1184;1;1000;additive;preston;0.6328343853521553;0.3755828073239237;0.2216503156056459
1185;1;1000;additive;preston;0.8818343853521403;0.37508280732392374;0.23095031560564516
1186;1;1000;additive;preston;0.8691656146478384;0.37458280732392374;0.24025031560564575
1187;1;1000;additive;preston;0.6201656146478534;0.37408280732392374;0.249550315605645
1188;1;1000;additive;preston;0.37116561464783204;0.3735828073239238;0.2588503156056456
1189;1;1000;additive;preston;0.12216561464784703;0.3730828073239238;0.2681503156056449
119;1;1000;additive;preston;0.5521656146478472;0.09191719267607626;0.08284968439435426
1190;1;1000;additive;preston;0.12683438535217423;0.37258280732392357;0.2774503156056455
1191;1;1000;additive;preston;0.3758343853521593;0.37208280732392385;0.2867503156056448
1192;1;1000;additive;preston;0.6248343853521806;0.3715828073239236;0.2960503156056453
1193;1;1000;additive;preston;0.8738343853521656;0.3710828073239236;0.294649684394354
1194;1;1000;additive;preston;0.8771656146478495;0.3705828073239237;0.28534968439435476
1195;1;1000;additive;preston;0.628165614647828;0.37008280732392373;0.2760496843943542
1196;1;1000;additive;preston;0.379165614647843;0.3695828073239238;0.2667496843943549
1197;1;1000;additive;preston;0.13016561464782173;0.3690828073239238;0.2574496843943543
1198;1;1000;additive;preston;0.11883438535216329;0.36858280732392384;0.24814968439435509
1199;1;1000;additive;preston;0.3678343853521846;0.36808280732392357;0.23884968439435444
12;1;1000;additive;preston;0.8048343853521525;0.038417192676076184;0.12205031560564575
120;1;1000;additive;preston;0.3031656146478485;0.09241719267607623;0.07354968439435434
1200;1;1000;additive;preston;0.6168343853521696;0.3675828073239239;0.2295496843943552
1201;1;1000;additive;preston;0.8658343853521909;0.3670828073239236;0.2202496843943546
1202;1;1000;additive;preston;0.885165614647824;0.3665828073239237;0.210949684394354
1203;1;1000;additive;preston;0.6361656146478389;0.3660828073239237;0.2016496843943547
1204;1;1000;additive;preston;0.3871656146478177;0.36558280732392373;0.1923496843943541
1205;1;1000;additive;preston;0.1381656146478326;0.36508280732392373;0.18304968439435487
1206;1;1000;additive;preston;0.11083438535218865;0.3645828073239238;0.17374968439435426
1207;1;1000;additive;preston;0.3598343853521737;0.3640828073239238;0.164449684394355
1208;1;1000;additive;preston;0.6088343853521949;0.36358280732392356;0.15514968439435442
1209;1;1000;additive;preston;0.85783438535218;0.3630828073239239;0.14584968439435514
121;1;1000;additive;preston;0.05416561464784986;0.0929171926760762;0.06424968439435406
1210;1;1000;additive;preston;0.8931656146478348;0.3625828073239236;0.13654968439435455
1211;1;1000;additive;preston;0.6441656146478136;0.36208280732392367;0.12724968439435394
1212;1;1000;additive;preston;0.39516561464782857;0.36158280732392367;0.11794968439435467
1213;1;1000;additive;preston;0.1461656146478435;0.3610828073239237;0.10864968439435407
1214;1;1000;additive;preston;0.10283438535214151;0.3605828073239237;0.0993496843943548
1215;1;1000;additive;preston;0.3518343853521628;0.3600828073239238;0.09004968439435419
1216;1;1000;additive;preston;0.6008343853521478;0.3595828073239238;0.08074968439435494
1217;1;1000;additive;preston;0.8498343853521692;0.35908280732392356;0.07144968439435434
1218;1;1000;additive;preston;0.9011656146478457;0.3585828073239239;0.062149684394355094
1219;1;1000;additive;preston;0.6521656146478607;0.3580828073239236;0.05284968439435449
122;1;1000;additive;preston;0.1948343853521487;0.09341719267607632;0.054949684394354124
1220;1;1000;additive;preston;0.40316561464783945;0.35758280732392367;0.04354968439435387
1221;1;1000;additive;preston;0.15416561464785433;0.35708280732392367;0.03424968439435464
1222;1;1000;additive;preston;0.09483438535216687;0.3565828073239237;0.024949684394354032
1223;1;1000;additive;preston;0.34383438535215194;0.3560828073239237;0.01564968439435477
1224;1;1000;additive;preston;0.5928343853521731;0.3555828073239238;0.006349684394354166
1225;1;1000;additive;preston;0.8418343853521584;0.35508280732392383;0.002950315605644993
1226;1;1000;additive;preston;0.9091656146478206;0.35458280732392355;0.012250315605645734
1227;1;1000;additive;preston;0.6601656146478354;0.35408280732392383;0.02155031560564494
1228;1;1000;additive;preston;0.41116561464785034;0.3535828073239236;0.03085031560564555
1229;1;1000;additive;preston;0.16216561464782914;0.3530828073239236;0.04015031560564616
123;1;1000;additive;preston;0.44383438535215186;0.09391719267607629;0.0456496843943542
1230;1;1000;additive;preston;0.08683438535215587;0.35258280732392366;0.04945031560564542
1231;1;1000;additive;preston;0.33583438535217724;0.3520828073239237;0.058750315605646024
1232;1;1000;additive;preston;0.5848343853521623;0.3515828073239237;0.06805031560564527
1233;1;1000;additive;preston;0.8338343853521836;0.3510828073239238;0.07735031560564588
1234;1;1000;additive;preston;0.9171656146478313;0.35058280732392383;0.08665031560564514
1235;1;1000;additive;preston;0.6681656146478463;0.35008280732392383;0.09595031560564438
1236;1;1000;additive;preston;0.41916561464782504;0.3495828073239239;0.10525031560564498
1237;1;1000;additive;preston;0.17016561464784002;0.3490828073239236;0.1145503156056456
1238;1;1000;additive;preston;0.07883438535218129;0.34858280732392366;0.12385031560564619
1239;1;1000;additive;preston;0.32783438535216636;0.34808280732392366;0.13315031560564547
124;1;1000;additive;preston;0.6928343853521506;0.09441719267607626;0.03634968439435427
1240;1;1000;additive;preston;0.5768343853521876;0.3475828073239237;0.14245031560564608
1241;1;1000;additive;preston;0.8258343853521727;0.3470828073239237;0.1517503156056453
1242;1;1000;additive;preston;0.925165614647806;0.34658280732392377;0.16105031560564592
1243;1;1000;additive;preston;0.676165614647821;0.3460828073239238;0.17035031560564518
1244;1;1000;additive;preston;0.4271656146478359;0.3455828073239238;0.1796503156056444
1245;1;1000;additive;preston;0.17816561464781472;0.3450828073239239;0.18895031560564504
1246;1;1000;additive;preston;0.07083438535217029;0.3445828073239236;0.19825031560564566
1247;1;1000;additive;preston;0.31983438535219166;0.34408280732392366;0.20755031560564627
1248;1;1000;additive;preston;0.5688343853521767;0.34358280732392366;0.21685031560564552
1249;1;1000;additive;preston;0.8178343853521618;0.3430828073239237;0.2261503156056461
125;1;1000;additive;preston;0.9418343853521537;0.0949171926760762;0.027049684394354366
1250;1;1000;additive;preston;0.9331656146478532;0.34258280732392377;0.2354503156056454
1251;1;1000;additive;preston;0.6841656146478319;0.3420828073239237;0.24475031560564597
1252;1;1000;additive;preston;0.4351656146478468;0.34158280732392376;0.2540503156056452
1253;1;1000;additive;preston;0.18616561464786174;0.3410828073239238;0.2633503156056445
1254;1;1000;additive;preston;0.06283438535215957;0.3405828073239239;0.27265031560564507
1255;1;1000;additive;preston;0.3118343853521446;0.3400828073239236;0.2819503156056457
1256;1;1000;additive;preston;0.5608343853521658;0.33958280732392365;0.29125031560564635
1257;1;1000;additive;preston;0.8098343853521509;0.33908280732392365;0.2994496843943542
1258;1;1000;additive;preston;0.9411656146478279;0.3385828073239237;0.2901496843943538
1259;1;1000;additive;preston;0.6921656146478428;0.3380828073239237;0.28084968439435454
126;1;1000;additive;preston;0.8091656146478523;0.09541719267607618;0.017749684394354426
1260;1;1000;additive;preston;0.4431656146478215;0.33758280732392376;0.27154968439435395
1261;1;1000;additive;preston;0.19416561464783644;0.3370828073239238;0.2622496843943547
1262;1;1000;additive;preston;0.054834385352148574;0.3365828073239238;0.2529496843943555
1263;1;1000;additive;preston;0.30383438535216983;0.33608280732392387;0.24364968439435486
1264;1;1000;additive;preston;0.5528343853521549;0.3355828073239236;0.23434968439435425
1265;1;1000;additive;preston;0.8018343853521762;0.33508280732392365;0.22504968439435363
1266;1;1000;additive;preston;0.9491656146478387;0.33458280732392365;0.21574968439435302
1267;1;1000;additive;preston;0.7001656146478175;0.3340828073239237;0.20644968439435243
1268;1;1000;additive;preston;0.45116561464783245;0.3335828073239237;0.1971496843943545
1269;1;1000;additive;preston;0.20216561464784732;0.33308280732392376;0.1878496843943539
127;1;1000;additive;preston;0.5601656146478491;0.09591719267607629;0.008449684394354168
1270;1;1000;additive;preston;0.04683438535217399;0.33258280732392376;0.1785496843943533
1271;1;1000;additive;preston;0.295834385352159;0.3320828073239238;0.16924968439435542
1272;1;1000;additive;preston;0.5448343853521802;0.33158280732392387;0.1599496843943548
1273;1;1000;additive;preston;0.7938343853521653;0.3310828073239236;0.1506496843943542
1274;1;1000;additive;preston;0.9571656146478135;0.33058280732392364;0.14134968439435358
1275;1;1000;additive;preston;0.7081656146477922;0.33008280732392364;0.13204968439435297
1276;1;1000;additive;preston;0.45916561464780714;0.3295828073239237;0.12274968439435237
1277;1;1000;additive;preston;0.21016561464782202;0.3290828073239237;0.11344968439435447
1278;1;1000;additive;preston;0.03883438535216294;0.32858280732392375;0.10414968439435386
1279;1;1000;additive;preston;0.28783438535214806;0.3280828073239238;0.09484968439435595
128;1;1000;additive;preston;0.3111656146478504;0.09641719267607626;8.50315605645191E-4
1280;1;1000;additive;preston;0.5368343853522055;0.32758280732392353;0.08554968439435265
1281;1;1000;additive;preston;0.7858343853521905;0.32708280732392386;0.07624968439435476
1282;1;1000;additive;preston;0.9651656146478242;0.3265828073239236;0.06694968439435416
1283;1;1000;additive;preston;0.7161656146478392;0.3260828073239239;0.05764968439435353
1284;1;1000;additive;preston;0.46716561464781803;0.32558280732392364;0.048349684394352936
1285;1;1000;additive;preston;0.2181656146478329;0.3250828073239237;0.039049684394352295
1286;1;1000;additive;preston;0.03083438535215194;0.32458280732392375;0.02974968439435442
1287;1;1000;additive;preston;0.2798343853521371;0.32408280732392375;0.020449684394353813
1288;1;1000;additive;preston;0.5288343853521222;0.3235828073239238;0.011149684394355952
1289;1;1000;additive;preston;0.7778343853521796;0.3230828073239235;0.0018496843943526296
129;1;1000;additive;preston;0.0621656146478472;0.09691719267607624;0.010150315605645699
1290;1;1000;additive;preston;0.9731656146478354;0.32258280732392386;0.0074503156056452795
1291;1;1000;additive;preston;0.7241656146478501;0.3220828073239236;0.016750315605645872
1292;1;1000;additive;preston;0.4751656146478651;0.3215828073239239;0.02605031560564648
1293;1;1000;additive;preston;0.2261656146478076;0.32108280732392364;0.03535031560564709
1294;1;1000;additive;preston;0.02283438535217719;0.3205828073239237;0.04465031560564773
1295;1;1000;additive;preston;0.27183438535216253;0.3200828073239237;0.0539503156056456
1296;1;1000;additive;preston;0.5208343853521475;0.31958280732392375;0.06325031560564623
1297;1;1000;additive;preston;0.7698343853521326;0.3190828073239238;0.07255031560564411
1298;1;1000;additive;preston;0.9811656146478102;0.3185828073239235;0.08185031560564744
1299;1;1000;additive;preston;0.7321656146478248;0.31808280732392386;0.09115031560564534
13;1;1000;additive;preston;0.9461656146478477;0.03891719267607635;0.13135031560564578
130;1;1000;additive;preston;0.1868343853521514;0.09741719267607621;0.019450315605645956
1300;1;1000;additive;preston;0.4831656146478398;0.3175828073239236;0.10045031560564595
1301;1;1000;additive;preston;0.23416561464785468;0.3170828073239239;0.10975031560564655
1302;1;1000;additive;preston;0.01483438535213022;0.31658280732392363;0.11905031560564444
1303;1;1000;additive;preston;0.26383438535218773;0.3160828073239237;0.12835031560564777
1304;1;1000;additive;preston;0.5128343853521729;0.31558280732392374;0.13765031560564567
