iteration;iteration_exp;replicate;init_pop;fertility_type;mating_type;p_genetic_variance;p_vertical_trans_variance;p_leakage;p_random_mating;p_fertility_factor
44;443;1;8000;additive;logistic;0.2;0.0;0.1;0.5;0.25
44;444;1;8000;additive;logistic;0.2;0.0;0.1;0.5;0.25
44;445;1;8000;additive;logistic;0.2;0.0;0.1;0.5;0.25
44;446;1;8000;additive;logistic;0.2;0.0;0.1;0.5;0.25
44;447;1;8000;additive;logistic;0.2;0.0;0.1;0.5;0.25
44;448;1;8000;additive;logistic;0.2;0.0;0.1;0.5;0.25
44;449;1;8000;additive;logistic;0.2;0.0;0.1;0.5;0.25
4;45;1;8000;additive;logistic;0.05;0.0;0.1;0.1;0.25
44;450;1;8000;additive;logistic;0.2;0.0;0.1;0.5;0.25
45;451;1;8000;additive;logistic;0.2;0.05;0.1;0.5;0.25
45;452;1;8000;additive;logistic;0.2;0.05;0.1;0.5;0.25
45;453;1;8000;additive;logistic;0.2;0.05;0.1;0.5;0.25
45;454;1;8000;additive;logistic;0.2;0.05;0.1;0.5;0.25
45;455;1;8000;additive;logistic;0.2;0.05;0.1;0.5;0.25
45;456;1;8000;additive;logistic;0.2;0.05;0.1;0.5;0.25
45;457;1;8000;additive;logistic;0.2;0.05;0.1;0.5;0.25
45;458;1;8000;additive;logistic;0.2;0.05;0.1;0.5;0.25
45;459;1;8000;additive;logistic;0.2;0.05;0.1;0.5;0.25
4;46;1;8000;additive;logistic;0.05;0.0;0.1;0.1;0.25
45;460;1;8000;additive;logistic;0.2;0.05;0.1;0.5;0.25
46;461;1;8000;additive;logistic;0.2;0.25;0.1;0.5;0.25
46;462;1;8000;additive;logistic;0.2;0.25;0.1;0.5;0.25
46;463;1;8000;additive;logistic;0.2;0.25;0.1;0.5;0.25
46;464;1;8000;additive;logistic;0.2;0.25;0.1;0.5;0.25
46;465;1;8000;additive;logistic;0.2;0.25;0.1;0.5;0.25
46;466;1;8000;additive;logistic;0.2;0.25;0.1;0.5;0.25
46;467;1;8000;additive;logistic;0.2;0.25;0.1;0.5;0.25
46;468;1;8000;additive;logistic;0.2;0.25;0.1;0.5;0.25
46;469;1;8000;additive;logistic;0.2;0.25;0.1;0.5;0.25
4;47;1;8000;additive;logistic;0.05;0.0;0.1;0.1;0.25
46;470;1;8000;additive;logistic;0.2;0.25;0.1;0.5;0.25
47;471;1;8000;additive;logistic;0.2;0.5;0.1;0.5;0.25
47;472;1;8000;additive;logistic;0.2;0.5;0.1;0.5;0.25
47;473;1;8000;additive;logistic;0.2;0.5;0.1;0.5;0.25
47;474;1;8000;additive;logistic;0.2;0.5;0.1;0.5;0.25
47;475;1;8000;additive;logistic;0.2;0.5;0.1;0.5;0.25
47;476;1;8000;additive;logistic;0.2;0.5;0.1;0.5;0.25
47;477;1;8000;additive;logistic;0.2;0.5;0.1;0.5;0.25
47;478;1;8000;additive;logistic;0.2;0.5;0.1;0.5;0.25
47;479;1;8000;additive;logistic;0.2;0.5;0.1;0.5;0.25
4;48;1;8000;additive;logistic;0.05;0.0;0.1;0.1;0.25
47;480;1;8000;additive;logistic;0.2;0.5;0.1;0.5;0.25
48;481;1;8000;additive;logistic;0.0;0.0;0.1;0.75;0.25
48;482;1;8000;additive;logistic;0.0;0.0;0.1;0.75;0.25
48;483;1;8000;additive;logistic;0.0;0.0;0.1;0.75;0.25
48;484;1;8000;additive;logistic;0.0;0.0;0.1;0.75;0.25
48;485;1;8000;additive;logistic;0.0;0.0;0.1;0.75;0.25
48;486;1;8000;additive;logistic;0.0;0.0;0.1;0.75;0.25
48;487;1;8000;additive;logistic;0.0;0.0;0.1;0.75;0.25
48;488;1;8000;additive;logistic;0.0;0.0;0.1;0.75;0.25
48;489;1;8000;additive;logistic;0.0;0.0;0.1;0.75;0.25
4;49;1;8000;additive;logistic;0.05;0.0;0.1;0.1;0.25
48;490;1;8000;additive;logistic;0.0;0.0;0.1;0.75;0.25
49;491;1;8000;additive;logistic;0.0;0.05;0.1;0.75;0.25
49;492;1;8000;additive;logistic;0.0;0.05;0.1;0.75;0.25
49;493;1;8000;additive;logistic;0.0;0.05;0.1;0.75;0.25
49;494;1;8000;additive;logistic;0.0;0.05;0.1;0.75;0.25
49;495;1;8000;additive;logistic;0.0;0.05;0.1;0.75;0.25
49;496;1;8000;additive;logistic;0.0;0.05;0.1;0.75;0.25
49;497;1;8000;additive;logistic;0.0;0.05;0.1;0.75;0.25
49;498;1;8000;additive;logistic;0.0;0.05;0.1;0.75;0.25
49;499;1;8000;additive;logistic;0.0;0.05;0.1;0.75;0.25
0;5;1;8000;additive;logistic;0.0;0.0;0.1;0.1;0.25
4;50;1;8000;additive;logistic;0.05;0.0;0.1;0.1;0.25
49;500;1;8000;additive;logistic;0.0;0.05;0.1;0.75;0.25
50;501;1;8000;additive;logistic;0.0;0.25;0.1;0.75;0.25
50;502;1;8000;additive;logistic;0.0;0.25;0.1;0.75;0.25
50;503;1;8000;additive;logistic;0.0;0.25;0.1;0.75;0.25
50;504;1;8000;additive;logistic;0.0;0.25;0.1;0.75;0.25
50;505;1;8000;additive;logistic;0.0;0.25;0.1;0.75;0.25
50;506;1;8000;additive;logistic;0.0;0.25;0.1;0.75;0.25
50;507;1;8000;additive;logistic;0.0;0.25;0.1;0.75;0.25
50;508;1;8000;additive;logistic;0.0;0.25;0.1;0.75;0.25
50;509;1;8000;additive;logistic;0.0;0.25;0.1;0.75;0.25
5;51;1;8000;additive;logistic;0.05;0.05;0.1;0.1;0.25
50;510;1;8000;additive;logistic;0.0;0.25;0.1;0.75;0.25
51;511;1;8000;additive;logistic;0.0;0.5;0.1;0.75;0.25
51;512;1;8000;additive;logistic;0.0;0.5;0.1;0.75;0.25
51;513;1;8000;additive;logistic;0.0;0.5;0.1;0.75;0.25
51;514;1;8000;additive;logistic;0.0;0.5;0.1;0.75;0.25
51;515;1;8000;additive;logistic;0.0;0.5;0.1;0.75;0.25
51;516;1;8000;additive;logistic;0.0;0.5;0.1;0.75;0.25
51;517;1;8000;additive;logistic;0.0;0.5;0.1;0.75;0.25
51;518;1;8000;additive;logistic;0.0;0.5;0.1;0.75;0.25
51;519;1;8000;additive;logistic;0.0;0.5;0.1;0.75;0.25
5;52;1;8000;additive;logistic;0.05;0.05;0.1;0.1;0.25
51;520;1;8000;additive;logistic;0.0;0.5;0.1;0.75;0.25
52;521;1;8000;additive;logistic;0.05;0.0;0.1;0.75;0.25
52;522;1;8000;additive;logistic;0.05;0.0;0.1;0.75;0.25
52;523;1;8000;additive;logistic;0.05;0.0;0.1;0.75;0.25
52;524;1;8000;additive;logistic;0.05;0.0;0.1;0.75;0.25
52;525;1;8000;additive;logistic;0.05;0.0;0.1;0.75;0.25
52;526;1;8000;additive;logistic;0.05;0.0;0.1;0.75;0.25
52;527;1;8000;additive;logistic;0.05;0.0;0.1;0.75;0.25
52;528;1;8000;additive;logistic;0.05;0.0;0.1;0.75;0.25
52;529;1;8000;additive;logistic;0.05;0.0;0.1;0.75;0.25
5;53;1;8000;additive;logistic;0.05;0.05;0.1;0.1;0.25
52;530;1;8000;additive;logistic;0.05;0.0;0.1;0.75;0.25
53;531;1;8000;additive;logistic;0.05;0.05;0.1;0.75;0.25
53;532;1;8000;additive;logistic;0.05;0.05;0.1;0.75;0.25
53;533;1;8000;additive;logistic;0.05;0.05;0.1;0.75;0.25
53;534;1;8000;additive;logistic;0.05;0.05;0.1;0.75;0.25
53;535;1;8000;additive;logistic;0.05;0.05;0.1;0.75;0.25
53;536;1;8000;additive;logistic;0.05;0.05;0.1;0.75;0.25
53;537;1;8000;additive;logistic;0.05;0.05;0.1;0.75;0.25
53;538;1;8000;additive;logistic;0.05;0.05;0.1;0.75;0.25
53;539;1;8000;additive;logistic;0.05;0.05;0.1;0.75;0.25
5;54;1;8000;additive;logistic;0.05;0.05;0.1;0.1;0.25
53;540;1;8000;additive;logistic;0.05;0.05;0.1;0.75;0.25
54;541;1;8000;additive;logistic;0.05;0.25;0.1;0.75;0.25
54;542;1;8000;additive;logistic;0.05;0.25;0.1;0.75;0.25
54;543;1;8000;additive;logistic;0.05;0.25;0.1;0.75;0.25
54;544;1;8000;additive;logistic;0.05;0.25;0.1;0.75;0.25
54;545;1;8000;additive;logistic;0.05;0.25;0.1;0.75;0.25
54;546;1;8000;additive;logistic;0.05;0.25;0.1;0.75;0.25
54;547;1;8000;additive;logistic;0.05;0.25;0.1;0.75;0.25
54;548;1;8000;additive;logistic;0.05;0.25;0.1;0.75;0.25
54;549;1;8000;additive;logistic;0.05;0.25;0.1;0.75;0.25
5;55;1;8000;additive;logistic;0.05;0.05;0.1;0.1;0.25
54;550;1;8000;additive;logistic;0.05;0.25;0.1;0.75;0.25
55;551;1;8000;additive;logistic;0.05;0.5;0.1;0.75;0.25
55;552;1;8000;additive;logistic;0.05;0.5;0.1;0.75;0.25
55;553;1;8000;additive;logistic;0.05;0.5;0.1;0.75;0.25
55;554;1;8000;additive;logistic;0.05;0.5;0.1;0.75;0.25
55;555;1;8000;additive;logistic;0.05;0.5;0.1;0.75;0.25
55;556;1;8000;additive;logistic;0.05;0.5;0.1;0.75;0.25
55;557;1;8000;additive;logistic;0.05;0.5;0.1;0.75;0.25
55;558;1;8000;additive;logistic;0.05;0.5;0.1;0.75;0.25
55;559;1;8000;additive;logistic;0.05;0.5;0.1;0.75;0.25
5;56;1;8000;additive;logistic;0.05;0.05;0.1;0.1;0.25
55;560;1;8000;additive;logistic;0.05;0.5;0.1;0.75;0.25
56;561;1;8000;additive;logistic;0.1;0.0;0.1;0.75;0.25
56;562;1;8000;additive;logistic;0.1;0.0;0.1;0.75;0.25
56;563;1;8000;additive;logistic;0.1;0.0;0.1;0.75;0.25
56;564;1;8000;additive;logistic;0.1;0.0;0.1;0.75;0.25
56;565;1;8000;additive;logistic;0.1;0.0;0.1;0.75;0.25
56;566;1;8000;additive;logistic;0.1;0.0;0.1;0.75;0.25
56;567;1;8000;additive;logistic;0.1;0.0;0.1;0.75;0.25
56;568;1;8000;additive;logistic;0.1;0.0;0.1;0.75;0.25
56;569;1;8000;additive;logistic;0.1;0.0;0.1;0.75;0.25
5;57;1;8000;additive;logistic;0.05;0.05;0.1;0.1;0.25
56;570;1;8000;additive;logistic;0.1;0.0;0.1;0.75;0.25
57;571;1;8000;additive;logistic;0.1;0.05;0.1;0.75;0.25
57;572;1;8000;additive;logistic;0.1;0.05;0.1;0.75;0.25
57;573;1;8000;additive;logistic;0.1;0.05;0.1;0.75;0.25
57;574;1;8000;additive;logistic;0.1;0.05;0.1;0.75;0.25
57;575;1;8000;additive;logistic;0.1;0.05;0.1;0.75;0.25
57;576;1;8000;additive;logistic;0.1;0.05;0.1;0.75;0.25
57;577;1;8000;additive;logistic;0.1;0.05;0.1;0.75;0.25
57;578;1;8000;additive;logistic;0.1;0.05;0.1;0.75;0.25
57;579;1;8000;additive;logistic;0.1;0.05;0.1;0.75;0.25
5;58;1;8000;additive;logistic;0.05;0.05;0.1;0.1;0.25
57;580;1;8000;additive;logistic;0.1;0.05;0.1;0.75;0.25
58;581;1;8000;additive;logistic;0.1;0.25;0.1;0.75;0.25
58;582;1;8000;additive;logistic;0.1;0.25;0.1;0.75;0.25
58;583;1;8000;additive;logistic;0.1;0.25;0.1;0.75;0.25
58;584;1;8000;additive;logistic;0.1;0.25;0.1;0.75;0.25
58;585;1;8000;additive;logistic;0.1;0.25;0.1;0.75;0.25
58;586;1;8000;additive;logistic;0.1;0.25;0.1;0.75;0.25
58;587;1;8000;additive;logistic;0.1;0.25;0.1;0.75;0.25
58;588;1;8000;additive;logistic;0.1;0.25;0.1;0.75;0.25
58;589;1;8000;additive;logistic;0.1;0.25;0.1;0.75;0.25
5;59;1;8000;additive;logistic;0.05;0.05;0.1;0.1;0.25
58;590;1;8000;additive;logistic;0.1;0.25;0.1;0.75;0.25
59;591;1;8000;additive;logistic;0.1;0.5;0.1;0.75;0.25
59;592;1;8000;additive;logistic;0.1;0.5;0.1;0.75;0.25
59;593;1;8000;additive;logistic;0.1;0.5;0.1;0.75;0.25
59;594;1;8000;additive;logistic;0.1;0.5;0.1;0.75;0.25
59;595;1;8000;additive;logistic;0.1;0.5;0.1;0.75;0.25
59;596;1;8000;additive;logistic;0.1;0.5;0.1;0.75;0.25
59;597;1;8000;additive;logistic;0.1;0.5;0.1;0.75;0.25
59;598;1;8000;additive;logistic;0.1;0.5;0.1;0.75;0.25
59;599;1;8000;additive;logistic;0.1;0.5;0.1;0.75;0.25
0;6;1;8000;additive;logistic;0.0;0.0;0.1;0.1;0.25
5;60;1;8000;additive;logistic;0.05;0.05;0.1;0.1;0.25
59;600;1;8000;additive;logistic;0.1;0.5;0.1;0.75;0.25
60;601;1;8000;additive;logistic;0.2;0.0;0.1;0.75;0.25
60;602;1;8000;additive;logistic;0.2;0.0;0.1;0.75;0.25
60;603;1;8000;additive;logistic;0.2;0.0;0.1;0.75;0.25
60;604;1;8000;additive;logistic;0.2;0.0;0.1;0.75;0.25
60;605;1;8000;additive;logistic;0.2;0.0;0.1;0.75;0.25
60;606;1;8000;additive;logistic;0.2;0.0;0.1;0.75;0.25
60;607;1;8000;additive;logistic;0.2;0.0;0.1;0.75;0.25
60;608;1;8000;additive;logistic;0.2;0.0;0.1;0.75;0.25
60;609;1;8000;additive;logistic;0.2;0.0;0.1;0.75;0.25
6;61;1;8000;additive;logistic;0.05;0.25;0.1;0.1;0.25
60;610;1;8000;additive;logistic;0.2;0.0;0.1;0.75;0.25
61;611;1;8000;additive;logistic;0.2;0.05;0.1;0.75;0.25
61;612;1;8000;additive;logistic;0.2;0.05;0.1;0.75;0.25
61;613;1;8000;additive;logistic;0.2;0.05;0.1;0.75;0.25
61;614;1;8000;additive;logistic;0.2;0.05;0.1;0.75;0.25
61;615;1;8000;additive;logistic;0.2;0.05;0.1;0.75;0.25
61;616;1;8000;additive;logistic;0.2;0.05;0.1;0.75;0.25
61;617;1;8000;additive;logistic;0.2;0.05;0.1;0.75;0.25
61;618;1;8000;additive;logistic;0.2;0.05;0.1;0.75;0.25
61;619;1;8000;additive;logistic;0.2;0.05;0.1;0.75;0.25
6;62;1;8000;additive;logistic;0.05;0.25;0.1;0.1;0.25
61;620;1;8000;additive;logistic;0.2;0.05;0.1;0.75;0.25
62;621;1;8000;additive;logistic;0.2;0.25;0.1;0.75;0.25
62;622;1;8000;additive;logistic;0.2;0.25;0.1;0.75;0.25
62;623;1;8000;additive;logistic;0.2;0.25;0.1;0.75;0.25
62;624;1;8000;additive;logistic;0.2;0.25;0.1;0.75;0.25
62;625;1;8000;additive;logistic;0.2;0.25;0.1;0.75;0.25
62;626;1;8000;additive;logistic;0.2;0.25;0.1;0.75;0.25
62;627;1;8000;additive;logistic;0.2;0.25;0.1;0.75;0.25
62;628;1;8000;additive;logistic;0.2;0.25;0.1;0.75;0.25
62;629;1;8000;additive;logistic;0.2;0.25;0.1;0.75;0.25
6;63;1;8000;additive;logistic;0.05;0.25;0.1;0.1;0.25
62;630;1;8000;additive;logistic;0.2;0.25;0.1;0.75;0.25
63;631;1;8000;additive;logistic;0.2;0.5;0.1;0.75;0.25
63;632;1;8000;additive;logistic;0.2;0.5;0.1;0.75;0.25
63;633;1;8000;additive;logistic;0.2;0.5;0.1;0.75;0.25
63;634;1;8000;additive;logistic;0.2;0.5;0.1;0.75;0.25
63;635;1;8000;additive;logistic;0.2;0.5;0.1;0.75;0.25
63;636;1;8000;additive;logistic;0.2;0.5;0.1;0.75;0.25
63;637;1;8000;additive;logistic;0.2;0.5;0.1;0.75;0.25
63;638;1;8000;additive;logistic;0.2;0.5;0.1;0.75;0.25
63;639;1;8000;additive;logistic;0.2;0.5;0.1;0.75;0.25
6;64;1;8000;additive;logistic;0.05;0.25;0.1;0.1;0.25
63;640;1;8000;additive;logistic;0.2;0.5;0.1;0.75;0.25
64;641;1;8000;additive;logistic;0.0;0.0;0.1;0.9;0.25
64;642;1;8000;additive;logistic;0.0;0.0;0.1;0.9;0.25
64;643;1;8000;additive;logistic;0.0;0.0;0.1;0.9;0.25
64;644;1;8000;additive;logistic;0.0;0.0;0.1;0.9;0.25
64;645;1;8000;additive;logistic;0.0;0.0;0.1;0.9;0.25
64;646;1;8000;additive;logistic;0.0;0.0;0.1;0.9;0.25
64;647;1;8000;additive;logistic;0.0;0.0;0.1;0.9;0.25
64;648;1;8000;additive;logistic;0.0;0.0;0.1;0.9;0.25
64;649;1;8000;additive;logistic;0.0;0.0;0.1;0.9;0.25
6;65;1;8000;additive;logistic;0.05;0.25;0.1;0.1;0.25
64;650;1;8000;additive;logistic;0.0;0.0;0.1;0.9;0.25
65;651;1;8000;additive;logistic;0.0;0.05;0.1;0.9;0.25
65;652;1;8000;additive;logistic;0.0;0.05;0.1;0.9;0.25
65;653;1;8000;additive;logistic;0.0;0.05;0.1;0.9;0.25
65;654;1;8000;additive;logistic;0.0;0.05;0.1;0.9;0.25
65;655;1;8000;additive;logistic;0.0;0.05;0.1;0.9;0.25
65;656;1;8000;additive;logistic;0.0;0.05;0.1;0.9;0.25
65;657;1;8000;additive;logistic;0.0;0.05;0.1;0.9;0.25
65;658;1;8000;additive;logistic;0.0;0.05;0.1;0.9;0.25
65;659;1;8000;additive;logistic;0.0;0.05;0.1;0.9;0.25
6;66;1;8000;additive;logistic;0.05;0.25;0.1;0.1;0.25
65;660;1;8000;additive;logistic;0.0;0.05;0.1;0.9;0.25
66;661;1;8000;additive;logistic;0.0;0.25;0.1;0.9;0.25
66;662;1;8000;additive;logistic;0.0;0.25;0.1;0.9;0.25
66;663;1;8000;additive;logistic;0.0;0.25;0.1;0.9;0.25
66;664;1;8000;additive;logistic;0.0;0.25;0.1;0.9;0.25
66;665;1;8000;additive;logistic;0.0;0.25;0.1;0.9;0.25
66;666;1;8000;additive;logistic;0.0;0.25;0.1;0.9;0.25
66;667;1;8000;additive;logistic;0.0;0.25;0.1;0.9;0.25
66;668;1;8000;additive;logistic;0.0;0.25;0.1;0.9;0.25
66;669;1;8000;additive;logistic;0.0;0.25;0.1;0.9;0.25
6;67;1;8000;additive;logistic;0.05;0.25;0.1;0.1;0.25
66;670;1;8000;additive;logistic;0.0;0.25;0.1;0.9;0.25
67;671;1;8000;additive;logistic;0.0;0.5;0.1;0.9;0.25
67;672;1;8000;additive;logistic;0.0;0.5;0.1;0.9;0.25
67;673;1;8000;additive;logistic;0.0;0.5;0.1;0.9;0.25
67;674;1;8000;additive;logistic;0.0;0.5;0.1;0.9;0.25
67;675;1;8000;additive;logistic;0.0;0.5;0.1;0.9;0.25
67;676;1;8000;additive;logistic;0.0;0.5;0.1;0.9;0.25
67;677;1;8000;additive;logistic;0.0;0.5;0.1;0.9;0.25
67;678;1;8000;additive;logistic;0.0;0.5;0.1;0.9;0.25
67;679;1;8000;additive;logistic;0.0;0.5;0.1;0.9;0.25
6;68;1;8000;additive;logistic;0.05;0.25;0.1;0.1;0.25
67;680;1;8000;additive;logistic;0.0;0.5;0.1;0.9;0.25
68;681;1;8000;additive;logistic;0.05;0.0;0.1;0.9;0.25
68;682;1;8000;additive;logistic;0.05;0.0;0.1;0.9;0.25
68;683;1;8000;additive;logistic;0.05;0.0;0.1;0.9;0.25
68;684;1;8000;additive;logistic;0.05;0.0;0.1;0.9;0.25
68;685;1;8000;additive;logistic;0.05;0.0;0.1;0.9;0.25
68;686;1;8000;additive;logistic;0.05;0.0;0.1;0.9;0.25
68;687;1;8000;additive;logistic;0.05;0.0;0.1;0.9;0.25
68;688;1;8000;additive;logistic;0.05;0.0;0.1;0.9;0.25
68;689;1;8000;additive;logistic;0.05;0.0;0.1;0.9;0.25
6;69;1;8000;additive;logistic;0.05;0.25;0.1;0.1;0.25
68;690;1;8000;additive;logistic;0.05;0.0;0.1;0.9;0.25
69;691;1;8000;additive;logistic;0.05;0.05;0.1;0.9;0.25
69;692;1;8000;additive;logistic;0.05;0.05;0.1;0.9;0.25
69;693;1;8000;additive;logistic;0.05;0.05;0.1;0.9;0.25
69;694;1;8000;additive;logistic;0.05;0.05;0.1;0.9;0.25
69;695;1;8000;additive;logistic;0.05;0.05;0.1;0.9;0.25
69;696;1;8000;additive;logistic;0.05;0.05;0.1;0.9;0.25
69;697;1;8000;additive;logistic;0.05;0.05;0.1;0.9;0.25
69;698;1;8000;additive;logistic;0.05;0.05;0.1;0.9;0.25
69;699;1;8000;additive;logistic;0.05;0.05;0.1;0.9;0.25
0;7;1;8000;additive;logistic;0.0;0.0;0.1;0.1;0.25
6;70;1;8000;additive;logistic;0.05;0.25;0.1;0.1;0.25
69;700;1;8000;additive;logistic;0.05;0.05;0.1;0.9;0.25
70;701;1;8000;additive;logistic;0.05;0.25;0.1;0.9;0.25
70;702;1;8000;additive;logistic;0.05;0.25;0.1;0.9;0.25
70;703;1;8000;additive;logistic;0.05;0.25;0.1;0.9;0.25
70;704;1;8000;additive;logistic;0.05;0.25;0.1;0.9;0.25
70;705;1;8000;additive;logistic;0.05;0.25;0.1;0.9;0.25
70;706;1;8000;additive;logistic;0.05;0.25;0.1;0.9;0.25
70;707;1;8000;additive;logistic;0.05;0.25;0.1;0.9;0.25
70;708;1;8000;additive;logistic;0.05;0.25;0.1;0.9;0.25
70;709;1;8000;additive;logistic;0.05;0.25;0.1;0.9;0.25
7;71;1;8000;additive;logistic;0.05;0.5;0.1;0.1;0.25
70;710;1;8000;additive;logistic;0.05;0.25;0.1;0.9;0.25
71;711;1;8000;additive;logistic;0.05;0.5;0.1;0.9;0.25
71;712;1;8000;additive;logistic;0.05;0.5;0.1;0.9;0.25
71;713;1;8000;additive;logistic;0.05;0.5;0.1;0.9;0.25
71;714;1;8000;additive;logistic;0.05;0.5;0.1;0.9;0.25
71;715;1;8000;additive;logistic;0.05;0.5;0.1;0.9;0.25
71;716;1;8000;additive;logistic;0.05;0.5;0.1;0.9;0.25
71;717;1;8000;additive;logistic;0.05;0.5;0.1;0.9;0.25
71;718;1;8000;additive;logistic;0.05;0.5;0.1;0.9;0.25
71;719;1;8000;additive;logistic;0.05;0.5;0.1;0.9;0.25
7;72;1;8000;additive;logistic;0.05;0.5;0.1;0.1;0.25
71;720;1;8000;additive;logistic;0.05;0.5;0.1;0.9;0.25
72;721;1;8000;additive;logistic;0.1;0.0;0.1;0.9;0.25
72;722;1;8000;additive;logistic;0.1;0.0;0.1;0.9;0.25
72;723;1;8000;additive;logistic;0.1;0.0;0.1;0.9;0.25
72;724;1;8000;additive;logistic;0.1;0.0;0.1;0.9;0.25
72;725;1;8000;additive;logistic;0.1;0.0;0.1;0.9;0.25
72;726;1;8000;additive;logistic;0.1;0.0;0.1;0.9;0.25
72;727;1;8000;additive;logistic;0.1;0.0;0.1;0.9;0.25
72;728;1;8000;additive;logistic;0.1;0.0;0.1;0.9;0.25
72;729;1;8000;additive;logistic;0.1;0.0;0.1;0.9;0.25
7;73;1;8000;additive;logistic;0.05;0.5;0.1;0.1;0.25
72;730;1;8000;additive;logistic;0.1;0.0;0.1;0.9;0.25
73;731;1;8000;additive;logistic;0.1;0.05;0.1;0.9;0.25
73;732;1;8000;additive;logistic;0.1;0.05;0.1;0.9;0.25
73;733;1;8000;additive;logistic;0.1;0.05;0.1;0.9;0.25
73;734;1;8000;additive;logistic;0.1;0.05;0.1;0.9;0.25
73;735;1;8000;additive;logistic;0.1;0.05;0.1;0.9;0.25
73;736;1;8000;additive;logistic;0.1;0.05;0.1;0.9;0.25
73;737;1;8000;additive;logistic;0.1;0.05;0.1;0.9;0.25
73;738;1;8000;additive;logistic;0.1;0.05;0.1;0.9;0.25
73;739;1;8000;additive;logistic;0.1;0.05;0.1;0.9;0.25
7;74;1;8000;additive;logistic;0.05;0.5;0.1;0.1;0.25
73;740;1;8000;additive;logistic;0.1;0.05;0.1;0.9;0.25
74;741;1;8000;additive;logistic;0.1;0.25;0.1;0.9;0.25
74;742;1;8000;additive;logistic;0.1;0.25;0.1;0.9;0.25
74;743;1;8000;additive;logistic;0.1;0.25;0.1;0.9;0.25
74;744;1;8000;additive;logistic;0.1;0.25;0.1;0.9;0.25
74;745;1;8000;additive;logistic;0.1;0.25;0.1;0.9;0.25
74;746;1;8000;additive;logistic;0.1;0.25;0.1;0.9;0.25
74;747;1;8000;additive;logistic;0.1;0.25;0.1;0.9;0.25
74;748;1;8000;additive;logistic;0.1;0.25;0.1;0.9;0.25
74;749;1;8000;additive;logistic;0.1;0.25;0.1;0.9;0.25
7;75;1;8000;additive;logistic;0.05;0.5;0.1;0.1;0.25
74;750;1;8000;additive;logistic;0.1;0.25;0.1;0.9;0.25
75;751;1;8000;additive;logistic;0.1;0.5;0.1;0.9;0.25
75;752;1;8000;additive;logistic;0.1;0.5;0.1;0.9;0.25
75;753;1;8000;additive;logistic;0.1;0.5;0.1;0.9;0.25
75;754;1;8000;additive;logistic;0.1;0.5;0.1;0.9;0.25
75;755;1;8000;additive;logistic;0.1;0.5;0.1;0.9;0.25
75;756;1;8000;additive;logistic;0.1;0.5;0.1;0.9;0.25
75;757;1;8000;additive;logistic;0.1;0.5;0.1;0.9;0.25
75;758;1;8000;additive;logistic;0.1;0.5;0.1;0.9;0.25
75;759;1;8000;additive;logistic;0.1;0.5;0.1;0.9;0.25
7;76;1;8000;additive;logistic;0.05;0.5;0.1;0.1;0.25
75;760;1;8000;additive;logistic;0.1;0.5;0.1;0.9;0.25
76;761;1;8000;additive;logistic;0.2;0.0;0.1;0.9;0.25
76;762;1;8000;additive;logistic;0.2;0.0;0.1;0.9;0.25
76;763;1;8000;additive;logistic;0.2;0.0;0.1;0.9;0.25
76;764;1;8000;additive;logistic;0.2;0.0;0.1;0.9;0.25
76;765;1;8000;additive;logistic;0.2;0.0;0.1;0.9;0.25
76;766;1;8000;additive;logistic;0.2;0.0;0.1;0.9;0.25
76;767;1;8000;additive;logistic;0.2;0.0;0.1;0.9;0.25
76;768;1;8000;additive;logistic;0.2;0.0;0.1;0.9;0.25
76;769;1;8000;additive;logistic;0.2;0.0;0.1;0.9;0.25
7;77;1;8000;additive;logistic;0.05;0.5;0.1;0.1;0.25
76;770;1;8000;additive;logistic;0.2;0.0;0.1;0.9;0.25
77;771;1;8000;additive;logistic;0.2;0.05;0.1;0.9;0.25
77;772;1;8000;additive;logistic;0.2;0.05;0.1;0.9;0.25
77;773;1;8000;additive;logistic;0.2;0.05;0.1;0.9;0.25
77;774;1;8000;additive;logistic;0.2;0.05;0.1;0.9;0.25
77;775;1;8000;additive;logistic;0.2;0.05;0.1;0.9;0.25
77;776;1;8000;additive;logistic;0.2;0.05;0.1;0.9;0.25
77;777;1;8000;additive;logistic;0.2;0.05;0.1;0.9;0.25
77;778;1;8000;additive;logistic;0.2;0.05;0.1;0.9;0.25
77;779;1;8000;additive;logistic;0.2;0.05;0.1;0.9;0.25
7;78;1;8000;additive;logistic;0.05;0.5;0.1;0.1;0.25
77;780;1;8000;additive;logistic;0.2;0.05;0.1;0.9;0.25
78;781;1;8000;additive;logistic;0.2;0.25;0.1;0.9;0.25
78;782;1;8000;additive;logistic;0.2;0.25;0.1;0.9;0.25
78;783;1;8000;additive;logistic;0.2;0.25;0.1;0.9;0.25
78;784;1;8000;additive;logistic;0.2;0.25;0.1;0.9;0.25
78;785;1;8000;additive;logistic;0.2;0.25;0.1;0.9;0.25
78;786;1;8000;additive;logistic;0.2;0.25;0.1;0.9;0.25
78;787;1;8000;additive;logistic;0.2;0.25;0.1;0.9;0.25
78;788;1;8000;additive;logistic;0.2;0.25;0.1;0.9;0.25
78;789;1;8000;additive;logistic;0.2;0.25;0.1;0.9;0.25
7;79;1;8000;additive;logistic;0.05;0.5;0.1;0.1;0.25
78;790;1;8000;additive;logistic;0.2;0.25;0.1;0.9;0.25
