iteration;replicate;time;population;g1;g2;g3;g4;mating;kid-father-cor;kid-mother-cor
1009;2;100.0;2309;0.02208748375920312;0.1169337375487224;0.42875703767864876;0.43222174101342575;0.8070931192718245;0.8131934415199915;0.8097494080335156
100;1;100.0;3232;0.1813118811881188;0.37345297029702973;0.27691831683168316;0.16831683168316833;0.7362597448412851;0.7616183121779997;0.7565575469508232
100;2;100.0;2862;0.15793151642208245;0.33088749126484973;0.3333333333333333;0.17784765897973445;0.7229232367571998;0.7440929794526241;0.739460669561036
1010;1;100.0;2072;0.03667953667953668;0.057432432432432436;0.41843629343629346;0.4874517374517375;0.8045220641666171;0.8048170822427247;0.8025075958044873
1010;2;100.0;2102;0.021408182683158895;0.08039961941008564;0.3824928639391056;0.5156993339676499;0.8105398559224158;0.8086460075367174;0.8076485190643867
1011;1;100.0;3406;0.012918379330593071;0.1001174398120963;0.3637698179682913;0.5231943628890193;0.8104576040791498;0.8063308789199379;0.8058732869385113
1011;2;100.0;2806;0.0060584461867426945;0.06486101211689238;0.40947968638631504;0.5196008553100498;0.8050851083573779;0.8088667344434644;0.8043794880356249
1012;1;100.0;2897;0.012081463583016915;0.08111839834311356;0.432861580945806;0.4739385571280635;0.805086954341336;0.8007248537778988;0.8000515091169208
1012;2;100.0;4488;0.016488413547237075;0.08957219251336898;0.37344028520499106;0.5204991087344029;0.8031616300555992;0.8030500574639361;0.8027842493452396
1013;1;100.0;2411;0.02986312733305682;0.11032766486934882;0.35752799668187474;0.5022812111157197;0.8068932311003457;0.8111248315362278;0.8102361928646515
1013;2;100.0;2934;0.02556237218813906;0.12985685071574643;0.4154737559645535;0.429107021131561;0.8144228601107892;0.8157874345447985;0.8149670216257087
1014;1;100.0;3439;0.012212852573422507;0.07647571968595522;0.40069787728990985;0.5106135504507124;0.8037595553525961;0.8046317985860464;0.801663783481833
1014;2;100.0;2447;0.021659174499387004;0.10747854515733551;0.3759705762157744;0.49489170412750305;0.8041538684780676;0.8080166366432734;0.8033462274350878
1015;1;100.0;3234;0.01855287569573284;0.11069882498453927;0.43692022263450836;0.43382807668521955;0.8094990174539598;0.8171033405989758;0.8153529714617898
1015;2;100.0;4478;0.017418490397498883;0.10540419830281375;0.3972755694506476;0.4799017418490398;0.8067807119747408;0.8071325193537299;0.8034300431974222
1016;1;100.0;2091;0.012434241989478718;0.11142993782879006;0.3663318986131038;0.5098039215686274;0.8138393870310693;0.8187969297937843;0.8155220890961172
1016;2;100.0;2199;0.027285129604365622;0.11959981809913597;0.3096862210095498;0.5434288312869486;0.8025403392083036;0.805051907840069;0.8003534328387869
1017;1;100.0;1879;0.03512506652474721;0.10164981373070782;0.417243214475785;0.44598190526875997;0.8058017761193743;0.8083052311659376;0.806061942950768
1017;2;100.0;2669;0.02098164106406894;0.09591607343574372;0.48782315473960286;0.39527913076058446;0.811093805737043;0.8151687649353749;0.8123224903827464
1018;1;100.0;2353;0.03994900127496812;0.11007224819379516;0.38291542711432214;0.4670633234169146;0.8048179974510113;0.8063040696792227;0.8061869826799358
1018;2;100.0;2195;0.02460136674259681;0.09931662870159454;0.4332574031890661;0.4428246013667426;0.8093670756622023;0.8117810948841223;0.808679512766613
1019;1;100.0;2610;0.02413793103448276;0.09578544061302682;0.4222222222222222;0.4578544061302682;0.8158857651993497;0.8058399558144161;0.8022905793986712
1019;2;100.0;2280;0.008333333333333333;0.10657894736842105;0.44166666666666665;0.44342105263157894;0.8119823970592986;0.8110499812641349;0.8099387925036418
101;1;100.0;2429;0.16220666941128037;0.3964594483326472;0.2881844380403458;0.15314944421572663;0.9575809832699559;0.8497467781732435;0.8491869692348333
101;2;100.0;3082;0.21317326411421156;0.24983776768332253;0.33419857235561323;0.20279039584685268;0.9567057646923457;0.8390727377593022;0.8385698207657174
1020;1;100.0;3982;0.011551983927674536;0.07383224510296334;0.40507282772476144;0.5095429432446007;0.8096441547849645;0.807905086824791;0.8056969870550641
1020;2;100.0;2631;0.04903078677309008;0.12770809578107184;0.3960471303686811;0.42721398707715696;0.8070514580865594;0.807891257022222;0.806193763936351
1021;1;100.0;1851;0.026472177201512695;0.08265802269043761;0.3987034035656402;0.4921663965424095;0.8087431084053915;0.8142826217730321;0.8117718156202942
1021;2;100.0;2443;0.02660663119115841;0.07941056078591895;0.44126074498567336;0.45272206303724927;0.8143254444958442;0.8145102933508737;0.8121954723888897
1022;1;100.0;3042;0.0190664036817883;0.09072978303747535;0.42735042735042733;0.462853385930309;0.8076019724935184;0.8106248636209012;0.8076325995007404
1022;2;100.0;2429;0.051461506792918894;0.15808974886784685;0.3758748456154796;0.4145738987237546;0.8070792679366268;0.8093332238528071;0.8051322831211123
1023;1;100.0;4284;0.02684407096171802;0.10270774976657329;0.44724556489262374;0.42320261437908496;0.8115864950527062;0.8131803912003299;0.8135666658098771
1023;2;100.0;3269;0.010400734169470786;0.06821657999388192;0.38207402875497093;0.5393086570816763;0.8068124698384816;0.8121565660508859;0.8108431107458538
1024;1;100.0;3001;0.0036654448517160947;0.07697434188603798;0.4255248250583139;0.493835388203932;0.8044939404938579;0.801369488502724;0.7997801516683121
1024;2;100.0;2666;0.012378094523630907;0.09902475618904726;0.3709677419354839;0.5176294073518379;0.8098213906002264;0.8159021499924742;0.813917459154192
1025;1;100.0;1926;0.03582554517133956;0.1277258566978193;0.3670820353063344;0.46936656282450673;0.8069837087570569;0.8033295129467299;0.8005568210159839
1025;2;100.0;3618;0.02542841348811498;0.15726920950801548;0.37175234936428964;0.4455500276395799;0.8104875882484072;0.8122747496540998;0.8096826294679618
1026;1;100.0;2435;0.02217659137577002;0.12525667351129363;0.4184804928131417;0.43408624229979464;0.8113788122166615;0.8188850073655868;0.8164375352437481
1026;2;100.0;2746;0.035324107793153675;0.13292061179898035;0.4286234522942462;0.4031318281136198;0.8093081959928545;0.8151699550552276;0.8120304385989741
1027;1;100.0;3637;0.0041242782513060215;0.07313720098982678;0.4237008523508386;0.4990376684080286;0.8222944492309331;0.8094049874996087;0.8070449441355217
1027;2;100.0;2628;0.01445966514459665;0.09360730593607305;0.5475646879756468;0.3443683409436834;0.8084727922560189;0.8118337133643505;0.8125755692493473
1028;1;100.0;2788;0.023314203730272598;0.07532281205164992;0.4013629842180775;0.5;0.8068588081124447;0.811336116005801;0.8090317314185239
1028;2;100.0;2111;0.013737565135007106;0.09379441023211749;0.3410705826622454;0.55139744197063;0.8110462948649914;0.8151917531807897;0.812641976108088
1029;1;100.0;2653;0.02148511119487373;0.1436110064078402;0.40784018092725216;0.4270637014700339;0.8066621876551316;0.809717585005295;0.8077037484057542
1029;2;100.0;4612;0.047051170858629664;0.16457068516912401;0.4202081526452732;0.3681699913269731;0.8038607725079615;0.8065112842718877;0.8040835597868642
102;1;100.0;3078;0.10753736192332683;0.1793372319688109;0.4012345679012346;0.31189083820662766;0.6553752571106598;0.7266403186891568;0.7190508898934745
102;2;100.0;3048;0.20439632545931757;0.3083989501312336;0.3316929133858268;0.15551181102362205;0.6526336197936033;0.7203003247757331;0.7170508860437259
1030;1;100.0;2749;0.028010185522008003;0.13241178610403784;0.48381229538013826;0.3557657329938159;0.8086289238217491;0.809611258531069;0.808772349095342
1030;2;100.0;3402;0.01969429747207525;0.0496766607877719;0.3921222810111699;0.538506760728983;0.8062709542004469;0.8105437095105834;0.8089488311373221
1031;1;100.0;2360;0.017796610169491526;0.13771186440677965;0.49957627118644066;0.34491525423728814;0.8084660945844026;0.8133693290961093;0.8108584873851741
1031;2;100.0;4221;0.01279317697228145;0.06680881307746979;0.3579720445392087;0.5624259654110401;0.8097773498137644;0.8124325163716811;0.8097655964851193
1032;1;100.0;2991;0.02774991641591441;0.10966232029421598;0.43296556335673686;0.4296221999331327;0.8094686907117309;0.8111083408089613;0.8088498398800229
1032;2;100.0;3147;0.0069907848744836356;0.056561804893549415;0.5367016205910391;0.3997457896409279;0.8017769563824001;0.8007220926847236;0.7997163092397968
1033;1;100.0;2615;0.03594646271510516;0.13346080305927344;0.3915869980879541;0.4390057361376673;0.8136666449283434;0.8093457675852168;0.8097607978696084
1033;2;100.0;2888;0.03912742382271468;0.13885041551246538;0.4549861495844875;0.3670360110803324;0.8066429598789442;0.8123617668356177;0.8120013508082885
1034;1;100.0;2506;0.01556264964086193;0.10933758978451716;0.49361532322426177;0.38148443735035914;0.8043208110487078;0.8105020870728603;0.808398753144384
1034;2;100.0;4083;0.01959343619887338;0.0641685035513103;0.39211364192995346;0.5241244183198629;0.7996004968736034;0.8027800329584177;0.801015187312195
1035;1;100.0;2427;0.008240626287597858;0.0815822002472188;0.4161516275236918;0.49402554594149156;0.8050847767766093;0.8107158566028272;0.8092106652170975
1035;2;100.0;2498;0.05044035228182546;0.12489991993594876;0.31585268214571655;0.5088070456365092;0.8052906293985261;0.8076774177016269;0.8059481192778429
1036;1;100.0;2867;0.05755144750610394;0.15416811998604812;0.32054412277642136;0.4677363097314266;0.8135348115310951;0.8193178235304198;0.8148023963910296
1036;2;100.0;2501;0.009996001599360257;0.06517393042782887;0.43542582966813276;0.4894042383046781;0.8038908823921237;0.8098672014942594;0.8029681258566828
1037;1;100.0;2761;0.05360376675117711;0.10720753350235422;0.3654473017022818;0.4737413980441869;0.8085001909108028;0.8113756921552089;0.8080225453622422
1037;2;100.0;3781;0.02565458873313938;0.14837344617825973;0.4678656440095213;0.3581063210790796;0.8082857876044621;0.8048839489518598;0.8019370427912058
1038;1;100.0;2122;0.022620169651272386;0.12723845428840716;0.43261074458058435;0.4175306314797361;0.8029126654695378;0.8118312485249944;0.8084195333904247
1038;2;100.0;3013;0.039163624294722865;0.15897776302688352;0.47228675738466647;0.3295718552937272;0.807379694381182;0.8145188739353906;0.8136326913764865
1039;1;100.0;3562;0.019932622122403144;0.12605277933745088;0.33015160022459294;0.523862998315553;0.8050092745395876;0.8082562998938139;0.806303509369977
1039;2;100.0;2426;0.011953833470733718;0.07584501236603462;0.341714756801319;0.5704863973619126;0.807443834188348;0.8129984853857514;0.8140336003791983
103;1;100.0;2387;0.2073732718894009;0.3322161709258483;0.3003770423125262;0.16003351487222456;0.4026213496486213;0.6283036281030099;0.6169346078597795
103;2;100.0;2645;0.15198487712665407;0.26200378071833647;0.3436672967863894;0.24234404536862003;0.3887397991903642;0.6159903983317858;0.6069459032296328
1040;1;100.0;2642;0.017789553368660106;0.1105223315669947;0.42657077971233914;0.44511733535200604;0.8077274307692661;0.8069885711224347;0.8021575843154396
1040;2;100.0;2630;0.05855513307984791;0.11749049429657794;0.39011406844106467;0.4338403041825095;0.811964267012129;0.8168018857370508;0.8161796852207196
1041;1;100.0;2404;0.025790349417637273;0.13477537437603992;0.43718801996672213;0.40224625623960064;0.8024523513354709;0.8082860763823985;0.8076694816376667
1041;2;100.0;2204;0.017695099818511795;0.09936479128856625;0.5204174228675136;0.3625226860254083;0.8111606667055015;0.8157814338564631;0.8142596954106547
1042;1;100.0;3492;0.02577319587628866;0.08734249713631156;0.41323024054982815;0.4736540664375716;0.8050821629471133;0.8086046551409364;0.8072916257777786
1042;2;100.0;1859;0.013448090371167294;0.14308768154922;0.5072619688004303;0.33620225927918235;0.8083018510017119;0.815233877532324;0.812920820819846
1043;1;100.0;2670;0.020599250936329586;0.12097378277153559;0.5397003745318352;0.3187265917602996;0.8058589790965445;0.8057843973508213;0.8056891535399833
1043;2;100.0;3459;0.030644694998554496;0.11332755131540907;0.39288811795316564;0.46313963573287076;0.8112509772991998;0.8087039237411104;0.8046901771314683
1044;1;100.0;2172;0.015193370165745856;0.08425414364640885;0.3641804788213628;0.5363720073664825;0.8168828023148185;0.812990641176104;0.8118069687051879
1044;2;100.0;2906;0.03303509979353063;0.12732278045423262;0.3575361321403992;0.4821059876118376;0.8043489184577259;0.8103938190317728;0.80567505235088
1045;1;100.0;2043;0.010768477728830151;0.1213901125795399;0.478218306412139;0.38962310327949096;0.8092091633522264;0.8072790247784553;0.8081742859090424
1045;2;100.0;2241;0.02186523873270861;0.14457831325301204;0.43418116912092813;0.39937527889335117;0.8107176013845574;0.8150462714401604;0.81073012389333
1046;1;100.0;2455;0.01384928716904277;0.12219959266802444;0.49979633401221996;0.36415478615071284;0.805442051104191;0.8071623102407683;0.8039916573496554
1046;2;100.0;1926;0.017133956386292833;0.0976116303219107;0.4454828660436137;0.43977154724818274;0.8108552956266062;0.8165314335653369;0.8142358678296663
1047;1;100.0;2891;0.004842615012106538;0.05672777585610515;0.41369768246281563;0.5247319266689727;0.8106274274845312;0.8076896417425057;0.8076536093030341
1047;2;100.0;2709;0.017718715393133997;0.11074197120708748;0.4278331487633813;0.44370616463639717;0.812345647816019;0.8109803718953001;0.8084207689571447
1048;1;100.0;2660;0.018421052631578946;0.09285714285714286;0.5;0.3887218045112782;0.8048434091476158;0.8057231158687094;0.8030310170292038
1048;2;100.0;2378;0.0407905803195963;0.0656013456686291;0.3662741799831791;0.5273338940285954;0.8121225334051078;0.8187410664270994;0.8158727089799164
1049;1;100.0;2524;0.009112519809825673;0.06061806656101426;0.3787638668779715;0.5515055467511886;0.8095613920925927;0.8190254982056223;0.8165692602200452
1049;2;100.0;2411;0.01783492326835338;0.05516383243467441;0.45956034840315224;0.46744089589382;0.808799711136296;0.7958239434496515;0.7923048984381492
104;1;100.0;2533;0.15041452822739834;0.25858665613896564;0.31267272009474933;0.2783260955388867;0.17571932580340377;0.526125861905316;0.5110522073400013
104;2;100.0;2761;0.08185440057950018;0.28250633828323074;0.3683448026077508;0.2672944585295183;0.16164684454464998;0.5247724248057571;0.47967368690625695
1050;1;100.0;2260;0.026106194690265486;0.09823008849557523;0.3911504424778761;0.48451327433628316;0.8124355172029605;0.8120548191373586;0.8107103353315586
1050;2;100.0;1842;0.030944625407166124;0.09283387622149837;0.4733984799131379;0.4028230184581976;0.8123892533044741;0.810308191476443;0.8071829110752055
1051;1;100.0;2810;0.0398576512455516;0.11814946619217082;0.3395017793594306;0.502491103202847;0.8058562045039248;0.8113430883121062;0.8104382108983456
1051;2;100.0;2155;0.022273781902552203;0.10208816705336426;0.3071925754060325;0.568445475638051;0.8074650323532341;0.8039665961077006;0.7998946554183065
1052;1;100.0;2880;0.014930555555555556;0.11597222222222223;0.4170138888888889;0.45208333333333334;0.8063192825933769;0.8107639958609945;0.8043471215967987
1052;2;100.0;5064;0.03238546603475513;0.1240126382306477;0.41824644549763035;0.4253554502369668;0.8082556006258605;0.8177210781531816;0.8120988043926897
1053;1;100.0;1923;0.02548101924076963;0.13312532501300053;0.4092563702548102;0.43213728549141966;0.8272918785541428;0.8256581538852593;0.8236471437012668
1053;2;100.0;2445;0.011860940695296524;0.08793456032719836;0.4429447852760736;0.4572597137014315;0.8076931761289594;0.808839768850908;0.8058940398647056
1054;1;100.0;3770;0.033156498673740056;0.123342175066313;0.3721485411140584;0.4713527851458886;0.8092097647065712;0.8126469256412981;0.8102551415527844
1054;2;100.0;2281;0.011398509425690487;0.05786935554581324;0.3849188952213941;0.5458132398071022;0.8051938167293581;0.8074849702744447;0.8095806944529985
1055;1;100.0;3311;0.03141045001510118;0.1253397765025672;0.41014799154334036;0.43310178193899124;0.807981693543116;0.8131306281852343;0.8126574068186007
1055;2;100.0;2476;0.02988691437802908;0.10137318255250403;0.34006462035541196;0.528675282714055;0.8069215352775637;0.8153368449343514;0.8126574185385564
1056;1;100.0;2848;0.014747191011235955;0.07162921348314606;0.39536516853932585;0.5182584269662921;0.8067500376703394;0.8066696413233436;0.8018727729584753
1056;2;100.0;2709;0.02694721299372462;0.06829088224437062;0.38205980066445183;0.5227021040974529;0.8115935275844738;0.815972889961781;0.8166895897556643
1057;1;100.0;3082;0.02855288773523686;0.09020116807268008;0.4471122647631408;0.43413367942894227;0.8057075488924914;0.8143633144028198;0.8114040048943312
1057;2;100.0;3542;0.023150762281197064;0.06041784302653868;0.4246188594014681;0.49181253529079616;0.807712813609325;0.7970118277780913;0.7931823891750945
1058;1;100.0;2408;0.010382059800664452;0.1175249169435216;0.44933554817275745;0.4227574750830565;0.7994107980304811;0.8030621381818198;0.7997033914118435
1058;2;100.0;2994;0.03239812959251837;0.13861055444221776;0.38443553774215095;0.4445557782231129;0.8081608403737637;0.811413705899723;0.8103483875991078
1059;1;100.0;4136;0.015715667311411993;0.11992263056092843;0.48138297872340424;0.3829787234042553;0.805331822813128;0.809422641468604;0.8069155077930259
1059;2;100.0;2566;0.040140296180826186;0.13211223694466095;0.36243180046765394;0.46531566640685895;0.8090435752185653;0.8058592133376122;0.8048591470894371
105;1;100.0;2532;0.21958925750394945;0.27488151658767773;0.2768562401263823;0.22867298578199052;0.020719660944314152;0.4606293767517908;0.42784362152877214
105;2;100.0;2947;0.16966406515100102;0.20766881574482524;0.342042755344418;0.2806243637597557;0.022855916650785298;0.4551384692819199;0.4280439590200542
1060;1;100.0;2671;0.013103706476974916;0.1033320853612879;0.4694870834893298;0.4140771246724073;0.8053661213430267;0.8124047692786487;0.8104952240221395
1060;2;100.0;3307;0.009978832778953735;0.10130027214998488;0.44844269730873904;0.44027819776232235;0.8045995506618;0.8044615299485351;0.804146669520454
1061;1;100.0;2798;0.021443888491779844;0.07433881343817011;0.4020729092208721;0.502144388849178;0.8058977105981957;0.804853998265992;0.8055488450764917
1061;2;100.0;3212;0.012764632627646327;0.08281444582814446;0.47571606475716066;0.42870485678704856;0.8042743632627861;0.8067244393273761;0.8035989627381512
1062;1;100.0;1959;0.015313935681470138;0.10617662072485962;0.3409903011740684;0.5375191424196019;0.8127388962154496;0.8226525558023879;0.823250818091585
1062;2;100.0;3702;0.030253916801728797;0.08698001080497028;0.428957320367369;0.4538087520259319;0.806148128882795;0.8082366069668054;0.8073546799810409
1063;1;100.0;2717;0.02944423997055576;0.14906146485093855;0.5899889584100111;0.23150533676849466;0.8124901548764094;0.8142674787536998;0.8115064003944775
1063;2;100.0;1905;0.013648293963254593;0.08031496062992126;0.45931758530183725;0.44671916010498686;0.8103461393208089;0.8176634354429019;0.8159427237804023
1064;1;100.0;2916;0.03326474622770919;0.12928669410150892;0.38477366255144035;0.45267489711934156;0.8171118670827652;0.8199575942233911;0.8201199917499117
1064;2;100.0;2441;0.03277345350266284;0.1700122900450635;0.47726341663252764;0.319950839819746;0.812333199253284;0.8103235353706145;0.8069433189078874
1065;1;100.0;3224;0.015818858560794045;0.07133995037220843;0.4010545905707196;0.5117866004962779;0.8050802059573403;0.8097082303681763;0.8091734254228549
1065;2;100.0;2682;0.04064131245339299;0.0947054436987323;0.418717375093214;0.4459358687546607;0.8006513568701293;0.8030040608582106;0.8016956455838564
1066;1;100.0;2694;0.013734224201930215;0.151818856718634;0.4209354120267261;0.4135115070527097;0.8037523854913609;0.8066606264486553;0.8052742065252503
1066;2;100.0;2188;0.02330895795246801;0.1156307129798903;0.3944241316270567;0.466636197440585;0.8094576865792896;0.8194671059259158;0.8185533718267196
1067;1;100.0;2679;0.0253826054497947;0.06494960806270997;0.3818589025755879;0.5278088839119074;0.807351671040023;0.80771459105667;0.8073572235205253
1067;2;100.0;2491;0.04014452027298274;0.1521477318346046;0.36451224407868327;0.4431955038137294;0.8124515453673206;0.8098569044560591;0.808860617500645
1068;1;100.0;2703;0.003329633740288568;0.06881243063263041;0.4117647058823529;0.516093229744728;0.8082183030915038;0.8068485287340112;0.8056518433740857
1068;2;100.0;1866;0.023579849946409433;0.07181136120042872;0.387459807073955;0.5171489817792069;0.813797366366933;0.8181202912815293;0.8167247484332143
1069;1;100.0;2115;0.014657210401891253;0.08983451536643026;0.4444444444444444;0.451063829787234;0.8074675512510852;0.8132731078304327;0.8106285083470632
1069;2;100.0;2986;0.027796383121232417;0.07803081044876088;0.3737441393168118;0.5204286671131949;0.8061004411832356;0.8110111066509104;0.8100233050966686
106;1;100.0;2778;0.17134629229661627;0.3182145428365731;0.29229661627069836;0.21814254859611232;0.20605964949441002;0.5461030640820084;0.5180929776580131
106;2;100.0;2920;0.17089041095890412;0.2191780821917808;0.3133561643835616;0.2965753424657534;0.21310728346816124;0.5387058287571673;0.522394268164192
1070;1;100.0;2356;0.017826825127334467;0.0933786078098472;0.37563667232597625;0.5131578947368421;0.8111854109221339;0.8022505180924131;0.8028059265406968
1070;2;100.0;2777;0.03997119193374145;0.17464890169247388;0.5019805545552755;0.28339935181850917;0.8137587152856863;0.8193339005236356;0.817824556185588
1071;1;100.0;4642;0.02046531667384748;0.1049116760017234;0.447005601034037;0.4276174062903921;0.8129780562569121;0.8021485062297934;0.8013943060479328
1071;2;100.0;4047;0.011613540894489745;0.07981220657276995;0.3412404250061774;0.5673338275265629;0.811434499389382;0.8151252309657377;0.8157317169479872
1072;1;100.0;2201;0.02862335302135393;0.11585642889595639;0.38437074057246706;0.4711494775102226;0.8041068752949276;0.804039044099754;0.800518438833691
1072;2;100.0;2853;0.023133543638275498;0.10900806168944971;0.5408342096039257;0.3270241850683491;0.8054269671009416;0.8030530749745404;0.7998953342986035
1073;1;100.0;2069;0.02126631222812953;0.11599806669888835;0.44224262928951186;0.42049299178347027;0.8153535906632261;0.8169889686217983;0.8138521654406737
1073;2;100.0;1824;0.030153508771929825;0.10087719298245613;0.4375;0.43146929824561403;0.8059464164727972;0.810000864901179;0.8078538942900467
1074;1;100.0;2721;0.03123851525174568;0.13597941933112825;0.4645350973906652;0.36824696802646084;0.8066459037549486;0.8060656984498575;0.8064021819395807
1074;2;100.0;2911;0.032634833390587425;0.08759876331157677;0.3404328409481278;0.539333562349708;0.8051074588888861;0.8010985735891769;0.7996052352311046
1075;1;100.0;1852;0.012419006479481642;0.13390928725701945;0.46166306695464365;0.39200863930885527;0.8071604504432884;0.8098621339290961;0.8051564057948976
1075;2;100.0;4881;0.020077852898996107;0.09137471829543127;0.4445810284777709;0.44396640032780166;0.8028610428049404;0.8067169021155773;0.8064710679279514
1076;1;100.0;2245;0.023162583518930958;0.11180400890868597;0.34075723830734966;0.5242761692650334;0.8065725223235903;0.8059930931853817;0.8032509710539506
1076;2;100.0;2595;0.034296724470134876;0.15298651252408477;0.44007707129094414;0.37263969171483624;0.8132479149099678;0.8177502705075657;0.8163365315796207
1077;1;100.0;2499;0.01920768307322929;0.08163265306122448;0.368547418967587;0.5306122448979592;0.8105715625288888;0.8068066190269988;0.8034075651630751
1077;2;100.0;2815;0.01349911190053286;0.0994671403197158;0.44120781527531083;0.44582593250444047;0.8030860123984823;0.7907254718722773;0.7897437767829302
1078;1;100.0;4818;0.031133250311332503;0.10294728102947281;0.42631797426317974;0.4396014943960149;0.8067150304167674;0.8111151083712811;0.8092629703754699
1078;2;100.0;3244;0.02311960542540074;0.11498150431565968;0.43033292231812575;0.4315659679408138;0.8083596243034669;0.8131638698681347;0.8109882971216072
1079;1;100.0;2127;0.04372355430183357;0.07757404795486601;0.3935119887165021;0.48519040902679833;0.8140437545051413;0.8109247552286875;0.8074304293569156
1079;2;100.0;3519;0.013071895424836602;0.0988917306052856;0.40494458653026427;0.4830917874396135;0.8128291237804913;0.8180082870117062;0.8163038867106435
107;1;100.0;2941;0.16082964977898673;0.33117987079224753;0.34648078884733086;0.16150969058143488;0.4468626317228125;0.6461872341264537;0.6368485779898841
107;2;100.0;2990;0.08494983277591973;0.3083612040133779;0.36722408026755854;0.2394648829431438;0.4376539022315166;0.643019901639739;0.626775130056182
1080;1;100.0;3288;0.02645985401459854;0.11131386861313869;0.4349148418491484;0.42731143552311435;0.8163154119949415;0.8145836363139015;0.8093136646751785
1080;2;100.0;2247;0.01913662661326213;0.09034267912772585;0.4192256341789052;0.4712950600801068;0.8061509962674107;0.8123867206575798;0.8118507192788501
1081;1;100.0;3387;0.011219368172423975;0.06997342781222321;0.39946855624446415;0.5193386477708887;0.8127382819182264;0.8170426829787444;0.8161342021409553
1081;2;100.0;4103;0.029490616621983913;0.14672191079697783;0.3426760906653668;0.48111138191567143;0.809343828330464;0.8131929249054912;0.8119901819811673
1082;1;100.0;5056;0.018393987341772153;0.07357594936708861;0.39200949367088606;0.5160205696202531;0.8073744153646711;0.8019647436419742;0.7993273102384775
1082;2;100.0;2250;0.01911111111111111;0.108;0.35777777777777775;0.5151111111111111;0.8053403181170588;0.805205508240118;0.8060221881574695
1083;1;100.0;2628;0.05136986301369863;0.1263318112633181;0.4653729071537291;0.3569254185692542;0.8095412054824103;0.8151009340524208;0.8130794862188725
1083;2;100.0;2113;0.02602934216753431;0.12920018930430668;0.4391859914813062;0.4055844770468528;0.8014929673275281;0.7985487720855047;0.7954459275301206
1084;1;100.0;4203;0.027837259100642397;0.11420413990007137;0.41517963359505117;0.44277896740423506;0.8041361505172016;0.8089213982446477;0.8067176386753309
1084;2;100.0;2069;0.01401643305944901;0.04011599806669889;0.41904301594973414;0.5268245529241179;0.8059578658847045;0.8070269360245482;0.8056614191290725
1085;1;100.0;3333;0.022502250225022502;0.09780978097809781;0.45004500450045004;0.4296429642964296;0.8100780932419807;0.8154430657416519;0.8117275043996364
