iteration;replicate;time;last_generation;population;bmi_category_prop;am_bmi;am_pgs;genetic_variance;vertical_trans_variance;average_bmi;sd_bmi
10027;1;1979.0;51.0;14626;[0.03610009571995077, 0.4144673868453439, 0.41562970053329684, 0.13380281690140844];0.0;0.0;0.17897711620712242;0.0;25.557256865386385;4.001765966578421
10028;1;2007.0;51.0;14999;[0.019401293419561302, 0.3035535702380159, 0.4628975265017668, 0.21414760984065603];0.0;0.0;0.32176987419462644;0.0;26.850504759811283;3.981624646252377
10029;1;1979.0;51.0;14682;[0.034600190709712576, 0.3841438496117695, 0.432229941424874, 0.14902601825364392];0.0;0.0;0.17856818174144806;0.0;25.82273342442424;4.012136725409323
1003;1;1960.0;51.0;14740;[0.021370420624151967, 0.3156716417910448, 0.46099050203527814, 0.2019674355495251];0.0;0.0;0.4838577058089861;0.0;26.68801735229059;3.990156691275399
10030;1;1942.0;51.0;15035;[0.009577652144995012, 0.22434319920186233, 0.45819753907549055, 0.30788160957765215];0.0;0.0;0.33114501056016316;0.0;27.969440838033734;4.048748747409977
10031;1;2019.0;52.0;14485;[0.030376251294442526, 0.3656196064894719, 0.4454263030721436, 0.158577839143942];0.0;0.0;0.17153232616472122;0.0;26.036913694236524;3.9879503658131585
10032;1;1983.0;51.0;14688;[0.024986383442265794, 0.32849945533769065, 0.4562908496732026, 0.19022331154684097];0.0;0.0;0.17995260757396228;0.0;26.499052285892507;4.000829750402958
10033;1;1996.0;51.0;14548;[0.06853175694253506, 0.4888644487214737, 0.3597058014847402, 0.08289799285125103];0.0;0.0;0.20946729256600757;0.0;24.432486982620784;3.991650717655393
10034;1;2016.0;51.0;14876;[0.062113471363269696, 0.46222102715783814, 0.3710674912610917, 0.10459801021780048];0.0;0.0;0.23281507155881273;0.0;24.786987221020556;4.105804185325663
10035;1;2010.0;51.0;14073;[0.06594187451147587, 0.48994528529808856, 0.365664748099197, 0.07844809209123854];0.0;0.0;0.05254618211510728;0.0;24.420262280361868;3.96495042008829
10036;1;2003.0;51.0;14455;[0.028087167070217918, 0.35648564510549985, 0.4385333794534763, 0.17689380837080595];0.0;0.0;0.2087399423315867;0.0;26.217298082222705;4.046137867836505
10037;1;1945.0;51.0;14723;[0.06146845072335801, 0.46478299259661754, 0.38090063166474225, 0.09284792501528222];0.0;0.0;0.05162031618995745;0.0;24.706793616778018;4.031733102704286
10038;1;1996.0;51.0;14717;[0.015084596045389686, 0.2744445199429231, 0.4613712033702521, 0.24909968064143506];0.0;0.0;0.21093544709415013;0.0;27.256506238701043;4.046523016671183
10039;1;2058.0;51.0;14299;[0.0666480173438702, 0.4811525281488216, 0.36981607105391984, 0.08238338345338835];0.0;0.0;0.05259934601550936;0.0;24.50031503902932;3.9762509546149514
1004;1;1975.0;51.0;14841;[0.03362307122161579, 0.3701906879590324, 0.43325921433865644, 0.16292702648069537];0.0;0.0;0.366887660765598;0.0;25.984627530964797;4.0461041137079246
10040;1;2045.0;51.0;14833;[0.05427088249174139, 0.4539877300613497, 0.38751432616463294, 0.104227061282276];0.0;0.0;0.050893099095980276;0.0;24.91604036166101;4.052441020512638
10041;1;1935.0;51.0;14996;[0.0029341157642037877, 0.10002667377967459, 0.34975993598292876, 0.5472792744731928];0.0;0.0;0.5103056669485643;0.0;30.399523482602422;4.225062899978674
10042;1;1951.0;51.0;14537;[0.006122308591869024, 0.1685354612368439, 0.4121207952122171, 0.41322143495906993];0.0;0.0;0.4947713628035996;0.0;29.000308634846082;4.218574724649023
10043;1;1982.0;51.0;14993;[0.010604948976188888, 0.22830654305342493, 0.462949376375642, 0.2981391315947442];0.0;0.0;0.3508473729184821;0.0;27.861961395851576;4.064929315710866
10044;1;1997.0;51.0;14909;[0.00932322758065598, 0.15708632369709571, 0.3856730833724596, 0.4479173653497887];0.0;0.0;0.5635596145914181;0.0;29.280909897764406;4.418874459075925
10045;1;1970.0;51.0;14520;[0.03264462809917355, 0.3408402203856749, 0.43471074380165287, 0.19180440771349863];0.0;0.0;0.3669042530982908;0.0;26.312775383708583;4.202718002961008
10046;1;1993.0;51.0;14444;[0.028939351980060923, 0.3093325948490723, 0.4355441705898643, 0.2261838825810025];0.0;0.0;0.5179794974753629;0.0;26.76987284687163;4.3067160432455465
10047;1;1988.0;51.0;14719;[0.01623751613560704, 0.2693797132957402, 0.465928391874448, 0.24845437869420478];0.0;0.0;0.30855909775115825;0.0;27.251305841872192;3.9935011008638996
10048;1;2014.0;51.0;14926;[0.04240921881280986, 0.396422350261289, 0.41759346107463485, 0.14357496985126625];0.0;0.0;0.32621157911870874;0.0;25.61470694720179;4.1122437290272655
10049;1;2011.0;51.0;14460;[0.06936376210235132, 0.47918395573997236, 0.362448132780083, 0.08900414937759336];0.0;0.0;0.04723324649393294;0.0;24.51861877282114;4.06636573525493
1005;1;2011.0;51.0;14691;[0.027227554284936357, 0.35137158804710367, 0.4378190729017766, 0.18358178476618336];0.0;0.0;0.4847458982046134;0.0;26.29574979043147;4.07548028273584
10050;1;2006.0;51.0;14992;[0.06523479188900747, 0.47545357524012805, 0.37273212379935966, 0.0865795090715048];0.0;0.0;0.046976570963618715;0.0;24.560004464405285;4.018077757867192
10051;1;2009.0;51.0;14618;[0.06526200574634013, 0.48700232589957587, 0.3642769188671501, 0.08345874948693392];0.0;0.0;0.09109018150819634;0.0;24.500521782772545;3.934843832556435
10052;1;2012.0;51.0;14638;[0.06804208225167373, 0.487361661429157, 0.3635742587785217, 0.08102199754064764];0.0;0.0;0.048075343615622976;0.0;24.45487559554608;3.9775308523270545
10053;1;2014.0;51.0;14612;[0.06672597864768683, 0.4762523952915412, 0.3741445387352861, 0.0828770873254859];0.0;0.0;0.0863722017465234;0.0;24.525873451769996;3.999044110355598
10054;1;2036.0;51.0;14473;[0.06453395978718994, 0.48317556829959235, 0.3696538381814413, 0.0826366337317764];0.0;0.0;0.04636628982352251;0.0;24.5079571791092;3.9687952088829586
10055;1;1972.0;51.0;14453;[0.06074863350169515, 0.4749878917871722, 0.3774994810765931, 0.08676399363453954];0.0;0.0;0.0845988068282018;0.0;24.62205139242907;3.970359037416239
10056;1;1999.0;51.0;14606;[0.0645625085581268, 0.4780227303847734, 0.371148842941257, 0.0862659181158428];0.0;0.0;0.0851870130771953;0.0;24.5694721989278;3.9975065673567514
10057;1;1999.0;51.0;15003;[0.021129107511830968, 0.32220222622142236, 0.45144304472438845, 0.20522562154235818];0.0;0.0;0.29035462553916574;0.0;26.659506043693025;4.015761371376765
10058;1;2053.0;51.0;14393;[0.009449037726672688, 0.23087612033627458, 0.4527895504759258, 0.3068852914611269];0.0;0.0;0.3228200210265263;0.0;27.881463474396657;4.041212317818618
10059;1;2034.0;51.0;14969;[0.013160531765649007, 0.2615405170686085, 0.4718418063998931, 0.2534571447658494];0.0;0.0;0.3479658828409374;0.0;27.3805076583061;3.9958364805450906
1006;1;2043.0;51.0;14593;[0.027136298225176454, 0.3312547111628863, 0.4408277941478791, 0.20078119646405812];0.0;0.0;0.42639558940872135;0.0;26.508841735445635;4.1782135127875035
10060;1;2008.0;51.0;15009;[0.02991538410287161, 0.3646478779399027, 0.43254047571457127, 0.17289626224265442];0.0;0.0;0.30229541514095515;0.0;26.120637947299002;4.062530041171899
10061;1;1986.0;51.0;14330;[0.022191207257501743, 0.3140963014654571, 0.46043265875785067, 0.20327983251919052];0.0;0.0;0.3450354907011397;0.0;26.688972794860845;4.0159635434060785
10062;1;1979.0;51.0;14609;[0.010130741323841468, 0.22739407214730645, 0.466972414265179, 0.29550277226367305];0.0;0.0;0.33069436427376986;0.0;27.83298650099593;3.9970276539857292
10063;1;2023.0;51.0;14437;[0.014061093024866663, 0.24056244372099467, 0.4473228510078271, 0.29805361224631155];0.0;0.0;0.3597206237701993;0.0;27.751120770133944;4.203189835006946
10064;1;1980.0;51.0;15056;[0.0096971307120085, 0.2087539851222104, 0.45031880977683314, 0.3312300743889479];0.0;0.0;0.36274254610605305;0.0;28.168519011079503;4.094738368659052
10065;1;2026.0;51.0;14977;[0.053281698604526945, 0.4660479401749349, 0.3857247779929225, 0.09494558322761568];0.0;0.0;0.17424671606962536;0.0;24.81706281843757;3.9352697334426776
10066;1;1971.0;51.0;14740;[0.04151967435549525, 0.4151289009497965, 0.414246947082768, 0.1291044776119403];0.0;0.0;0.18539024088199835;0.0;25.420027423338418;3.9929038606804594
10067;1;1992.0;51.0;14726;[0.0372130924894744, 0.3942007333967133, 0.42767893521662365, 0.14090723889718865];0.0;0.0;0.45133908035417636;0.0;25.692237288372723;4.016236198709473
10068;1;1963.0;51.0;14901;[0.036172068988658476, 0.3866183477618952, 0.4353399100731494, 0.1418696731762969];0.0;0.0;0.16502675434172628;0.0;25.74286683679871;3.9904443158623244
10069;1;1997.0;51.0;14616;[0.016762452107279693, 0.28304597701149425, 0.4620279146141215, 0.23816365626710453];0.0;0.0;0.4426436064366955;0.0;27.102080821195973;4.015175717684985
1007;1;2003.0;51.0;15088;[0.003181336161187699, 0.12261399787910923, 0.3834172852598091, 0.49078738069989397];0.0;0.0;0.4960300653281526;0.0;29.849256826086656;4.173371581798729
10070;1;1956.0;51.0;14938;[0.024902932119426964, 0.35292542509037356, 0.4491899852724595, 0.17298165751774];0.0;0.0;0.1661705403327347;0.0;26.242344074910786;3.98594559834439
10071;1;2076.0;52.0;14913;[0.01374639576208677, 0.2385167303694763, 0.4481325018440287, 0.29960437202440826];0.0;0.0;0.4940280132759669;0.0;27.780753623911398;4.201720861119229
10072;1;2036.0;51.0;14902;[0.004361830626761509, 0.13072070862971413, 0.4043752516440746, 0.46054220909944976];0.0;0.0;0.48099666287114967;0.0;29.57428981562703;4.1445690937780695
10073;1;1957.0;51.0;14466;[0.0016590626296142678, 0.07604037052398728, 0.3303608461219411, 0.5919397207244573];0.0;0.0;0.44805312923241664;0.0;30.865362061748737;4.096378220238026
10074;1;1942.0;51.0;14592;[8.908991228070175E-4, 0.05084978070175439, 0.2813185307017544, 0.6669407894736842];0.0;0.0;0.4328176486789628;0.0;31.72903458161622;4.128543788999144
10075;1;1940.0;51.0;14758;[0.010638297872340425, 0.2564710665401816, 0.4586664859737092, 0.2742241496137688];0.0;0.0;0.21399228839056494;0.0;27.529224841625584;4.047044163824125
10076;1;1994.0;51.0;14364;[0.018379281537176273, 0.27429685324422165, 0.43859649122807015, 0.26872737399053187];0.0;0.0;0.4524353650178254;0.0;27.31279409053229;4.205207171656263
10077;1;1988.0;51.0;14574;[0.04562920268972142, 0.41278989982160014, 0.4148483600933169, 0.1267325373953616];0.0;0.0;0.21285087773934988;0.0;25.404936599641523;4.037196264122555
10078;1;1972.0;51.0;14685;[0.0075587334014300305, 0.17044603336738168, 0.4096697310180456, 0.4123255022131427];0.0;0.0;0.5022303245910564;0.0;28.971415344934023;4.283053609016372
10079;1;1932.0;51.0;15091;[0.01371678483864555, 0.25690809091511496, 0.46140083493472933, 0.2679742893115102];0.0;0.0;0.22088450512509772;0.0;27.461764859608497;4.038714835354284
1008;1;2007.0;51.0;14275;[0.020385288966725045, 0.27677758318739054, 0.4395096322241681, 0.2633274956217163];0.0;0.0;0.5404451991359256;0.0;27.292351870336187;4.26801682307721
10080;1;1980.0;51.0;14638;[0.040920890832080885, 0.4048367263287334, 0.4171334881814456, 0.13710889465774012];0.0;0.0;0.24186275268465224;0.0;25.576775147919736;4.065720837178717
10081;1;1943.0;51.0;14669;[0.013770536505555934, 0.2557774899447815, 0.46949348967209764, 0.26095848387756493];0.0;0.0;0.24538498276498374;0.0;27.430801523382254;3.9951072984217664
10082;1;1971.0;51.0;14504;[0.013375620518477661, 0.24675951461665746, 0.46938775510204084, 0.2704771097628241];0.0;0.0;0.25467793953468365;0.0;27.57125978057475;4.06711019627907
10083;1;1966.0;51.0;14531;[0.02621980593214507, 0.363911637189457, 0.4463560663409263, 0.1635124905374716];0.0;0.0;0.15253446802689619;0.0;26.126463860365366;3.975763990633504
10084;1;1994.0;51.0;14319;[0.036455059710873663, 0.39248550876457855, 0.4232837488651442, 0.14777568265940358];0.0;0.0;0.2594870704067732;0.0;25.74254328078516;4.041663229530335
10085;1;1983.0;51.0;14468;[0.05481061653303843, 0.4490599944705557, 0.3936964335084324, 0.10243295548797346];0.0;0.0;0.15853402932653035;0.0;24.909430357306576;4.020602748722703
10086;1;2017.0;51.0;14296;[0.06078623391158366, 0.437465025181869, 0.38864017907106885, 0.11310856183547846];0.0;0.0;0.254322140336817;0.0;24.983559447962765;4.142807819253929
10087;1;2009.0;51.0;14415;[0.026569545612209505, 0.35907041276448143, 0.44183142559833505, 0.172528616024974];0.0;0.0;0.15893791295241336;0.0;26.19778574585939;4.003902393243235
10088;1;2006.0;51.0;14384;[0.06076195773081201, 0.4435483870967742, 0.39050333704115686, 0.10518631813125695];0.0;0.0;0.16324647859616392;0.0;24.921874667322736;4.084382347308563
10089;1;1993.0;51.0;14646;[0.02922299603987437, 0.3529291274068005, 0.43165369384132185, 0.18619418271200328];0.0;0.0;0.5037222178025383;0.0;26.29050963527877;4.147550776531562
1009;1;1982.0;51.0;14765;[0.017338300033863868, 0.2929901794784964, 0.4608195055875381, 0.2288520149001016];0.0;0.0;0.2462461204991275;0.0;27.0131547268021;4.034818584179936
10090;1;2005.0;51.0;14582;[0.027636812508572212, 0.3509806610890139, 0.4408860238650391, 0.18049650253737484];0.0;0.0;0.519717889456999;0.0;26.272817714974483;4.087440383147485
10091;1;2000.0;51.0;14316;[0.03799944118468846, 0.3858619726180497, 0.42679519418832074, 0.14934339200894103];0.0;0.0;0.41969496713163296;0.0;25.757441714403893;4.057593977949195
10092;1;1995.0;51.0;14949;[0.006890092982808215, 0.19981269650143824, 0.4552143956117466, 0.33808281490400693];0.0;0.0;0.47954463968138444;0.0;28.32482071444292;4.027821618062314
10093;1;1967.0;51.0;14952;[0.01765650080256822, 0.2845773140716961, 0.46669341894060995, 0.23107276618512573];0.0;0.0;0.4071815170656109;0.0;27.066106646584263;4.037759470047236
10094;1;1982.0;51.0;14516;[0.006613392119041058, 0.17470377514466795, 0.4344171948195095, 0.3842656379167815];0.0;0.0;0.5126735261043424;0.0;28.77980043846891;4.153458332781548
10095;1;1992.0;51.0;14930;[0.03114534494306765, 0.3726054922973878, 0.4377762893503014, 0.15847287340924313];0.0;0.0;0.4096371181979818;0.0;25.98246669299724;4.017513052036023
10096;1;2024.0;51.0;14808;[0.007901134521880064, 0.1971231766612642, 0.4505672609400324, 0.34440842787682335];0.0;0.0;0.41394844969889183;0.0;28.370638912639688;4.05942690721314
10097;1;1981.0;51.0;15057;[0.03905160390516039, 0.401673640167364, 0.4200703991498971, 0.13920435677757853];0.0;0.0;0.10489459632011432;0.0;25.609131767614393;4.023747660041516
10098;1;1969.0;52.0;14636;[0.03265919650177644, 0.37681060399016125, 0.4401475813063679, 0.15038261820169446];0.0;0.0;0.10468966459664651;0.0;25.890935130027938;3.957281997028482
10099;1;2000.0;52.0;15077;[0.010479538369702196, 0.23751409431584533, 0.456191550043112, 0.29581481727134046];0.0;0.0;0.26939718510381094;0.0;27.776115709690345;4.040294997579328
101;1;1941.0;51.0;15025;[0.004525790349417637, 0.14183028286189683, 0.4177703826955075, 0.435873544093178];0.0;0.0;0.32948362087504374;0.0;29.27343791325949;4.0495463640416425
1010;1;1993.0;51.0;14377;[0.019127773527161437, 0.29491549001878, 0.4637963413785908, 0.22216039507546775];0.0;0.0;0.25078364764103034;0.0;26.91369010176352;4.026661642096311
10100;1;2005.0;51.0;14865;[0.04177598385469223, 0.41009081735620584, 0.41870164816683486, 0.12943155062226708];0.0;0.0;0.10656789837187537;0.0;25.459092876103465;4.008208986252469
10101;1;2014.0;51.0;14872;[0.011834319526627219, 0.25316030123722433, 0.46355567509413664, 0.27144970414201186];0.0;0.0;0.2799106297331719;0.0;27.51731646079051;4.0080266418088675
10102;1;1958.0;51.0;14568;[0.03898956617243273, 0.3969659527732015, 0.4338962108731466, 0.1301482701812191];0.0;0.0;0.1095911038048786;0.0;25.608405451731414;3.966894433882018
10103;1;1962.0;51.0;14721;[0.007268527953264044, 0.21044765980571972, 0.465865090686774, 0.3164187215542422];0.0;0.0;0.2754286156210458;0.0;28.102208980367852;3.983036894251047
10104;1;1963.0;51.0;15083;[0.009480872505469733, 0.2132201816614732, 0.46084996353510577, 0.3164489822979513];0.0;0.0;0.2973900136436157;0.0;28.088932500667994;4.010421359878146
10105;1;1994.0;51.0;14358;[0.008357709987463435, 0.18749129405209639, 0.43745647026048196, 0.3666945256999582];0.0;0.0;0.4220019100192947;0.0;28.592402621370763;4.2139987909349585
10106;1;1979.0;51.0;15010;[0.031379080612924715, 0.3788141239173884, 0.4351765489673551, 0.1546302465023318];0.0;0.0;0.3528419268682434;0.0;25.90242225309935;4.009385355621969
10107;1;2022.0;51.0;14443;[0.061483071384061484, 0.4886796371944887, 0.3704908952433705, 0.07934639617807934];0.0;0.0;0.021166593983236406;0.0;24.48361087987269;3.9509933076757653
10108;1;1968.0;51.0;14340;[0.00906555090655509, 0.2093444909344491, 0.44184100418410044, 0.3397489539748954];0.0;0.0;0.3947009778882178;0.0;28.289477206005653;4.198250798591109
10109;1;2024.0;51.0;14421;[0.06913528881492269, 0.48484848484848486, 0.36003051106025935, 0.08598571527633313];0.0;0.0;0.020363628391391768;0.0;24.467175813240686;4.053297930367926
1011;1;1996.0;51.0;14461;[0.0074683631837355645, 0.1880229583016389, 0.45072954844063345, 0.35377913007399214];0.0;0.0;0.3640656926592704;0.0;28.484367027450702;4.095738137682575
10110;1;1997.0;51.0;14866;[0.04419480694201534, 0.4165209202206377, 0.4130902731064173, 0.12619399973092965];0.0;0.0;0.35634802558805423;0.0;25.388923302347322;4.025126492824195
10111;1;1996.0;51.0;14689;[0.0690312478725577, 0.4857376267955613, 0.3599291987201307, 0.08530192661175029];0.0;0.0;0.020357715238599198;0.0;24.486758841213064;4.022982939500398
10112;1;1998.0;51.0;14435;[0.06518877727745064, 0.4730862487010738, 0.37596120540353306, 0.0857637686179425];0.0;0.0;0.02023696101022138;0.0;24.573311524304135;4.009490746430335
10113;1;1949.0;51.0;14601;[0.037874118211081435, 0.4080542428600781, 0.4192863502499829, 0.1347852886788576];0.0;0.0;0.13385128864472787;0.0;25.569087056826817;3.987518914884394
10114;1;1977.0;51.0;15036;[0.03371907422186752, 0.3807528598031391, 0.43482309124767227, 0.15070497472732108];0.0;0.0;0.1282285279254787;0.0;25.865245912297166;4.016286882236841
10115;1;2005.0;51.0;15012;[0.0010658140154543032, 0.04469757527311484, 0.2623900879296563, 0.6918465227817746];0.0;0.0;0.5057949108616578;0.0;31.96993080231591;4.0807204419161
10116;1;1958.0;51.0;15031;[0.03486128667420664, 0.3823431574745526, 0.4309759829685317, 0.15181957288270906];0.0;0.0;0.12887489614253214;0.0;25.851283164569256;4.017992812031111
10117;1;2038.0;51.0;14907;[2.683303146172939E-4, 0.03541960152948279, 0.22801368484604548, 0.7362983833098544];0.0;0.0;0.5080515691548444;0.0;32.58004292263146;4.139704658936284
10118;1;1982.0;51.0;15003;[0.032060254615743515, 0.37919082850096647, 0.4397120575884823, 0.1490368592948077];0.0;0.0;0.1346390180514978;0.0;25.901666024087938;3.977589672248707
10119;1;1954.0;51.0;14565;[0.001579128046687264, 0.0503261242705115, 0.2572605561277034, 0.6908341915550978];0.0;0.0;0.5293191659859233;0.0;32.05359308906341;4.3009816383421136
1012;1;1967.0;51.0;14904;[0.038580246913580245, 0.38164251207729466, 0.4274020397208803, 0.15237520128824478];0.0;0.0;0.2595762693691728;0.0;25.78864029390296;4.073097846375595
10120;1;1994.0;51.0;14826;[0.0011466342911102118, 0.03439902873330635, 0.2177930662349926, 0.7466612707405909];0.0;0.0;0.531999910295824;0.0;32.692267994476275;4.159980769243582
10121;1;2005.0;51.0;14356;[0.041097798829757594, 0.3916829200334355, 0.422680412371134, 0.1445388687656729];0.0;0.0;0.41209509921835813;0.0;25.648801395854186;4.135285984525271
10122;1;2001.0;51.0;15009;[0.035112265973749085, 0.3642481177959891, 0.42601106003064826, 0.17462855619961357];0.0;0.0;0.41377678005073065;0.0;26.106114681374507;4.178700523662107
10123;1;1976.0;51.0;14637;[0.05499760879961741, 0.4448315911730546, 0.3949579831932773, 0.10521281683405069];0.0;0.0;0.23776520186742503;0.0;24.978022717664174;4.02887431366905
10124;1;2028.0;51.0;14639;[0.03162784343192841, 0.3611585490812214, 0.43240658514925884, 0.17480702233759138];0.0;0.0;0.4072385686366597;0.0;26.128707600540302;4.124949987255289
10125;1;2020.0;51.0;14405;[0.04658104824713641, 0.42894828184658107, 0.40090246442207567, 0.12356820548420687];0.0;0.0;0.24300970839728156;0.0;25.290329550007822;4.045292269989613
10126;1;2029.0;51.0;14732;[0.027966331794732555, 0.33267716535433073, 0.4448140103176758, 0.19454249253326092];0.0;0.0;0.41851542724086027;0.0;26.459581153640993;4.127347950377967
10127;1;2027.0;52.0;14869;[0.063891317506221, 0.4812025018494855, 0.36821575089111575, 0.08669042975317776];0.0;0.0;0.25440744256806197;0.0;24.547224255679062;4.022633761211694
10128;1;1996.0;51.0;14608;[0.04086801752464403, 0.4009446878422782, 0.42353504928806135, 0.13465224534501644];0.0;0.0;0.2463470206856078;0.0;25.573139728353045;4.043154118262864
