iteration;replicate;init_pop;fertility_type;mating_type;p_genetic_variance;p_vertical_trans_variance;p_leakage;p_random_mating;p_fertility_factor
1120;1;8000;additive;logistic;0.0;1.0;0.3555808670432035;0.2231617340864045;0.0843485202259221
1121;1;8000;additive;logistic;0.0;1.0;0.3560808670432035;0.4721617340863896;0.0936485202259227
1122;1;8000;additive;logistic;0.0;1.0;0.35658086704320363;0.7211617340864108;0.10294852022592332
1123;1;8000;additive;logistic;0.0;1.0;0.3570808670432036;0.9701617340863959;0.11224852022592259
1124;1;8000;additive;logistic;0.0;1.0;0.3575808670432037;0.7808382659135829;0.12154852022592319
1125;1;8000;additive;logistic;0.0;1.0;0.35808086704320363;0.5318382659135977;0.13084852022592244
1126;1;8000;additive;logistic;0.0;1.0;0.35858086704320363;0.28283826591361266;0.1401485202259217
1127;1;8000;additive;logistic;0.0;1.0;0.35908086704320363;0.03383826591359124;0.1494485202259223
1128;1;8000;additive;logistic;0.0;1.0;0.3595808670432036;0.2151617340863936;0.15874852022592156
1129;1;8000;additive;logistic;0.0;1.0;0.3600808670432035;0.46416173408641487;0.16804852022592218
113;1;8000;additive;logistic;0.0;1.0;0.14791913295679643;0.519838265913591;0.2807514797740777
1130;1;8000;additive;logistic;0.0;1.0;0.3605808670432035;0.7131617340864;0.17734852022592276
1131;1;8000;additive;logistic;0.0;1.0;0.36108086704320363;0.9621617340864215;0.18664852022592338
1132;1;8000;additive;logistic;0.0;1.0;0.3615808670432036;0.7888382659135937;0.19594852022592263
1133;1;8000;additive;logistic;0.0;1.0;0.3620808670432037;0.5398382659135724;0.20524852022592324
1134;1;8000;additive;logistic;0.0;1.0;0.3625808670432037;0.29083826591358736;0.21454852022592247
1135;1;8000;additive;logistic;0.0;1.0;0.36308086704320364;0.04183826591360229;0.22384852022592175
1136;1;8000;additive;logistic;0.0;1.0;0.3635808670432036;0.2071617340864189;0.23314852022592236
1137;1;8000;additive;logistic;0.0;1.0;0.3640808670432036;0.45616173408640404;0.2424485202259216
1138;1;8000;additive;logistic;0.0;1.0;0.3645808670432035;0.7051617340864254;0.2517485202259222
1139;1;8000;additive;logistic;0.0;1.0;0.3650808670432035;0.9541617340864103;0.2610485202259228
114;1;8000;additive;logistic;0.0;1.0;0.14741913295679643;0.2708382659135923;0.2714514797740778
1140;1;8000;additive;logistic;0.0;1.0;0.3655808670432036;0.7968382659136046;0.27034852022592337
1141;1;8000;additive;logistic;0.0;1.0;0.3660808670432036;0.5478382659136195;0.2796485202259227
1142;1;8000;additive;logistic;0.0;1.0;0.3665808670432037;0.29883826591359824;0.28894852022592327
1143;1;8000;additive;logistic;0.0;1.0;0.36708086704320364;0.04983826591361312;0.2982485202259225
1144;1;8000;additive;logistic;0.0;1.0;0.36758086704320364;0.19916173408637183;0.29245147977407815
1145;1;8000;additive;logistic;0.0;1.0;0.3680808670432036;0.44816173408639315;0.2831514797740776
1146;1;8000;additive;logistic;0.0;1.0;0.3685808670432036;0.6971617340863783;0.27385147977407837
1147;1;8000;additive;logistic;0.0;1.0;0.36908086704320353;0.9461617340863994;0.2645514797740778
1148;1;8000;additive;logistic;0.0;1.0;0.3695808670432035;0.8048382659136155;0.25525147977407714
1149;1;8000;additive;logistic;0.0;1.0;0.37008086704320364;0.5558382659135942;0.2459514797740765
115;1;8000;additive;logistic;0.0;1.0;0.14691913295679643;0.02183826591358934;0.2621514797740778
1150;1;8000;additive;logistic;0.0;1.0;0.3705808670432036;0.3068382659136092;0.23665147977407724
1151;1;8000;additive;logistic;0.0;1.0;0.37108086704320353;0.057838265913624065;0.227351479774078
1152;1;8000;additive;logistic;0.0;1.0;0.3715808670432037;0.19116173408639708;0.21805147977407743
1153;1;8000;additive;logistic;0.0;1.0;0.37208086704320364;0.4401617340863822;0.20875147977407815
1154;1;8000;additive;logistic;0.0;1.0;0.3725808670432036;0.6891617340864035;0.19945147977407754
1155;1;8000;additive;logistic;0.0;1.0;0.3730808670432036;0.9381617340863886;0.1901514797740783
1156;1;8000;additive;logistic;0.0;1.0;0.37358086704320353;0.8128382659135902;0.1808514797740777
1157;1;8000;additive;logistic;0.0;1.0;0.37408086704320354;0.5638382659136051;0.1715514797740771
1158;1;8000;additive;logistic;0.0;1.0;0.3745808670432036;0.3148382659135839;0.16225147977407645
1159;1;8000;additive;logistic;0.0;1.0;0.37508086704320354;0.06583826591359881;0.15295147977407722
116;1;8000;additive;logistic;0.0;1.0;0.1464191329567964;0.2271617340864095;0.2528514797740779
1160;1;8000;additive;logistic;0.0;1.0;0.3755808670432036;0.18316173408638625;0.14365147977407797
1161;1;8000;additive;logistic;0.0;1.0;0.37608086704320365;0.4321617340864075;0.13435147977407735
1162;1;8000;additive;logistic;0.0;1.0;0.3765808670432036;0.6811617340863926;0.1250514797740781
1163;1;8000;additive;logistic;0.0;1.0;0.37708086704320365;0.9301617340864139;0.11575147977407749
1164;1;8000;additive;logistic;0.0;1.0;0.3775808670432036;0.8208382659136011;0.10645147977407823
1165;1;8000;additive;logistic;0.0;1.0;0.37808086704320354;0.5718382659135799;0.09715147977407763
1166;1;8000;additive;logistic;0.0;1.0;0.3785808670432035;0.32283826591359477;0.08785147977407702
1167;1;8000;additive;logistic;0.0;1.0;0.37908086704320365;0.07383826591357351;0.07855147977407641
1168;1;8000;additive;logistic;0.0;1.0;0.3795808670432036;0.17516173408641156;0.06925147977407717
1169;1;8000;additive;logistic;0.0;1.0;0.38008086704320354;0.4241617340863966;0.059951479774077915
117;1;8000;additive;logistic;0.0;1.0;0.14591913295679643;0.47616173408640816;0.24355147977407782
1170;1;8000;additive;logistic;0.0;1.0;0.3805808670432037;0.6731617340864179;0.05065147977407732
1171;1;8000;additive;logistic;0.0;1.0;0.38108086704320365;0.922161734086403;0.04135147977407806
1172;1;8000;additive;logistic;0.0;1.0;0.3815808670432036;0.8288382659135758;0.032051479774077456
1173;1;8000;additive;logistic;0.0;1.0;0.38208086704320354;0.5798382659135907;0.02275147977407818
1174;1;8000;additive;logistic;0.0;1.0;0.38258086704320354;0.33083826591356946;0.013451479774077556
1175;1;8000;additive;logistic;0.0;1.0;0.38308086704320354;0.0818382659135844;0.004151479774076949
1176;1;8000;additive;logistic;0.0;1.0;0.3835808670432036;0.16716173408640067;0.005148520225923575
1177;1;8000;additive;logistic;0.0;1.0;0.38408086704320354;0.41616173408638574;0.014448520225922867
1178;1;8000;additive;logistic;0.0;1.0;0.38458086704320354;0.6651617340863708;0.023748520225922127
1179;1;8000;additive;logistic;0.0;1.0;0.38508086704320366;0.9141617340863921;0.03304852022592275
118;1;8000;additive;logistic;0.0;1.0;0.14541913295679637;0.7251617340864068;0.2342514797740779
1180;1;8000;additive;logistic;0.0;1.0;0.3855808670432036;0.8368382659136229;0.042348520225921976
1181;1;8000;additive;logistic;0.0;1.0;0.38608086704320366;0.5878382659136017;0.05164852022592258
1182;1;8000;additive;logistic;0.0;1.0;0.3865808670432036;0.33883826591361654;0.06094852022592184
1183;1;8000;additive;logistic;0.0;1.0;0.38708086704320355;0.08983826591359517;0.07024852022592247
1184;1;8000;additive;logistic;0.0;1.0;0.38758086704320355;0.15916173408638978;0.07954852022592306
1185;1;8000;additive;logistic;0.0;1.0;0.38808086704320344;0.40816173408637485;0.0888485202259223
1186;1;8000;additive;logistic;0.0;1.0;0.3885808670432036;0.6571617340863961;0.09814852022592292
1187;1;8000;additive;logistic;0.0;1.0;0.38908086704320355;0.9061617340863812;0.10744852022592218
1188;1;8000;additive;logistic;0.0;1.0;0.3895808670432037;0.8448382659135976;0.11674852022592278
1189;1;8000;additive;logistic;0.0;1.0;0.39008086704320366;0.5958382659136126;0.12604852022592203
119;1;8000;additive;logistic;0.0;1.0;0.1449191329567964;0.9741617340864099;0.2249514797740778
1190;1;8000;additive;logistic;0.0;1.0;0.3905808670432036;0.34683826591359124;0.13534852022592264
1191;1;8000;additive;logistic;0.0;1.0;0.39108086704320355;0.09783826591360606;0.1446485202259219
1192;1;8000;additive;logistic;0.0;1.0;0.39158086704320355;0.1511617340864151;0.15394852022592248
1193;1;8000;additive;logistic;0.0;1.0;0.3920808670432035;0.40016173408640016;0.1632485202259231
1194;1;8000;additive;logistic;0.0;1.0;0.3925808670432035;0.6491617340863852;0.17254852022592237
1195;1;8000;additive;logistic;0.0;1.0;0.39308086704320366;0.8981617340864065;0.181848520225923
1196;1;8000;additive;logistic;0.0;1.0;0.3935808670432036;0.8528382659136086;0.1911485202259222
1197;1;8000;additive;logistic;0.0;1.0;0.39408086704320366;0.6038382659135872;0.20044852022592283
1198;1;8000;additive;logistic;0.0;1.0;0.39458086704320366;0.3548382659136021;0.2097485202259221
1199;1;8000;additive;logistic;0.0;1.0;0.3950808670432036;0.10583826591358086;0.21904852022592272
12;1;8000;additive;logistic;0.0;1.0;0.19841913295679642;0.3311617340864075;0.02005147977407788
120;1;8000;additive;logistic;0.0;1.0;0.14441913295679645;0.7768382659135915;0.21565147977407786
1200;1;8000;additive;logistic;0.0;1.0;0.3955808670432036;0.14316173408640415;0.22834852022592195
1201;1;8000;additive;logistic;0.0;1.0;0.39608086704320355;0.39216173408642546;0.23764852022592256
1202;1;8000;additive;logistic;0.0;1.0;0.3965808670432035;0.6411617340864105;0.24694852022592317
1203;1;8000;additive;logistic;0.0;1.0;0.3970808670432035;0.8901617340863957;0.2562485202259224
1204;1;8000;additive;logistic;0.0;1.0;0.3975808670432036;0.8608382659135831;0.26554852022592307
1205;1;8000;additive;logistic;0.0;1.0;0.39808086704320356;0.6118382659135981;0.27484852022592227
1206;1;8000;additive;logistic;0.0;1.0;0.39858086704320367;0.3628382659135768;0.28414852022592285
1207;1;8000;additive;logistic;0.0;1.0;0.39908086704320367;0.11383826591359175;0.2934485202259221
1208;1;8000;additive;logistic;0.0;1.0;0.3995808670432036;0.1351617340864295;0.2972514797740771
1209;1;8000;additive;logistic;0.0;1.0;0.4000808670432036;0.3841617340864146;0.287951479774078
121;1;8000;additive;logistic;0.0;1.0;0.14391913295679643;0.5278382659135927;0.20635147977407778
1210;1;8000;additive;logistic;0.0;1.0;0.40058086704320356;0.6331617340863996;0.2786514797740774
1211;1;8000;additive;logistic;0.0;1.0;0.40108086704320356;0.882161734086421;0.26935147977407675
1212;1;8000;additive;logistic;0.0;1.0;0.4015808670432035;0.868838265913594;0.26005147977407755
1213;1;8000;additive;logistic;0.0;1.0;0.40208086704320356;0.6198382659136089;0.2507514797740769
1214;1;8000;additive;logistic;0.0;1.0;0.4025808670432036;0.3708382659136239;0.24145147977407766
1215;1;8000;additive;logistic;0.0;1.0;0.40308086704320367;0.12183826591360258;0.23215147977407707
1216;1;8000;additive;logistic;0.0;1.0;0.4035808670432036;0.12716173408638237;0.22285147977407785
1217;1;8000;additive;logistic;0.0;1.0;0.4040808670432036;0.3761617340864037;0.2135514797740772
1218;1;8000;additive;logistic;0.0;1.0;0.4045808670432036;0.6251617340863888;0.20425147977407795
1219;1;8000;additive;logistic;0.0;1.0;0.40508086704320356;0.8741617340863739;0.19495147977407734
122;1;8000;additive;logistic;0.0;1.0;0.14341913295679642;0.2788382659135941;0.1970514797740778
1220;1;8000;additive;logistic;0.0;1.0;0.4055808670432035;0.8768382659136049;0.18565147977407673
1221;1;8000;additive;logistic;0.0;1.0;0.40608086704320345;0.6278382659136199;0.1763514797740775
1222;1;8000;additive;logistic;0.0;1.0;0.4065808670432036;0.3788382659135986;0.16705147977407686
1223;1;8000;additive;logistic;0.0;1.0;0.40708086704320356;0.12983826591361347;0.1577514797740776
1224;1;8000;additive;logistic;0.0;1.0;0.40758086704320373;0.11916173408640773;0.148451479774077
1225;1;8000;additive;logistic;0.0;1.0;0.4080808670432037;0.3681617340863928;0.13915147977407777
1226;1;8000;additive;logistic;0.0;1.0;0.4085808670432036;0.6171617340864141;0.12985147977407716
1227;1;8000;additive;logistic;0.0;1.0;0.4090808670432036;0.8661617340863992;0.1205514797740779
1228;1;8000;additive;logistic;0.0;1.0;0.40958086704320357;0.8848382659136158;0.11125147977407729
1229;1;8000;additive;logistic;0.0;1.0;0.41008086704320357;0.6358382659135946;0.10195147977407669
123;1;8000;additive;logistic;0.0;1.0;0.1429191329567964;0.0298382659135909;0.18775147977407775
1230;1;8000;additive;logistic;0.0;1.0;0.41058086704320346;0.3868382659136095;0.09265147977407742
1231;1;8000;additive;logistic;0.0;1.0;0.4110808670432036;0.13783826591358828;0.08335147977407682
1232;1;8000;additive;logistic;0.0;1.0;0.4115808670432036;0.11116173408639679;0.07405147977407757
1233;1;8000;additive;logistic;0.0;1.0;0.4120808670432037;0.3601617340864181;0.06475147977407697
1234;1;8000;additive;logistic;0.0;1.0;0.4125808670432036;0.6091617340864032;0.05545147977407771
1235;1;8000;additive;logistic;0.0;1.0;0.41308086704320357;0.8581617340863883;0.04615147977407847
1236;1;8000;additive;logistic;0.0;1.0;0.4135808670432036;0.8928382659135905;0.03685147977407786
1237;1;8000;additive;logistic;0.0;1.0;0.41408086704320357;0.6438382659136055;0.027551479774077237
1238;1;8000;additive;logistic;0.0;1.0;0.4145808670432035;0.3948382659135842;0.018251479774076613
1239;1;8000;additive;logistic;0.0;1.0;0.4150808670432035;0.14583826591359916;0.008951479774077386
124;1;8000;additive;logistic;0.0;1.0;0.14241913295679645;0.2191617340864076;0.17845147977407796
1240;1;8000;additive;logistic;0.0;1.0;0.41558086704320363;0.10316173408642221;3.4852022592312125E-4
1241;1;8000;additive;logistic;0.0;1.0;0.4160808670432036;0.3521617340864072;0.009648520225922429
1242;1;8000;additive;logistic;0.0;1.0;0.41658086704320363;0.6011617340864285;0.018948520225923086
1243;1;8000;additive;logistic;0.0;1.0;0.4170808670432037;0.8501617340864135;0.02824852022592233
1244;1;8000;additive;logistic;0.0;1.0;0.41758086704320363;0.9008382659136014;0.03754852022592157
1245;1;8000;additive;logistic;0.0;1.0;0.4180808670432036;0.6518382659135802;0.04684852022592218
1246;1;8000;additive;logistic;0.0;1.0;0.4185808670432035;0.40283826591359506;0.05614852022592279
1247;1;8000;additive;logistic;0.0;1.0;0.4190808670432036;0.15383826591357386;0.06544852022592342
1248;1;8000;additive;logistic;0.0;1.0;0.4195808670432035;0.09516173408641115;0.07474852022592265
