iteration;replicate;init_pop;fertility_type;initial_genetic_variance;random_mating;fertility_factor
1074;1;8000;additive;0.15714083875861096;0.21028167751722027;0.037284503255165954
1075;1;8000;additive;0.156640838758611;0.03871832248276491;0.027984503255166698
1076;1;8000;additive;0.15614083875861107;0.28771832248274987;0.018684503255166122
1077;1;8000;additive;0.155640838758611;0.5367183224827711;0.009384503255165532
1078;1;8000;additive;0.155140838758611;0.7857183224827562;8.45032551626268E-5
1079;1;8000;additive;0.15464083875861098;0.9652816775172224;0.009215496744834318
108;1;8000;additive;0.35985916124138895;0.7442816775172219;0.021084503255166625
1080;1;8000;additive;0.154140838758611;0.7162816775172375;0.018515496744833593
1081;1;8000;additive;0.15364083875861095;0.4672816775172162;0.0278154967448342
1082;1;8000;additive;0.153140838758611;0.21828167751723115;0.03711549674483346
1083;1;8000;additive;0.15264083875861095;0.030718322482790272;0.04641549674483406
1084;1;8000;additive;0.152140838758611;0.2797183224827752;0.05571549674483332
1085;1;8000;additive;0.151640838758611;0.5287183224827602;0.06501549674483394
1086;1;8000;additive;0.151140838758611;0.7777183224827815;0.07431549674483452
1087;1;8000;additive;0.150640838758611;0.9732816775172334;0.08361549674483378
1088;1;8000;additive;0.15014083875861098;0.7242816775172123;0.09291549674483439
1089;1;8000;additive;0.149640838758611;0.4752816775172271;0.10221549674483364
109;1;8000;additive;0.360359161241389;0.49528167751721863;0.011784503255166551
1090;1;8000;additive;0.14914083875861095;0.2262816775172058;0.11151549674483427
1091;1;8000;additive;0.148640838758611;0.02271832248277922;0.12081549674483351
1092;1;8000;additive;0.14814083875861095;0.2717183224828005;0.1301154967448341
1093;1;8000;additive;0.147640838758611;0.5207183224827855;0.1394154967448334
1094;1;8000;additive;0.14714083875861103;0.7697183224827706;0.14871549674483397
1095;1;8000;additive;0.14664083875861095;0.981281677517208;0.1580154967448346
1096;1;8000;additive;0.146140838758611;0.7322816775172232;0.16731549674483384
1097;1;8000;additive;0.14564083875861097;0.4832816775172018;0.17661549674483445
1098;1;8000;additive;0.14514083875861103;0.2342816775172168;0.1859154967448337
1099;1;8000;additive;0.14464083875861097;0.014718322482804747;0.19521549674483432
11;1;8000;additive;0.31135916124138896;0.8972816775172221;0.27681549674483336
110;1;8000;additive;0.36085916124138895;0.24628167751721997;0.0024845032551666425
1100;1;8000;additive;0.144140838758611;0.2637183224827896;0.20451549674483355
1101;1;8000;additive;0.14364083875861103;0.5127183224827746;0.2138154967448328
1102;1;8000;additive;0.143140838758611;0.7617183224827959;0.22311549674483344
1103;1;8000;additive;0.14264083875861103;0.9892816775172188;0.23241549674483403
1104;1;8000;additive;0.142140838758611;0.740281677517234;0.24171549674483464
1105;1;8000;additive;0.141640838758611;0.4912816775172489;0.25101549674483387
1106;1;8000;additive;0.14114083875861094;0.24228167751722762;0.2603154967448345
1107;1;8000;additive;0.140640838758611;0.006718322482757555;0.26961549674483376
1108;1;8000;additive;0.14014083875861097;0.2557183224827787;0.2789154967448344
1109;1;8000;additive;0.139640838758611;0.5047183224827637;0.2882154967448336
111;1;8000;additive;0.361359161241389;0.002718322482783253;0.006815496744833482
1110;1;8000;additive;0.13914083875861102;0.7537183224827488;0.29751549674483296
1111;1;8000;additive;0.138640838758611;0.9972816775172291;0.2931845032551665
1112;1;8000;additive;0.13814083875861102;0.748281677517245;0.2838845032551659
1113;1;8000;additive;0.137640838758611;0.4992816775172236;0.2745845032551653
1114;1;8000;additive;0.137140838758611;0.2502816775172385;0.26528450325516606
1115;1;8000;additive;0.13664083875861097;0.0012816775172188044;0.2559845032551654
1116;1;8000;additive;0.136140838758611;0.24771832248276776;0.24668450325516617
1117;1;8000;additive;0.13564083875861097;0.4967183224827891;0.23738450325516558
1118;1;8000;additive;0.135140838758611;0.7457183224827741;0.22808450325516635
1119;1;8000;additive;0.134640838758611;0.9947183224827583;0.21878450325516707
112;1;8000;additive;0.36185916124138895;0.25171832248277726;0.016115496744833455
1120;1;8000;additive;0.13414083875861096;0.7562816775172195;0.20948450325516646
1121;1;8000;additive;0.13364083875861102;0.5072816775172345;0.20018450325516587
1122;1;8000;additive;0.133140838758611;0.2582816775172132;0.19088450325516526
1123;1;8000;additive;0.132640838758611;0.009281677517227915;0.181584503255166
1124;1;8000;additive;0.13214083875861096;0.239718322482793;0.17228450325516537
1125;1;8000;additive;0.131640838758611;0.48871832248277813;0.16298450325516614
1126;1;8000;additive;0.13114083875861104;0.7377183224827633;0.1536845032551669
1127;1;8000;additive;0.130640838758611;0.9867183224827841;0.14438450325516627
1128;1;8000;additive;0.13014083875861102;0.7642816775172304;0.13508450325516702
1129;1;8000;additive;0.12964083875861096;0.5152816775172092;0.1257845032551664
113;1;8000;additive;0.36235916124138895;0.5007183224827805;0.02541549674483353
1130;1;8000;additive;0.12914083875861102;0.2662816775172241;0.1164845032551658
1131;1;8000;additive;0.128640838758611;0.01728167751720311;0.1071845032551652
1132;1;8000;additive;0.128140838758611;0.23171832248278218;0.09788450325516594
1133;1;8000;additive;0.12764083875861096;0.48071832248280344;0.08858450325516533
1134;1;8000;additive;0.12714083875861099;0.7297183224827886;0.07928450325516609
1135;1;8000;additive;0.12664083875861104;0.9787183224827738;0.06998450325516684
1136;1;8000;additive;0.12614083875861098;0.7722816775172051;0.06068450325516622
1137;1;8000;additive;0.125640838758611;0.5232816775172201;0.05138450325516698
1138;1;8000;additive;0.12514083875861098;0.2742816775171988;0.042084503255166376
1139;1;8000;additive;0.12464083875861104;0.02528167751721394;0.03278450325516575
114;1;8000;additive;0.36285916124138895;0.7497183224827791;0.034715496744833436
1140;1;8000;additive;0.12414083875861098;0.22371832248277124;0.023484503255165146
1141;1;8000;additive;0.12364083875861101;0.47271832248275636;0.014184503255165869
1142;1;8000;additive;0.12314083875861095;0.7217183224827777;0.004884503255165279
1143;1;8000;additive;0.12264083875861101;0.9707183224827626;0.0044154967448338635
1144;1;8000;additive;0.12214083875861101;0.7802816775172523;0.013715496744833222
1145;1;8000;additive;0.12164083875861095;0.531281677517231;0.023015496744833813
1146;1;8000;additive;0.12114083875861101;0.28228167751724587;0.032315496744833055
1147;1;8000;additive;0.12064083875861098;0.033281677517224606;0.04161549674483366
1148;1;8000;additive;0.12014083875861103;0.2157183224827604;0.05091549674483427
1149;1;8000;additive;0.11964083875861098;0.46471832248278166;0.060215496744834895
115;1;8000;additive;0.363359161241389;0.9987183224827811;0.044015496744833384
1150;1;8000;additive;0.119140838758611;0.7137183224827668;0.06951549674483415
1151;1;8000;additive;0.11864083875861103;0.9627183224827518;0.07881549674483337
1152;1;8000;additive;0.118140838758611;0.788281677517227;0.08811549674483402
1153;1;8000;additive;0.11764083875861103;0.5392816775172419;0.09741549674483325
1154;1;8000;additive;0.11714083875861098;0.29028167751722056;0.10671549674483387
1155;1;8000;additive;0.116640838758611;0.04128167751723555;0.11601549674483311
1156;1;8000;additive;0.116140838758611;0.2077183224827857;0.12531549674483372
1157;1;8000;additive;0.115640838758611;0.4567183224827708;0.13461549674483433
1158;1;8000;additive;0.11514083875861097;0.7057183224827921;0.14391549674483492
1159;1;8000;additive;0.114640838758611;0.9547183224827771;0.1532154967448342
116;1;8000;additive;0.36385916124138895;0.7522816775172191;0.053315496744833324
1160;1;8000;additive;0.11414083875861103;0.7962816775172379;0.16251549674483345
1161;1;8000;additive;0.113640838758611;0.5472816775172166;0.17181549674483407
1162;1;8000;additive;0.11314083875861111;0.29828167751723145;0.1811154967448333
1163;1;8000;additive;0.11264083875861097;0.0492816775172103;0.1904154967448339
1164;1;8000;additive;0.11214083875861103;0.19971832248277482;0.19971549674483316
1165;1;8000;additive;0.11164083875861103;0.4487183224827961;0.2090154967448338
1166;1;8000;additive;0.11114083875861108;0.6977183224827811;0.2183154967448344
1167;1;8000;additive;0.11064083875861097;0.9467183224828025;0.227615496744835
1168;1;8000;additive;0.110140838758611;0.8042816775172126;0.23691549674483425
1169;1;8000;additive;0.10964083875861105;0.5552816775172275;0.24621549674483348
117;1;8000;additive;0.36435916124138895;0.5032816775172204;0.06261549674483341
1170;1;8000;additive;0.10914083875861108;0.30628167751720614;0.2555154967448341
1171;1;8000;additive;0.10864083875861111;0.057281677517220964;0.26481549674483335
1172;1;8000;additive;0.108140838758611;0.19171832248280007;0.27411549674483393
1173;1;8000;additive;0.107640838758611;0.4407183224827852;0.28341549674483324
1174;1;8000;additive;0.10714083875861105;0.6897183224828065;0.2927154967448338
1175;1;8000;additive;0.10664083875861108;0.9387183224827915;0.2979845032551657
1176;1;8000;additive;0.10614083875861097;0.8122816775172235;0.2886845032551649
1177;1;8000;additive;0.10564083875861097;0.5632816775172383;0.2793845032551657
1178;1;8000;additive;0.10514083875861105;0.3142816775172532;0.2700845032551665
1179;1;8000;additive;0.10464083875861108;0.06528167751723202;0.26078450325516583
118;1;8000;additive;0.36485916124138895;0.2542816775172218;0.07191549674483336
1180;1;8000;additive;0.1041408387586111;0.18371832248275305;0.2514845032551666
1181;1;8000;additive;0.10364083875861096;0.4327183224827743;0.242184503255166
1182;1;8000;additive;0.10314083875861102;0.6817183224827594;0.23288450325516674
1183;1;8000;additive;0.10264083875861105;0.9307183224827806;0.22358450325516613
1184;1;8000;additive;0.10214083875861107;0.8202816775172344;0.21428450325516551
1185;1;8000;additive;0.1016408387586111;0.5712816775172492;0.20498450325516626
1186;1;8000;additive;0.10114083875861099;0.3222816775172279;0.19568450325516565
1187;1;8000;additive;0.10064083875861105;0.0732816775172429;0.18638450325516642
1188;1;8000;additive;0.10014083875861107;0.17571832248277836;0.1770845032551658
1189;1;8000;additive;0.0996408387586111;0.4247183224827634;0.16778450325516653
119;1;8000;additive;0.36535916124138895;0.005281677517218197;0.08121549674483344
1190;1;8000;additive;0.09914083875861096;0.6737183224827847;0.15848450325516591
1191;1;8000;additive;0.09864083875861102;0.9227183224827697;0.1491845032551667
1192;1;8000;additive;0.09814083875861104;0.828281677517209;0.13988450325516608
1193;1;8000;additive;0.09764083875861107;0.5792816775172239;0.13058450325516546
1194;1;8000;additive;0.0971408387586111;0.33028167751723886;0.12128450325516621
1195;1;8000;additive;0.09664083875861099;0.0812816775172176;0.11198450325516561
1196;1;8000;additive;0.09614083875861104;0.16771832248276747;0.10268450325516634
1197;1;8000;additive;0.09564083875861104;0.41671832248278873;0.09338450325516576
1198;1;8000;additive;0.0951408387586111;0.6657183224827738;0.08408450325516649
1199;1;8000;additive;0.09464083875861098;0.914718322482795;0.07478450325516588
12;1;8000;additive;0.31185916124138896;0.6482816775172218;0.28611549674483333
120;1;8000;additive;0.36585916124138895;0.24371832248277997;0.09051549674483339
1200;1;8000;additive;0.09414083875861101;0.8362816775172199;0.06548450325516662
1201;1;8000;additive;0.09364083875861104;0.5872816775171986;0.056184503255166
1202;1;8000;additive;0.09314083875861107;0.33828167751721355;0.0468845032551654
1203;1;8000;additive;0.09264083875861112;0.08928167751722849;0.03758450325516617
1204;1;8000;additive;0.09214083875861101;0.15971832248279277;0.028284503255165547
1205;1;8000;additive;0.09164083875861101;0.40871832248277784;0.018984503255166273
1206;1;8000;additive;0.09114083875861106;0.6577183224827992;0.009684503255165716
1207;1;8000;additive;0.09064083875861109;0.9067183224827842;3.845032551656413E-4
1208;1;8000;additive;0.09014083875861095;0.8442816775171946;0.008915496744834167
1209;1;8000;additive;0.08964083875861101;0.5952816775172095;0.018215496744833377
121;1;8000;additive;0.36635916124138895;0.49271832248277864;0.09981549674483348
1210;1;8000;additive;0.08914083875861101;0.34628167751722444;0.027515496744834018
1211;1;8000;additive;0.08864083875861106;0.09728167751720318;0.03681549674483462
1212;1;8000;additive;0.08814083875861112;0.15171832248278183;0.04611549674483387
1213;1;8000;additive;0.087640838758611;0.40071832248276695;0.05541549674483449
1214;1;8000;additive;0.08714083875861103;0.6497183224827521;0.06471549674483373
1215;1;8000;additive;0.08664083875861106;0.8987183224827733;0.07401549674483433
1216;1;8000;additive;0.08614083875861106;0.8522816775172417;0.0833154967448336
1217;1;8000;additive;0.08564083875861098;0.6032816775172204;0.0926154967448342
1218;1;8000;additive;0.08514083875861098;0.3542816775172353;0.10191549674483347
1219;1;8000;additive;0.08464083875861103;0.10528167751725032;0.11121549674483407
122;1;8000;additive;0.36685916124138895;0.7417183224827772;0.10911549674483341
1220;1;8000;additive;0.08414083875861106;0.14371832248277094;0.12051549674483468
1221;1;8000;additive;0.08364083875861106;0.39271832248275607;0.12981549674483392
1222;1;8000;additive;0.083140838758611;0.6417183224827773;0.13911549674483453
1223;1;8000;additive;0.08264083875861103;0.8907183224827624;0.14841549674483379
1224;1;8000;additive;0.08214083875861106;0.8602816775172164;0.1577154967448344
1225;1;8000;additive;0.08164083875861106;0.6112816775172313;0.16701549674483365
1226;1;8000;additive;0.08114083875861094;0.36228167751721;0.17631549674483427
1227;1;8000;additive;0.080640838758611;0.1132816775172249;0.1856154967448335
1228;1;8000;additive;0.08014083875861103;0.13571832248276006;0.1949154967448341
1229;1;8000;additive;0.07964083875861108;0.38471832248278137;0.20421549674483472
123;1;8000;additive;0.367359161241389;0.9907183224827806;0.11841549674483351
1230;1;8000;additive;0.07914083875861105;0.6337183224827665;0.21351549674483397
1231;1;8000;additive;0.078640838758611;0.8827183224827877;0.2228154967448346
1232;1;8000;additive;0.078140838758611;0.8682816775172273;0.23211549674483384
1233;1;8000;additive;0.07764083875861102;0.619281677517206;0.24141549674483445
1234;1;8000;additive;0.07714083875861105;0.3702816775172209;0.2507154967448337
1235;1;8000;additive;0.07664083875861108;0.12128167751723579;0.260015496744833
1236;1;8000;additive;0.07614083875861097;0.12771832248278536;0.26931549674483357
1237;1;8000;additive;0.075640838758611;0.3767183224827705;0.27861549674483416
1238;1;8000;additive;0.07514083875861108;0.6257183224827918;0.28791549674483474
1239;1;8000;additive;0.07464083875861105;0.8747183224827768;0.29721549674483416
124;1;8000;additive;0.36785916124138895;0.760281677517221;0.12771549674483326
1240;1;8000;additive;0.07414083875861094;0.876281677517202;0.2934845032551653
1241;1;8000;additive;0.07364083875861102;0.6272816775172169;0.2841845032551661
1242;1;8000;additive;0.07314083875861105;0.3782816775171956;0.2748845032551655
1243;1;8000;additive;0.07264083875861108;0.1292816775172106;0.26558450325516625
1244;1;8000;additive;0.0721408387586111;0.11971832248277453;0.256284503255167
1245;1;8000;additive;0.07164083875861096;0.3687183224827958;0.2469845032551664
1246;1;8000;additive;0.07114083875861102;0.6177183224827808;0.23768450325516577
1247;1;8000;additive;0.07064083875861102;0.8667183224828021;0.22838450325516518
1248;1;8000;additive;0.0701408387586111;0.8842816775172129;0.21908450325516596
1249;1;8000;additive;0.06964083875861093;0.6352816775172279;0.20978450325516532
125;1;8000;additive;0.368359161241389;0.5112816775172178;0.13701549674483335
1250;1;8000;additive;0.06914083875861102;0.3862816775172427;0.20048450325516606
1251;1;8000;additive;0.06864083875861104;0.13728167751722137;0.19118450325516545
1252;1;8000;additive;0.06814083875861107;0.11171832248276359;0.18188450325516617
1253;1;8000;additive;0.06764083875861107;0.3607183224827487;0.17258450325516694
1254;1;8000;additive;0.06714083875861096;0.6097183224827699;0.16328450325516633
1255;1;8000;additive;0.06664083875861102;0.858718322482755;0.15398450325516572
1256;1;8000;additive;0.06614083875861107;0.8922816775172238;0.1446845032551651
1257;1;8000;additive;0.06564083875861104;0.6432816775172386;0.13538450325516588
1258;1;8000;additive;0.06514083875861099;0.39428167751721743;0.12608450325516526
1259;1;8000;additive;0.06464083875861101;0.1452816775172323;0.11678450325516601
126;1;8000;additive;0.36885916124138896;0.26228167751722364;0.1463154967448333
1260;1;8000;additive;0.06414083875861101;0.10371832248278884;0.1074845032551654
1261;1;8000;additive;0.06364083875861107;0.352718322482774;0.09818450325516614
1262;1;8000;additive;0.06314083875861107;0.601718322482759;0.08888450325516688
1263;1;8000;additive;0.06264083875861096;0.8507183224827803;0.07958450325516629
1264;1;8000;additive;0.06214083875861104;0.9002816775172346;0.07028450325516566
1265;1;8000;additive;0.06164083875861101;0.6512816775172133;0.06098450325516506
1266;1;8000;additive;0.061140838758611066;0.4022816775172283;0.051684503255165805
1267;1;8000;additive;0.06064083875861098;0.153281677517207;0.04238450325516521
1268;1;8000;additive;0.06014083875861098;0.095718322482778;0.03308450325516594
1269;1;8000;additive;0.05964083875861101;0.3447183224827631;0.023784503255166695
127;1;8000;additive;0.36935916124138896;0.013281677517220092;0.1556154967448334
1270;1;8000;additive;0.059140838758611036;0.5937183224827843;0.014484503255166052
1271;1;8000;additive;0.05864083875861109;0.8427183224827695;0.005184503255166795
1272;1;8000;additive;0.05814083875861095;0.9082816775172093;0.0041154967448337795
1273;1;8000;additive;0.057640838758611035;0.6592816775172243;0.013415496744834388
1274;1;8000;additive;0.05714083875861106;0.410281677517203;0.022715496744834963
1275;1;8000;additive;0.05664083875861095;0.1612816775171817;0.032015496744835586
1276;1;8000;additive;0.05614083875861098;0.08771832248280331;0.041315496744834826
1277;1;8000;additive;0.05564083875861098;0.3367183224827884;0.05061549674483405
1278;1;8000;additive;0.055140838758611005;0.5857183224827734;0.059915496744833326
1279;1;8000;additive;0.05464083875861106;0.8347183224827586;0.06921549674483259
128;1;8000;additive;0.36985916124138896;0.2357183224827782;0.16491549674483333
1280;1;8000;additive;0.05414083875861092;0.916281677517184;0.07851549674483455
1281;1;8000;additive;0.05364083875861095;0.667281677517199;0.0878154967448338
1282;1;8000;additive;0.05314083875861103;0.4182816775172139;0.09711549674483443
1283;1;8000;additive;0.05264083875861106;0.16928167751722872;0.10641549674483367
1284;1;8000;additive;0.05214083875861095;0.07971832248279237;0.11571549674483562
1285;1;8000;additive;0.051640838758610974;0.3287183224827775;0.1250154967448349
1286;1;8000;additive;0.051140838758610974;0.5777183224827626;0.13431549674483412
1287;1;8000;additive;0.050640838758611;0.8267183224827477;0.14361549674483337
1288;1;8000;additive;0.05014083875861103;0.9242816775172673;0.15291549674483265
1289;1;8000;additive;0.049640838758610945;0.6752816775172099;0.16221549674483463
129;1;8000;additive;0.37035916124138896;0.4847183224827813;0.17421549674483341
1290;1;8000;additive;0.049140838758610944;0.4262816775172248;0.17151549674483385
1291;1;8000;additive;0.04864083875861097;0.17728167751723967;0.18081549674483446
1292;1;8000;additive;0.048140838758611026;0.0717183224827454;0.19011549674483372
1293;1;8000;additive;0.04764083875861094;0.3207183224828028;0.1994154967448357
1294;1;8000;additive;0.04714083875861094;0.5697183224827879;0.20871549674483492
1295;1;8000;additive;0.046640838758611;0.818718322482773;0.2180154967448342
1296;1;8000;additive;0.046140838758611;0.932281677517242;0.22731549674483342
1297;1;8000;additive;0.04564083875861105;0.6832816775172569;0.23661549674483268
1298;1;8000;additive;0.04514083875861091;0.4342816775171995;0.24591549674483465
1299;1;8000;additive;0.044640838758610996;0.18528167751721436;0.2552154967448339
13;1;8000;additive;0.31235916124138896;0.399281677517222;0.2954154967448333
130;1;8000;additive;0.37085916124138896;0.7337183224827799;0.18351549674483353
1300;1;8000;additive;0.04414083875861097;0.0637183224827707;0.26451549674483454
1301;1;8000;additive;0.04364083875861102;0.3127183224827558;0.2738154967448338
1302;1;8000;additive;0.04314083875861108;0.5617183224827408;0.283115496744833
1303;1;8000;additive;0.042640838758610966;0.8107183224827983;0.29241549674483497
1304;1;8000;additive;0.042140838758610966;0.9402816775172167;0.2982845032551655
1305;1;8000;additive;0.04164083875861102;0.6912816775172316;0.28898450325516645
1306;1;8000;additive;0.04114083875861105;0.44228167751724656;0.27968450325516725
1307;1;8000;additive;0.04064083875861094;0.19328167751718905;0.2703845032551653
1308;1;8000;additive;0.040140838758610936;0.05571832248279601;0.261084503255166
1309;1;8000;additive;0.03964083875861102;0.30471832248278097;0.2517845032551654
131;1;8000;additive;0.37135916124138896;0.9827183224827787;0.19281549674483345
1310;1;8000;additive;0.039140838758611046;0.5537183224828023;0.24248450325516616
1311;1;8000;additive;0.038640838758611074;0.8027183224827874;0.23318450325516693
1312;1;8000;additive;0.038140838758610934;0.9482816775171552;0.22388450325516632
1313;1;8000;additive;0.03764083875861099;0.6992816775171702;0.2145845032551657
1314;1;8000;additive;0.03714083875861102;0.45028167751718506;0.2052845032551678
1315;1;8000;additive;0.036640838758611044;0.2012816775172;0.19598450325516723
1316;1;8000;additive;0.036140838758610905;0.04771832248285751;0.1866845032551639
1317;1;8000;additive;0.03564083875861093;0.29671832248284247;0.17738450325516597
1318;1;8000;additive;0.03514083875861096;0.5457183224828276;0.16808450325516536
1319;1;8000;additive;0.03464083875861104;0.7947183224828127;0.1587845032551675
132;1;8000;additive;0.37185916124138896;0.7682816775172183;0.20211549674483356
1320;1;8000;additive;0.03414083875861107;0.9562816775172023;0.14948450325516688
1321;1;8000;additive;0.03364083875861093;0.7072816775171449;0.14018450325516627
1322;1;8000;additive;0.033140838758610985;0.45828167751715976;0.13088450325516568
1323;1;8000;additive;0.032640838758610985;0.20928167751717464;0.12158450325516504
1324;1;8000;additive;0.032140838758611096;0.039718322482810375;0.11228450325516716
1325;1;8000;additive;0.0316408387586109;0.2887183224828678;0.10298450325516383
1326;1;8000;additive;0.031140838758610928;0.5377183224828529;0.09368450325516593
1327;1;8000;additive;0.030640838758610983;0.786718322482838;0.08438450325516533
1328;1;8000;additive;0.030140838758611038;0.9642816775171771;0.07508450325516743
1329;1;8000;additive;0.029640838758611038;0.715281677517192;0.06578450325516683
133;1;8000;additive;0.37235916124138896;0.5192816775172197;0.21141549674483331
