iteration;iteration_exp;replicate;time;last_generation;population;bmi_category_prop;am_bmi;am_pgs;genetic_variance;vertical_trans_variance;average_bmi;sd_bmi
1;12;1;1961.0;51.0;14679;[0.06458205599836501, 0.4913822467470536, 0.364670617889502, 0.07936507936507936];0.7828312233149142;-0.007733431627763139;0.0;0.05322720324966645;24.45002818625217;3.941315607419673
11;120;1;1947.0;51.0;14528;[0.003579295154185022, 0.056855726872246694, 0.28744493392070486, 0.6521200440528634];0.6766995874168595;0.21781914051347837;0.10994124042663404;0.34258225055438496;31.32460330268531;3.9430605171555437
12;121;1;2024.0;51.0;14758;[0.01118037674481637, 0.24535844965442472, 0.45588833175226995, 0.28757284184848897];0.7869096133271644;0.1585882745821398;0.1996549305592207;0.0;27.695137536584813;4.0616054177017835
12;122;1;1996.0;51.0;14429;[0.011920438006791878, 0.25947744126412087, 0.4584517291565597, 0.27015039157252757];0.7811439672245752;0.1664426827861797;0.21015886367663295;0.0;27.480754037008513;4.0219194399059655
12;123;1;1955.0;51.0;14943;[0.013718798099444556, 0.28233955698320284, 0.4628254031988222, 0.2411162417185304];0.7819317390875803;0.16149158782790898;0.2140141163515879;0.0;27.182143385882032;3.9911779108965875
12;124;1;1958.0;51.0;14714;[0.016310996330025827, 0.26851977708305014, 0.46649449503873863, 0.2486747315481854];0.7916918183380941;0.14411281493013817;0.2083882731320461;0.0;27.269715463034256;4.059676455497226
12;125;1;2012.0;51.0;15061;[0.018192683088772327, 0.2844432640594914, 0.4654405417966935, 0.23192351105504283];0.7864899952182667;0.18800320457088612;0.21088316910973812;0.0;27.071805783319732;4.05734450843221
12;126;1;1968.0;51.0;15066;[0.014204168326032125, 0.25959113235098896, 0.4607726005575468, 0.2654320987654321];0.7847705925402583;0.17191289991510145;0.21899564302763763;0.0;27.444014756496156;4.039256181759925
12;127;1;1963.0;51.0;14724;[0.012360771529475687, 0.24266503667481662, 0.46454767726161367, 0.280426514534094];0.7769526286601831;0.17288951710065084;0.22732145087139868;0.0;27.64153382589193;4.040918844704504
12;128;1;2014.0;52.0;14473;[0.014993436053340704, 0.26124507704000555, 0.46203275063912114, 0.2617287362675326];0.7789365753570074;0.162343566247604;0.19856870216379746;0.0;27.389951913381744;4.07048662874347
12;129;1;1993.0;51.0;14507;[0.010339835941269733, 0.24994830082029365, 0.45777900323981524, 0.28193285999862133];0.7859448495860049;0.179462283012771;0.23222302214024607;0.0;27.62919765451663;4.033728459406171
1;13;1;1981.0;51.0;14979;[0.06963081647640029, 0.48835035716670006, 0.36611255758061284, 0.0759062687762868];0.7739934154974303;7.938533405653219E-4;0.0;0.05138861935295493;24.365764827529937;3.956577537389229
12;130;1;1959.0;51.0;14480;[0.01477900552486188, 0.2800414364640884, 0.4613259668508287, 0.24385359116022098];0.7811388518143307;0.1701537912404549;0.2123359714044245;0.0;27.18820771217118;3.9995419439448843
13;131;1;1934.0;51.0;15081;[0.006564551422319475, 0.15555997612890393, 0.4298786552615874, 0.40799681718718916];0.7537097933507165;0.1918590240620159;0.19362897068816418;0.04152200554673916;29.0268306064152;4.132257084448712
13;132;1;2010.0;51.0;14884;[0.004635850577801666, 0.1415614082235958, 0.41332975006718625, 0.4404729911314163];0.7531621679814614;0.20885263775512036;0.19573231622489617;0.03973013380426492;29.391417079862283;4.175256028336919
13;133;1;1943.0;51.0;15065;[0.006173249253235978, 0.1556588118154663, 0.425290408230999, 0.4128775307002987];0.7540263471867993;0.21975313091699358;0.2022999267199528;0.04232332261130515;29.05749912429366;4.159502701379323
13;134;1;2005.0;51.0;14691;[0.004084133142740453, 0.13130488053910558, 0.41038731195970324, 0.45422367435845074];0.7373275498552799;0.2009979353163461;0.19428326124015516;0.03910913013852046;29.565865156175683;4.151691550540671
13;135;1;1999.0;51.0;14444;[0.005400166158958737, 0.1563971199113819, 0.41235114926613126, 0.4258515646635281];0.7473102028900744;0.21234639178456152;0.19264152713759616;0.0401159690283321;29.195454493726725;4.203859072400384
13;136;1;1951.0;51.0;15060;[0.005245683930942895, 0.1539840637450199, 0.4207171314741036, 0.4200531208499336];0.7581024110957201;0.21076388921402123;0.1995095449841109;0.03990454419743823;29.143109434630777;4.138973461960166
13;137;1;1956.0;51.0;14732;[0.006177029595438501, 0.1495384197664947, 0.4076160738528374, 0.4366684767852294];0.7590167393804923;0.21655369225929147;0.18239077991955896;0.04062329009618867;29.296800676052854;4.233908322187279
13;138;1;2009.0;51.0;15145;[0.005216242984483328, 0.1420931000330142, 0.41479035985473756, 0.43790029712776496];0.7614961752548052;0.2212662527831411;0.19974421299246253;0.0404762408696928;29.3274965241195;4.11899647885794
13;139;1;1972.0;51.0;14589;[0.006374665844129138, 0.16162862430598396, 0.422098841592981, 0.4098978682569059];0.756815939660927;0.20646368149635827;0.19395561523407595;0.042549808107755854;29.000415445150228;4.159081515096546
1;14;1;1946.0;51.0;14571;[0.07158053668245144, 0.492828220437856, 0.3552947635714776, 0.08029647930821494];0.7830690610332686;0.0036184609792247564;0.0;0.05097782452191182;24.373799014599072;4.014796892945425
13;140;1;1994.0;51.0;14649;[0.006758140487405284, 0.16185405147109017, 0.41968735067240087, 0.4117004573691037];0.7603198129115795;0.21545678238159607;0.1997635362791771;0.040876466316583836;29.01629183565431;4.190994652829247
14;141;1;1942.0;51.0;14554;[0.0010993541294489488, 0.03820255599835097, 0.22749759516284182, 0.7332004947093582];0.5937316145949305;0.23380384738025772;0.20892382067769386;0.1396991938446372;32.38082532774788;4.049375300561105
14;142;1;1944.0;51.0;15073;[0.0012605320772241756, 0.040071651297021164, 0.22941683805479998, 0.7292509785709547];0.601271136740505;0.22469743786973428;0.20958339276403778;0.15078316982343704;32.31884240964285;4.023818473124575
14;143;1;2002.0;51.0;14719;[5.435151844554657E-4, 0.042598002581697124, 0.2392825599565188, 0.7175759222773286];0.6007357429210064;0.22509054758957042;0.20756425640258783;0.1425716143248519;32.20893974779869;4.037071174443708
14;144;1;1940.0;51.0;14810;[8.777852802160702E-4, 0.04510465901417961, 0.24942606347062796, 0.7045914922349764];0.6209367468375342;0.21614103771852125;0.1971523685941106;0.14725738805060895;32.058470954325195;4.024643857306255
14;145;1;1965.0;51.0;15160;[0.0014511873350923482, 0.036279683377308705, 0.23067282321899737, 0.7315963060686016];0.5809215789309291;0.2338398607663562;0.21034478451958366;0.1351674221299042;32.39929949317913;4.063587926148683
14;146;1;1916.0;51.0;14428;[0.0018020515663986693, 0.05087330191294705, 0.24701968394787913, 0.7003049625727752];0.6333481369407763;0.24879933681571573;0.20449629900998673;0.15533965789048462;31.97168727863678;4.088540433711729
14;147;1;1942.0;51.0;14417;[7.629881390025664E-4, 0.04175625997086772, 0.23201775681487133, 0.7254629950752584];0.6105742703457849;0.2386211792274965;0.20653510187086987;0.13985964049078534;32.25588344052458;4.029037511036392
14;148;1;1942.0;51.0;14534;[0.0015136920324755746, 0.04080088069354617, 0.23806247419843127, 0.719622953075547];0.6101117114808202;0.24290358600464268;0.20284603035244975;0.14422902554775202;32.24052600585294;4.040449511671774
14;149;1;1998.0;51.0;14735;[0.0014930437733288089, 0.04261961316593146, 0.23033593484899897, 0.7255514082117408];0.5847183460191565;0.23082428272913058;0.19981904405786377;0.14277152522392425;32.31140421599152;4.1056000162754716
1;15;1;1958.0;51.0;14889;[0.06635771374840486, 0.4930485593391094, 0.3629525152797367, 0.07764121163274901];0.7747694130449114;0.010018915631172175;0.0;0.05061104107956004;24.415306786703916;3.9243961550935493
14;150;1;1950.0;51.0;14812;[0.001890359168241966, 0.04773156899810964, 0.25492843640291657, 0.6954496354307318];0.635275565205248;0.23765202572077235;0.1979212515005244;0.15631489715724828;31.957643155024726;4.085574064384939
15;151;1;1967.0;51.0;14657;[4.0936071501671554E-4, 0.013508903595551614, 0.11209660912874395, 0.8739851265606877];0.45078390643965605;0.19124280484129308;0.236973581449407;0.26110718440845093;33.956320382595976;3.5363834341059786
15;152;1;1979.0;51.0;14451;[4.8439554356099926E-4, 0.01681544529790326, 0.11293336101307867, 0.8697667981454571];0.46782726070310504;0.20725236302556968;0.23129462482415208;0.27125136583303977;33.9553275912864;3.625812511642134
15;153;1;1950.0;51.0;14619;[3.420206580477461E-4, 0.01484369655927218, 0.11136192626034612, 0.873452356522334];0.4772076240846514;0.2162398800743419;0.24656385341307666;0.25601574240039293;34.02612965054293;3.623227346488086
15;154;1;1937.0;51.0;14619;[6.15637184485943E-4, 0.012996785005814351, 0.10356385525685752, 0.8828237225528421];0.44106412245333587;0.1889381739198024;0.2322876135095911;0.2629019348065659;34.11177577827018;3.598062757285972
15;155;1;1991.0;51.0;15024;[7.321618743343983E-4, 0.01863684771033014, 0.12453407880724175, 0.8560969116080938];0.5058002833327566;0.23959851700200258;0.24779087198562558;0.2609493300817242;33.816997515451874;3.6945359175057124
15;156;1;2003.0;51.0;14910;[8.718980549966465E-4, 0.02119382964453387, 0.12240107310529846, 0.855533199195171];0.49912189460232564;0.23583250586951832;0.2397624230146501;0.25690193743062084;33.75641543287432;3.7456666059946215
15;157;1;1975.0;51.0;14948;[4.013914905004014E-4, 0.016523949692266525, 0.10877709392560878, 0.8742975648916242];0.46313619275748785;0.21964263447219287;0.23588571858812402;0.264573356461677;34.06046544403304;3.663158031861022
15;158;1;1937.0;51.0;14655;[5.458887751620607E-4, 0.016786079836233366, 0.11579665643125213, 0.8668713749573524];0.47177529796575374;0.20684456609759616;0.24937547991561307;0.25709327957107564;33.875292286446985;3.6421658581750047
15;159;1;1916.0;51.0;14831;[0.00107882138763401, 0.015170925763603264, 0.11543388847683905, 0.8683163643719237];0.48974465706919434;0.22902015126405786;0.2475517964318736;0.2583901631022056;33.959990278741486;3.674046816303446
1;16;1;1936.0;51.0;14699;[0.07054901693992789, 0.4949996598408055, 0.3538335941220491, 0.0806177290972175];0.7830639477494257;-0.015312030652915221;0.0;0.05212141363516297;24.354871979348218;4.022197400772534
15;160;1;1981.0;51.0;15011;[9.326493904470055E-4, 0.012657384584637933, 0.09639597628405835, 0.8900139897408567];0.4338136549924631;0.20095849872806795;0.25119175424954976;0.2490466575290719;34.25032528851172;3.5909197295790425
16;161;1;1992.0;51.0;14965;[0.07116605412629469, 0.4913464751085867, 0.35502839959906446, 0.08245907116605412];0.6728825196718166;-0.00631763248953619;0.0;0.0;24.392614783195633;4.045947567425307
16;162;1;1991.0;51.0;15001;[0.07112859142723818, 0.48530097993467103, 0.3577094860342644, 0.08586094260382642];0.7018980820592393;-0.015559158607300798;0.0;0.0;24.43656033729653;4.047158527825041
16;163;1;1941.0;51.0;14747;[0.07004814538550214, 0.4964399538889266, 0.3511222621550146, 0.08238963857055673];0.6813183954300471;-0.005428869965969131;0.0;0.0;24.39166402450179;3.9865146263373274
16;164;1;1970.0;51.0;14317;[0.07096458755325837, 0.48222392959418875, 0.36543968708528324, 0.08137179576726968];0.6950666543095879;0.003837774417826078;0.0;0.0;24.425251648433736;3.989865558980102
16;165;1;1971.0;51.0;14904;[0.06729736983360171, 0.4904723564143854, 0.36003757380568974, 0.08219269994632314];0.6862138990051465;-0.01670458055717478;0.0;0.0;24.413401272700618;3.9819345069343686
16;166;1;1988.0;51.0;14782;[0.0709646867812204, 0.49797050466783926, 0.3498849952645109, 0.08117981328642944];0.6903861556691362;0.013484757887707508;0.0;0.0;24.376350195961066;4.0019156297165575
16;167;1;2005.0;51.0;14859;[0.0699912510936133, 0.48966956053570226, 0.36294501648832356, 0.07739417188236086];0.6841594158407348;-0.007910984572787617;0.0;0.0;24.372583210701702;3.9974836143320664
16;168;1;1994.0;51.0;14362;[0.06914078819105975, 0.4909483358863668, 0.35788887341595876, 0.08202200250661468];0.7024946744250148;-0.005917626096282417;0.0;0.0;24.417139601760294;4.000554578005733
16;169;1;2043.0;51.0;14564;[0.07065366657511672, 0.48214776160395495, 0.3683054106014831, 0.0788931612194452];0.6980266385929285;-0.00785592629654506;0.0;0.0;24.405738592858302;4.0041710199241525
1;17;1;1985.0;51.0;15072;[0.07338110403397027, 0.4881900212314225, 0.36100053078556266, 0.07742834394904459];0.7930857237649921;0.015344534031933789;0.0;0.051768250071076084;24.356884753171105;3.9980583228521294
16;170;1;2013.0;51.0;14873;[0.06669804343441135, 0.49653734955960466, 0.35473677133059905, 0.08202783567538492];0.691618027966523;0.01714811313979395;0.0;0.0;24.39012713560324;3.9923712444601964
17;171;1;1996.0;51.0;14786;[0.07175706749628026, 0.4838360611389152, 0.36581901798999056, 0.07858785337481401];0.6907054864486651;0.0016373830498338494;0.0;0.05151860852233291;24.398480985044575;3.9964831965578487
17;172;1;2012.0;51.0;14796;[0.0730602865639362, 0.4845904298459043, 0.3611111111111111, 0.0812381724790484];0.693390193281248;-0.003103273912408398;0.0;0.048973917078567165;24.393012083380192;4.031498120127952
17;173;1;1985.0;51.0;14991;[0.07331065305850176, 0.4850243479420986, 0.36054966313121206, 0.08111533586818757];0.6730519728070389;0.02238697182325035;0.0;0.05080224860456535;24.394560645539705;4.0357309302769035
17;174;1;1986.0;51.0;14744;[0.06985892566467716, 0.4846717308735757, 0.36102821486706455, 0.08444112859468259];0.6809552694466786;-0.0018036367296061428;0.0;0.05144868896335036;24.450711109752476;4.052197105031929
17;175;1;1950.0;51.0;14558;[0.06820991894491002, 0.4932683060860008, 0.35801621101799697, 0.08050556395109218];0.7010028797831985;1.2817473944553667E-4;0.0;0.052724579090146835;24.417883594773745;3.978957675425196
17;176;1;1973.0;51.0;14823;[0.07157795318086757, 0.49382716049382713, 0.3579572286311813, 0.07663765769412399];0.6919287834740433;0.012152577962942173;0.0;0.052088485120093946;24.340327854886514;3.992255839938963
17;177;1;1972.0;51.0;14966;[0.0706267539756782, 0.4897768274756114, 0.35694240277963385, 0.08265401576907658];0.6827673999546874;0.002087325905897511;0.0;0.05002706741366503;24.402366631370207;4.008411142247698
17;178;1;1961.0;51.0;14678;[0.07112685651996185, 0.48923559067992917, 0.35651996184766316, 0.08311759095244584];0.6856210376694232;0.010138703321707658;0.0;0.05012162775559491;24.413312237806625;4.039955391053522
17;179;1;1964.0;51.0;14437;[0.06968206691140819, 0.49456258225393085, 0.3594929694534876, 0.07626238138117337];0.6923426366843424;0.014072814107047433;0.0;0.049876439483374724;24.377013576055745;3.9916284416909926
1;18;1;2028.0;51.0;15080;[0.06538461538461539, 0.4916445623342175, 0.36485411140583557, 0.07811671087533156];0.7879926209130321;0.018784489044810088;0.0;0.052049596417257725;24.41037379060151;3.9075332241310883
17;180;1;1999.0;51.0;14917;[0.06777502178722263, 0.48843601260307035, 0.3588523161493598, 0.08493664946034725];0.7007782712158406;-0.010121613178965542;0.0;0.053028023501757476;24.42520143683845;4.006484779879858
18;181;1;1975.0;51.0;14378;[0.06836834052023925, 0.48761997496174714, 0.3631937682570594, 0.08081791626095423];0.692585288460995;-0.0010235131315570422;0.0;0.25141173997048094;24.427742939402343;3.9905738972181637
18;182;1;1987.0;51.0;14820;[0.06531713900134953, 0.48326585695006746, 0.3639676113360324, 0.0874493927125506];0.6739450374405465;0.008661230973462317;0.0;0.2580260277160723;24.526337628949484;4.010788791736194
18;183;1;1948.0;51.0;14424;[0.0663477537437604, 0.47968663338879647, 0.3683444259567388, 0.08562118691070437];0.6751899143418765;0.008477816394164716;0.0;0.2564460615516662;24.552250248824993;3.993943012728321
18;184;1;1970.0;51.0;14519;[0.06591363041531786, 0.4877746401267305, 0.3636614091879606, 0.08265032026999104];0.705386325001272;0.006269031159922241;0.0;0.2569712108198086;24.466959867082398;4.002687121317783
18;185;1;2010.0;51.0;14537;[0.06775813441562908, 0.4842814886152576, 0.3678200454013896, 0.08014033156772374];0.6879583230576802;0.007686643196370615;0.0;0.25954002485925254;24.465940590600287;3.9569153778016055
18;186;1;1981.0;51.0;14389;[0.07290291194662589, 0.48794217805267914, 0.35978872750017377, 0.07936618250052123];0.6869187520219082;-0.011603550433393566;0.0;0.24786853804616782;24.391251404044493;4.006878067315273
18;187;1;1984.0;51.0;14425;[0.06551126516464471, 0.4780589254766031, 0.3693587521663778, 0.08707105719237435];0.7012303150511451;-0.002433636689858356;0.0;0.2591467692525379;24.550189926742018;4.006795240310332
18;188;1;1998.0;51.0;14641;[0.06427156614985315, 0.48432484119937164, 0.36916877262482073, 0.08223482002595452];0.6921395458542072;0.0051655932051835746;0.0;0.2533557959210478;24.488505448498895;3.9421059792120836
18;189;1;1956.0;51.0;14756;[0.06722689075630252, 0.476280834914611, 0.37029005150447275, 0.08620222282461372];0.7058701932825339;-0.03115841523446016;0.0;0.25053990616123895;24.53772732444783;4.026214719301878
1;19;1;1990.0;51.0;14603;[0.06902691227829898, 0.4917482709032391, 0.3604738752311169, 0.07875094158734507];0.7767392660631187;-0.005773144664097039;0.0;0.04951318867327067;24.382959088060474;3.956174252352349
18;190;1;2017.0;51.0;14514;[0.06614303431169904, 0.4797436957420422, 0.36902301226402096, 0.08509025768223784];0.6911818432988376;-5.486648692882882E-4;0.0;0.2473489625074312;24.51472674345922;3.9978028439915523
19;191;1;1949.0;51.0;14894;[0.06331408620921176, 0.47388210017456694, 0.3744460856720827, 0.08835772794413858];0.688056970890032;-0.02002690188826666;0.0;0.4920004112729334;24.59883389921054;4.005745546946637
19;192;1;1959.0;51.0;15003;[0.06632006931946945, 0.46930613877224553, 0.37099246817303205, 0.09338132373525294];0.6850166417179693;-0.013843340985392728;0.0;0.5144930594160333;24.61057225691193;4.071919300617117
19;193;1;1998.0;51.0;14946;[0.06717516392345778, 0.46694767830857753, 0.3710691823899371, 0.09480797537802757];0.6955144835741535;0.021138399345166297;0.0;0.5143013186239346;24.637661697238073;4.048568267045109
19;194;1;1965.0;51.0;15052;[0.0649747541854903, 0.4659181504119054, 0.3779564177517938, 0.09115067765081053];0.6961437101916093;-0.006722149117997422;0.0;0.5223982661532967;24.65295069186469;4.040671017365551
19;195;1;1989.0;51.0;14357;[0.07243853172668385, 0.4716166330013234, 0.36720763390680505, 0.08873720136518772];0.7023705684268549;-0.0084951041802324;0.0;0.5032831973106496;24.52067928768511;4.082793409982043
19;196;1;1958.0;51.0;14429;[0.06507727493242775, 0.45976852172707744, 0.3848499549518331, 0.09030424838866172];0.702305247278999;-0.024458859857466517;0.0;0.5165384047784672;24.70795598515855;4.007683926630369
19;197;1;1960.0;51.0;15034;[0.06445390448317148, 0.4715977118531329, 0.37268857256884397, 0.09125981109485166];0.7013420974655247;0.006033720105408819;0.0;0.50537165297106;24.62192167632667;3.997883687304031
19;198;1;1944.0;51.0;14506;[0.0621811664138977, 0.4749758720529436, 0.3740521163656418, 0.0887908451675169];0.6782694530238045;0.001014388242315717;0.0;0.5125283207694085;24.636892255526163;3.9836962107835796
19;199;1;1988.0;51.0;14405;[0.06567164179104477, 0.4566469975702881, 0.38340853870183966, 0.0942728219368275];0.7009106701125355;0.0075935111447996105;0.0;0.5163700841331477;24.720838480577925;4.05609130206233
0;2;1;1988.0;51.0;14504;[0.07204908990623277, 0.4893132928847215, 0.3555570876999448, 0.08308052950910094];0.7825945531007562;-0.0023024307669356845;0.0;0.0;24.395219585557278;4.015725071453992
1;20;1;1965.0;51.0;15016;[0.0717900905700586, 0.4912759722962174, 0.35835109216835376, 0.07858284496537027];0.7764772698872828;0.0032194971842816255;0.0;0.051046459862905874;24.368964295379005;3.9770400112557036
19;200;1;1920.0;51.0;14413;[0.06508013598834386, 0.48123222091167694, 0.3704988552001665, 0.08318878789981267];0.6801276048550756;0.006966892605433608;0.0;0.511811465174176;24.53857408062413;3.96456143985472
20;201;1;1941.0;51.0;14858;[0.049939426571543946, 0.44649347153048863, 0.396150222102571, 0.10741687979539642];0.7060458472320458;0.05725431118697089;0.04877205374531554;0.0;25.032099215441093;3.9825561840172417
20;202;1;1982.0;51.0;14435;[0.04918600623484586, 0.45064080360235537, 0.3996536196744025, 0.10051957048839626];0.6933371971149712;0.02338618879178609;0.05110900346892668;0.0;25.015545860854512;3.946638784663067
20;203;1;1988.0;51.0;14979;[0.053408104679885174, 0.4529674878162761, 0.3878096001068162, 0.1058148073970225];0.7059183084586498;0.032713263497987304;0.0475354494853967;0.0;24.94509690504338;4.031143510203543
20;204;1;1976.0;51.0;14386;[0.054080355901570974, 0.4455720839705269, 0.3925344084526623, 0.10781315167523982];0.6951982558795589;0.0373225201350367;0.04690686995546153;0.0;24.980472286048936;4.041443348989817
20;205;1;1967.0;51.0;15113;[0.053265400648448355, 0.4494144114338649, 0.39078938662079005, 0.10653080129689671];0.6926062775701665;0.02453421436837538;0.04912001891494142;0.0;24.982718290640026;4.018252587589695
20;206;1;1965.0;51.0;14923;[0.054814715539770825, 0.45225490853045636, 0.3956309053139449, 0.09729947061582792];0.6964604709178841;0.03630488603869846;0.049239715202345845;0.0;24.888477968104443;3.9712465783702964
20;207;1;2042.0;51.0;14837;[0.05007750893037676, 0.44463166408303567, 0.4000808788838714, 0.10520994810271618];0.7025902478682577;0.050233790862765464;0.05178463109585934;0.0;25.064694198001625;3.9882641568011645
20;208;1;1943.0;51.0;14470;[0.05279889426399447, 0.4457498272287491, 0.3917069799585349, 0.10974429854872149];0.6978326681359683;0.02279092851356091;0.04864043733385464;0.0;25.032198302099513;4.0520009067866045
20;209;1;1982.0;51.0;14416;[0.053135405105438405, 0.4504023307436182, 0.39934794672586016, 0.09711431742508324];0.6886733778077176;0.041140989832431356;0.04996357458279698;0.0;24.95534467489974;3.937838637170139
2;21;1;1941.0;51.0;14699;[0.06973263487312062, 0.4812572283828832, 0.36628342064085995, 0.08272671610313627];0.776751390053767;0.0021458568512982574;0.0;0.25182727649496717;24.456595171388198;4.004320564515241
20;210;1;1955.0;51.0;14934;[0.05430561135663586, 0.45660907995178784, 0.3855631445024776, 0.1035221641890987];0.6923967942690077;0.03050687204320536;0.050736470723650645;0.0;24.93885013207938;3.983113450105382
21;211;1;1971.0;51.0;14819;[0.0409609285376881, 0.3992847020716648, 0.4178419596463999, 0.14191240974424724];0.6946870773059471;0.050631409607847545;0.04773644778653968;0.04766698557461655;25.639449014751168;4.099028401992411
21;212;1;1961.0;51.0;14846;[0.04930621042705106, 0.428802371009026, 0.402936817998114, 0.11895460056580898];0.6958188718252633;0.04998634539764587;0.05115395093335488;0.05073502986197594;25.22654400557633;4.070461337055467
21;213;1;1996.0;52.0;14515;[0.04733034791594902, 0.41529452290733726, 0.4155700998966586, 0.12180502928005511];0.7053595719441855;0.04270050544689358;0.048414403773057085;0.0498322146214233;25.3390780498597;4.064087634402416
21;214;1;2010.0;51.0;15018;[0.04661073378612332, 0.42508989212944465, 0.40791050739113066, 0.12038886669330137];0.7025761525000559;0.05248972027362066;0.050068470492182625;0.051443746210208426;25.26551724326272;4.0326021402754915
