iteration;replicate;time;last_generation;population;bmi_category_prop;am;kid-father-cor;kid-mother-cor
1352;1;3672.0;100.0;5823;[0.17860209513996222, 0.32234243517087413, 0.32921174652241114, 0.16984372316675253];0.49780411453042506;0.6184882935014132;0.5843644684816957
1353;1;3601.0;100.0;5893;[0.16460207025284235, 0.28287799083658577, 0.318174104870185, 0.2343458340403869];0.24136898660153985;0.4936321050878269;0.5151866931179273
1354;1;3707.0;100.0;5899;[0.19003220884895744, 0.3185285641634175, 0.2964909306662146, 0.19494829632141042];0.032962602026683066;0.4240183955977802;0.4274899600761913
1355;1;3570.0;100.0;5778;[0.16476289373485636, 0.29871928002769127, 0.3243336794738664, 0.21218414676358602];0.19013551153397196;0.5057346763574164;0.518604446809085
1356;1;3570.0;100.0;5677;[0.1555398978333627, 0.29082261757970757, 0.3552932887088251, 0.19834419587810465];0.4128178856060163;0.586753602375856;0.5912156185416029
1357;1;3580.0;100.0;5800;[0.14844827586206896, 0.28172413793103446, 0.3729310344827586, 0.19689655172413792];0.564360709824358;0.6559466547930236;0.6644202407014346
1358;1;3587.0;100.0;5856;[0.11885245901639344, 0.3051571038251366, 0.3717554644808743, 0.20423497267759563];0.9082723828841552;0.7613860882399953;0.749308185272963
1359;1;3717.0;100.0;6006;[0.12104562104562104, 0.2703962703962704, 0.38161838161838163, 0.22693972693972694];0.6973558545527935;0.6986210386273065;0.6920979084224379
136;1;3484.0;100.0;5828;[0.04735758407687028, 0.16969800960878517, 0.4335964310226493, 0.34934797529169526];0.563130771499704;0.704005964908745;0.7031234230553013
1360;1;3513.0;100.0;5821;[0.11424153925442364, 0.26644906373475347, 0.3700395121113211, 0.2492698848995018];0.48017624276903037;0.5749822517206659;0.5825957943210931
1361;1;3475.0;100.0;5967;[0.12585889056477292, 0.26663314898609014, 0.3583040053628289, 0.24920395508630802];0.2605781169361196;0.5258044327557795;0.5174595093635109
1362;1;3524.0;101.0;5913;[0.15271435819381024, 0.29714189074919667, 0.31794351429054624, 0.2322002367664468];0.05231057191196117;0.43716764813818804;0.4384457144940307
1363;1;3534.0;100.0;5825;[0.11450643776824035, 0.26317596566523604, 0.34643776824034334, 0.27587982832618024];0.17098631652430357;0.4983865118702832;0.5142626992417133
1364;1;3462.0;100.0;5881;[0.11698690698860738, 0.254378507056623, 0.37884713484101346, 0.24978745111375616];0.40272216162536917;0.5566439742711723;0.5739047337142528
1365;1;3509.0;100.0;5951;[0.1225004200974626, 0.26835825911611494, 0.3644765585615863, 0.24466476222483616];0.6157872670268276;0.6443413680731117;0.6395027752891672
1366;1;3532.0;100.0;5918;[0.08110848259547145, 0.24974653599188915, 0.42412977357215276, 0.24501520784048664];0.8952883666022493;0.7433539313640766;0.7347146000918188
1367;1;3508.0;100.0;5951;[0.07494538732986053, 0.24617711309023693, 0.4115274743740548, 0.2673500252058478];0.7237807941345066;0.6719990965538235;0.6761804802436264
1368;1;3435.0;100.0;5822;[0.07969769838543456, 0.23531432497423566, 0.4115424252834078, 0.273445551356922];0.5373966206041053;0.592588177737007;0.5959973140728118
1369;1;3473.0;100.0;5888;[0.09103260869565218, 0.22894021739130435, 0.37839673913043476, 0.3016304347826087];0.22982462442561177;0.49948065585079343;0.49075404535800327
137;1;3557.0;100.0;5940;[0.029461279461279462, 0.14511784511784512, 0.4249158249158249, 0.40050505050505053];0.9022965254217478;0.8510058673604027;0.8509940374858719
1370;1;3480.0;100.0;5791;[0.08098773959592472, 0.23484717665342772, 0.3873251597306165, 0.29683992402003107];0.0576463020393389;0.425345898635838;0.45110468128312375
1371;1;3491.0;100.0;5997;[0.08604302151075538, 0.23945305986326496, 0.3791895947973987, 0.29531432382858097];0.15224368546984907;0.4692229603253443;0.4715509967270333
1372;1;3363.0;100.0;5910;[0.0817258883248731, 0.22910321489001692, 0.39898477157360407, 0.29018612521150594];0.41774589649722027;0.5684188424892953;0.5724056547118054
1373;1;3393.0;100.0;5819;[0.08919058257432548, 0.21928166351606806, 0.4076301770063585, 0.28389757690324796];0.6348865609216494;0.6365626632499247;0.6470354725568405
1374;1;3425.0;100.0;5882;[0.06528391703502211, 0.21829309758585516, 0.42604556273376404, 0.2903774226453587];0.8901918597456887;0.7109283532802434;0.7144326191312452
1375;1;3461.0;100.0;5886;[0.08783554196398233, 0.2161060142711519, 0.4004417261297995, 0.29561671763506625];0.7122088417170297;0.6953740637075825;0.6883824723837783
1376;1;3421.0;100.0;5799;[0.06656320055181927, 0.22728056561476118, 0.40938092774616314, 0.29677530608725644];0.5004771771409945;0.6120138793108116;0.5976929424288439
1377;1;3451.0;100.0;5772;[0.062023562023562025, 0.2247054747054747, 0.4265419265419265, 0.2867290367290367];0.27191061815258627;0.5041174424024915;0.4814314080717865
1378;1;3429.0;100.0;5926;[0.09281133985825177, 0.21363482956463045, 0.38423894701316236, 0.3093148835639554];0.06752781016354975;0.44260809005654284;0.4086077024758292
1379;1;3475.0;100.0;5841;[0.0820065057353193, 0.24738914569423043, 0.3701420989556583, 0.300462249614792];0.1184601800832647;0.461649918558585;0.4631127513167814
138;1;3438.0;100.0;5796;[0.028295376121463076, 0.15769496204278813, 0.42374051069703245, 0.39026915113871635];0.7242639849173194;0.7860817729134131;0.7748775654002428
1380;1;3437.0;100.0;6030;[0.053565505804311776, 0.2298507462686567, 0.424212271973466, 0.2923714759535655];0.36022703288449354;0.5290081596062686;0.5324089167935778
1381;1;3386.0;100.0;5821;[0.0625322109603161, 0.2049476035045525, 0.4172822539082632, 0.31523793162686825];0.6687448872090894;0.6446855535652357;0.6400781120901446
1382;1;3341.0;100.0;5872;[0.05688010899182561, 0.1927792915531335, 0.4521457765667575, 0.29819482288828336];0.8359583921371003;0.6762256414892677;0.6653364518114864
1383;1;3408.0;100.0;6070;[0.05634266886326195, 0.20774299835255355, 0.42191103789126855, 0.314003294892916];0.7349656207213612;0.6493811888418051;0.6451256364170603
1384;1;3554.0;100.0;5970;[0.05879396984924623, 0.19782244556113904, 0.43132328308207707, 0.31206030150753766];0.46098056658288217;0.586675458721096;0.5543261478053149
1385;1;3383.0;100.0;5794;[0.06748360372799447, 0.2072833966171902, 0.4004142216085606, 0.32481877804625475];0.2679369187994564;0.48448306951674847;0.510609024281281
1386;1;3322.0;100.0;6068;[0.057844429795649306, 0.21555702043506922, 0.39452867501647987, 0.3320698747528016];0.08478890686473244;0.4208720848431961;0.44216215513149276
1387;1;3374.0;100.0;6042;[0.05858987090367428, 0.2477656405163853, 0.38613042039059914, 0.3075140681893413];0.17086626987329848;0.4666343902452886;0.47128558195981535
1388;1;3341.0;100.0;5782;[0.05845728121757177, 0.2033898305084746, 0.3964026288481494, 0.3417502594258042];0.30537685536273207;0.503424141809095;0.5357602625132574
1389;1;3398.0;100.0;5877;[0.050025523226135786, 0.18955249276841926, 0.4161987408541773, 0.3442232431512677];0.6522404939684957;0.6395918807135079;0.6306057557634247
139;1;3499.0;100.0;5947;[0.04910038674962166, 0.15940810492685387, 0.4082730788632924, 0.38321842946023205];0.5251323619694285;0.7091493452780547;0.6853176625436332
1390;1;3305.0;100.0;5877;[0.048323974817083545, 0.18495831206397823, 0.43525608303556235, 0.33146163008337587];0.8878434163779354;0.7002942556441272;0.6990961287257477
1391;1;3391.0;100.0;5953;[0.06702502939694271, 0.211322022509659, 0.41323702334957163, 0.3084159247438266];0.7198549397832908;0.6536127933784733;0.6720934951089946
1392;1;3424.0;100.0;5834;[0.0786767226602674, 0.241001028453891, 0.3885841618100788, 0.29173808707576276];0.48663193165805396;0.5926813859193439;0.6000939012774673
1393;1;3446.0;100.0;5880;[0.06360544217687075, 0.21836734693877552, 0.4010204081632653, 0.31700680272108844];0.2690603569289514;0.5242361437450724;0.5199608693651954
1394;1;3439.0;100.0;5905;[0.08027095681625741, 0.24758679085520746, 0.37138018628281116, 0.300762066045724];0.06652151794111728;0.45051329877154533;0.47267864951163063
1395;1;3467.0;100.0;5826;[0.07826982492276004, 0.21249570889117747, 0.39890147614143495, 0.31033299004462755];0.1497541824390494;0.44391259052378457;0.44648317333733284
1396;1;3367.0;100.0;5836;[0.06751199451679232, 0.22446881425633997, 0.40575736806031526, 0.3022618231665524];0.3564499086040614;0.5429314766036278;0.5369915327590734
1397;1;3422.0;100.0;5927;[0.08486586806141387, 0.23688206512569596, 0.3855238737978741, 0.292728193015016];0.5243450964565727;0.6218482540527146;0.6240235162589292
1398;1;3401.0;100.0;5926;[0.06564292946338171, 0.20924738440769491, 0.4090448869389133, 0.3160647991900101];0.7978732150611293;0.710894270847647;0.7106910414334993
1399;1;3429.0;100.0;5880;[0.07772108843537415, 0.22210884353741497, 0.4054421768707483, 0.2947278911564626];0.6860322216677999;0.6900358750006279;0.679981456366557
14;1;3471.0;100.0;5897;[0.0023740885195862303, 0.060369679498049854, 0.39918602679328474, 0.5380702051890792];0.27801013731325064;0.5905601822455947;0.6304214505337473
140;1;3520.0;100.0;5771;[0.03968116444290418, 0.15196673020273782, 0.4351065673193554, 0.3732455380350026];0.3108019232800258;0.5937547646335422;0.5698563204109387
1400;1;3385.0;100.0;5818;[0.07768992781024407, 0.2500859401856308, 0.4044345135785493, 0.2677896184255758];0.5396687703305697;0.6323493964887862;0.6112972313367934
1401;1;3480.0;100.0;6000;[0.09866666666666667, 0.23816666666666667, 0.3875, 0.27566666666666667];0.31069100742640815;0.5551686575141833;0.5104156780863978
1402;1;3441.0;100.0;5953;[0.10246934318830841, 0.25264572484461617, 0.3586427011590795, 0.286242230807996];0.04816737153301418;0.4374291865306191;0.4293471172898266
1403;1;3481.0;100.0;5909;[0.08140125232695887, 0.23438822135725165, 0.36926721949568453, 0.3149433068201049];0.10718824053624063;0.47667573621623155;0.4629123914658267
1404;1;3579.0;100.0;5919;[0.08903531001858422, 0.2319648589288731, 0.3823280959621558, 0.2966717350903869];0.32178973230507435;0.5356720370202427;0.5520695449229943
1405;1;3471.0;100.0;6008;[0.08688415446071904, 0.2366844207723036, 0.39613848202396806, 0.2802929427430093];0.6235984191712775;0.668475620068312;0.6612950843637392
1406;1;3516.0;100.0;5815;[0.07549441100601892, 0.2467755803955288, 0.4154772141014617, 0.2622527944969905];0.8787853265610981;0.7498363730582855;0.7379078986879289
1407;1;3505.0;100.0;5899;[0.10255975589082895, 0.26784200711985084, 0.38294626207831833, 0.24665197491100185];0.7217785571227706;0.714162435438272;0.708223079903488
1408;1;3471.0;100.0;6001;[0.09948341943009499, 0.2576237293784369, 0.3832694550908182, 0.2596233961006499];0.5186316460362063;0.6281193394389996;0.6234272844770007
1409;1;3551.0;100.0;5778;[0.10609207338179301, 0.25216337833160263, 0.3894080996884735, 0.2523364485981308];0.2868484626005035;0.5437602859836826;0.49052283026465576
141;1;3470.0;100.0;5858;[0.030215090474564697, 0.14544213041993856, 0.4054284738818709, 0.4189143052236258];0.07021461466187381;0.45107066512290583;0.4585520089098404
1410;1;3537.0;100.0;5875;[0.1315744680851064, 0.27251063829787237, 0.326468085106383, 0.2694468085106383];0.0801572162579211;0.4371945973218034;0.46858165839813193
1411;1;3521.0;100.0;5770;[0.16620450606585788, 0.28648180242634314, 0.3237435008665511, 0.22357019064124783];0.14099826664973072;0.4767248995475565;0.4898466403679387
1412;1;3559.0;100.0;5891;[0.11084705482940078, 0.2795790188423018, 0.3758275335257172, 0.2337463928025802];0.3788611683932112;0.5727961646954459;0.5634111097328557
1413;1;3546.0;100.0;5943;[0.13494867911829042, 0.2751135790005048, 0.3607605586404173, 0.22917718324078748];0.546901020976193;0.6560433692599253;0.6509679485800155
1414;1;3527.0;100.0;5940;[0.10808080808080808, 0.2863636363636364, 0.3877104377104377, 0.21784511784511784];0.8936039811214298;0.7439992328054785;0.7573985794183624
1415;1;3723.0;100.0;5815;[0.15391229578675839, 0.2863284608770421, 0.33809114359415304, 0.22166809974204643];0.8249493303954897;0.7640031719833196;0.7682298377009165
1416;1;3629.0;100.0;5994;[0.1454788121454788, 0.3013013013013013, 0.3351685018351685, 0.21805138471805138];0.5477043702197295;0.6411394785160368;0.6346327838993485
1417;1;3606.0;100.0;5941;[0.1905403130786063, 0.2876620097626662, 0.31358357178926105, 0.2082141053694664];0.32573638938697635;0.5600122309942022;0.5364279313192014
1418;1;3638.0;100.0;5776;[0.19529085872576177, 0.31319252077562326, 0.31475069252077564, 0.17676592797783933];0.0864219382312922;0.4536640307094154;0.4500858705618944
1419;1;3624.0;100.0;5941;[0.19357010604275374, 0.3031476182460865, 0.28581046961790946, 0.21747180609325029];0.12892186062922617;0.5108771352599346;0.48445080962027753
142;1;3400.0;100.0;5928;[0.03053306342780027, 0.14153171390013494, 0.414136302294197, 0.41379892037786775];0.12926053030117993;0.48715614153321385;0.49720529635838484
1420;1;3534.0;100.0;5904;[0.1578590785907859, 0.30064363143631434, 0.34146341463414637, 0.2000338753387534];0.3603619229673602;0.5876005294397064;0.5739010547100238
1421;1;3666.0;100.0;5912;[0.1459742895805142, 0.2988836265223275, 0.3371109607577808, 0.21803112313937753];0.6122536688380723;0.6486243675566794;0.6916266356119257
1422;1;3525.0;100.0;5856;[0.15146857923497267, 0.2696379781420765, 0.36526639344262296, 0.21362704918032788];0.8150247973212447;0.7556611676580425;0.7411105934891283
1423;1;3516.0;100.0;5930;[0.12984822934232715, 0.275716694772344, 0.369814502529511, 0.22462057335581787];0.7260185130548384;0.6831228489936206;0.696038237983815
1424;1;3537.0;100.0;5738;[0.11205995120250958, 0.28058556988497735, 0.3605785988149181, 0.246775880097595];0.5513309290939472;0.6400939943527636;0.6287888060808634
1425;1;3470.0;100.0;5764;[0.14989590562109645, 0.30829285218598196, 0.31748785565579457, 0.224323386537127];0.27784691796910543;0.5259027014320145;0.5171442967774634
1426;1;3562.0;100.0;5982;[0.12353727850217319, 0.26178535606820463, 0.3488799732530926, 0.2657973921765296];0.09617367450021475;0.46821595634190133;0.4678681964715758
1427;1;3579.0;100.0;6011;[0.11162868075195476, 0.24338712360672102, 0.34786225253701547, 0.2971219431043088];0.11072946901781686;0.4717132899866334;0.45882947886232667
1428;1;3514.0;101.0;5853;[0.10131556466769179, 0.26123355544165383, 0.3686998120621903, 0.26875106782846403];0.34523842701228086;0.5621918009287105;0.5697629910100475
1429;1;3540.0;101.0;5923;[0.10113118352186393, 0.2390680398446733, 0.3970960661826777, 0.2627047104507851];0.580294114821227;0.6568656745680624;0.6630360673218586
143;1;3485.0;100.0;5809;[0.02892064038560854, 0.15493200206576002, 0.44155620588741606, 0.37459115166121537];0.38387488184344115;0.6126536737500963;0.5992452620942038
1430;1;3496.0;100.0;5729;[0.10071565718275441, 0.24122883574794904, 0.3777273520684238, 0.28032815500087277];0.8322837570018851;0.745875189918812;0.7402211854322895
1431;1;3534.0;100.0;5810;[0.09173838209982789, 0.23717728055077453, 0.4065404475043029, 0.26454388984509464];0.8119613831438375;0.7405480213649358;0.7504092492080842
1432;1;3463.0;100.0;5772;[0.07744282744282745, 0.21604296604296605, 0.41493416493416496, 0.2915800415800416];0.5759503104262755;0.6304362499733799;0.6175537848756109
1433;1;3581.0;100.0;5869;[0.07275515420003408, 0.21911739649003237, 0.3779178735730107, 0.33020957573692283];0.3140396831657613;0.5445908899170588;0.5649884955307071
1434;1;3615.0;100.0;5924;[0.08592167454422688, 0.24949358541525996, 0.39196488858879136, 0.2726198514517218];0.11116935939415706;0.4830906179450257;0.462184259457287
1435;1;3504.0;100.0;5910;[0.08358714043993232, 0.25972927241962773, 0.3693739424703892, 0.28730964467005077];0.12824055582626456;0.44971602474551786;0.4671686441234205
1436;1;3421.0;100.0;5963;[0.07999329196713063, 0.23075633070602045, 0.3853764883447929, 0.30387388898205603];0.33212213057179946;0.5528131005646689;0.5578956769799517
1437;1;3524.0;100.0;5836;[0.06922549691569568, 0.20099383139136395, 0.4006168608636052, 0.32916381082933516];0.5152599810494518;0.6267340477116424;0.5885705627972081
1438;1;3403.0;100.0;5948;[0.07817753866845999, 0.20208473436449226, 0.4317417619367855, 0.28799596503026226];0.7877984169352569;0.7064780309684806;0.7009966752217568
1439;1;3540.0;100.0;6047;[0.05506862907226724, 0.19431122870845047, 0.4319497271374235, 0.3186704150818588];0.7088023599528285;0.675928565273901;0.6655347622192255
144;1;3482.0;100.0;5828;[0.016300617707618394, 0.1192518874399451, 0.408716540837337, 0.4557309540150995];0.6344713136040488;0.6978247157224662;0.7092327938837454
1440;1;3427.0;100.0;5948;[0.06254203093476798, 0.21166778749159382, 0.40635507733691995, 0.3194351042367182];0.5694127522621284;0.6153223084598547;0.6356421538042852
1441;1;3373.0;100.0;6044;[0.06072137657180675, 0.20780939774983453, 0.42786234281932495, 0.30360688285903376];0.2872689421195261;0.5142748710046781;0.5370283718128129
1442;1;3419.0;100.0;5939;[0.08738844923387776, 0.22141774709547063, 0.37127462535780437, 0.3199191783128473];0.08886501959793067;0.4809564405527874;0.45812649123740956
1443;1;3446.0;100.0;5888;[0.07252038043478261, 0.2184103260869565, 0.3772078804347826, 0.33186141304347827];0.11720255104343814;0.47696329781815344;0.4453273970748446
1444;1;3381.0;100.0;5854;[0.07157499145883157, 0.22531602323197814, 0.40929279125384355, 0.29381619405534676];0.34196443444551716;0.5694705082483148;0.5645980922849414
1445;1;3362.0;100.0;5962;[0.054679637705467965, 0.1813149949681315, 0.4404562227440456, 0.3235491445823549];0.5715100915086807;0.6252547706008705;0.6216003083069315
1446;1;3386.0;100.0;5893;[0.052265399626675715, 0.180044120142542, 0.4507042253521127, 0.3169862548786696];0.7964583817132443;0.6721744436424314;0.6888061007178018
1447;1;3297.0;100.0;6040;[0.03642384105960265, 0.16903973509933776, 0.4359271523178808, 0.3586092715231788];0.8244529154435669;0.6914236358919651;0.6875770685406205
1448;1;3395.0;100.0;5838;[0.03854059609455293, 0.16546762589928057, 0.4265159301130524, 0.3694758478931141];0.5968883820156929;0.6046525575560944;0.6231678300748835
1449;1;3369.0;100.0;6014;[0.043731293648154305, 0.21267043565014965, 0.41286997006983706, 0.330728300631859];0.36674776210116705;0.5354643105346009;0.5582788121468706
145;1;3469.0;100.0;5955;[0.01645675902602855, 0.11821998320738875, 0.41763224181360203, 0.44769101595298066];0.9054131631974887;0.8262783097057901;0.8345347440064077
1450;1;3337.0;100.0;5892;[0.058384249830278345, 0.23099117447386286, 0.39324507807196196, 0.31737949762389683];0.11973030741374976;0.48219801399143575;0.4410986295284092
1451;1;3375.0;100.0;5835;[0.06392459297343617, 0.20308483290488433, 0.40359897172236503, 0.3293916023993145];0.08290657428246763;0.471812602292513;0.4547918235312294
1452;1;3441.0;100.0;6050;[0.06396694214876034, 0.1943801652892562, 0.4095867768595041, 0.33206611570247935];0.295865062799913;0.5462071982490446;0.49487946331944804
1453;1;3348.0;100.0;5929;[0.05380333951762523, 0.17405970652723898, 0.43683589138134593, 0.33530106257378983];0.5657607272814087;0.5852019064590728;0.5941979932942972
1454;1;3321.0;100.0;5951;[0.04436229205175601, 0.20097462611325828, 0.4108553184338767, 0.3438077634011091];0.8053966510347509;0.7041521633653738;0.6983114241128606
1455;1;3508.0;100.0;5825;[0.048240343347639485, 0.18626609442060085, 0.4497854077253219, 0.31570815450643774];0.8051698839100482;0.7099560512822936;0.708769893437086
1456;1;3404.0;100.0;5814;[0.06054351565187478, 0.19504643962848298, 0.43429652562779497, 0.31011351909184726];0.5297336705430945;0.6008782628074998;0.594363177323442
1457;1;3393.0;100.0;5989;[0.04441476039405577, 0.19435631991985305, 0.4469861412589748, 0.3142427784271164];0.34484602376094836;0.5368772035570932;0.5300676789365698
1458;1;3347.0;100.0;5821;[0.05445799690774781, 0.21559869438240853, 0.3904827349252706, 0.3394605737845731];0.11697438947315528;0.4693892981704319;0.47140773115144646
1459;1;3409.0;100.0;5851;[0.06580071782601264, 0.24457357716629635, 0.3633566911639036, 0.32626901384378737];0.09118189598195216;0.458703807068335;0.42750230739025064
146;1;3482.0;100.0;5788;[0.019177608845888046, 0.12940566689702834, 0.4305459571527298, 0.42087076710435384];0.7372156781524284;0.7930368713759799;0.7906660434120553
1460;1;3430.0;100.0;6024;[0.0703851261620186, 0.2053452855245684, 0.4123505976095618, 0.31191899070385126];0.28462508836771727;0.5564158210966;0.5237604364686159
1461;1;3396.0;100.0;5891;[0.05805465965031404, 0.20200305550840264, 0.38855881853675095, 0.3513834663045323];0.57294300978297;0.6364248752116594;0.638419614818968
1462;1;3425.0;100.0;5926;[0.04978062774215322, 0.19794127573405332, 0.43368207897401284, 0.3185960175497806];0.7621803974785213;0.687408646525911;0.6566933945535183
1463;1;3516.0;100.0;5907;[0.05823599119688505, 0.18215676316234974, 0.4299983070932792, 0.329608938547486];0.8738338109995112;0.7362773426601585;0.7399613911594787
1464;1;3497.0;100.0;5899;[0.06526529920325479, 0.2212239362603831, 0.40939142227496184, 0.30411934226140025];0.5456072778223163;0.635082298760695;0.6244432437241857
1465;1;3463.0;100.0;5823;[0.07264296754250386, 0.19783616692426584, 0.4234930448222566, 0.30602782071097373];0.3097726348709276;0.5619305424659292;0.5640163385319491
1466;1;3426.0;100.0;5849;[0.07095229953838263, 0.20755684732432894, 0.3976748162078988, 0.32381603692938965];0.09795602332051191;0.47417077231021304;0.4711588743688132
1467;1;3526.0;100.0;5817;[0.08114148186350352, 0.2408457968024755, 0.3857658586900464, 0.29224686264397454];0.07183569013428122;0.4817644451347878;0.4395456989768948
1468;1;3556.0;100.0;5814;[0.07567939456484347, 0.21018231854145167, 0.3971448228414173, 0.31699346405228757];0.31679739553199254;0.542524429193176;0.5551167115746156
1469;1;3515.0;100.0;5735;[0.08823016564952049, 0.23347863993025283, 0.387794245858762, 0.2904969485614647];0.5246749925129767;0.6666780736059594;0.655845836761623
147;1;3465.0;100.0;5999;[0.016002667111185198, 0.11835305884314053, 0.43357226204367394, 0.43207201200200035];0.564518568197353;0.6853607104804869;0.6941958708390448
1470;1;3479.0;100.0;5953;[0.08331933478918192, 0.2286242230807996, 0.39492692759952963, 0.29312951453048885];0.8027538051901899;0.7227285015875131;0.7134184121688717
1471;1;3592.0;100.0;5930;[0.06357504215851602, 0.21922428330522767, 0.42344013490725124, 0.29376053962900506];0.7901090493126393;0.7349140042228368;0.71315124407116
1472;1;3605.0;100.0;6039;[0.08577579069382348, 0.237290942208975, 0.40238450074515647, 0.27454876635204506];0.6262153770860251;0.6819225548097775;0.666825352255828
1473;1;3473.0;100.0;5814;[0.10612315101479187, 0.24011007911936705, 0.3789129686962504, 0.27485380116959063];0.3294263700784508;0.5539871343688153;0.584808949580529
1474;1;3581.0;100.0;5741;[0.11583347848806828, 0.2569238808569936, 0.36544156070371014, 0.26180107995122803];0.12000091685051409;0.4575014997805359;0.4881101882551508
1475;1;3528.0;100.0;5784;[0.12482710926694329, 0.2743775933609959, 0.3309128630705394, 0.2698824343015214];0.07896631836335835;0.47211257493102;0.460491433794573
1476;1;3587.0;100.0;5763;[0.1273642200242929, 0.2644456012493493, 0.3517265313204928, 0.256463647405865];0.31824867590073147;0.5631222294056402;0.5861839706282821
1477;1;3546.0;100.0;5783;[0.10409821891751686, 0.2664706899533114, 0.3563894172574788, 0.27304167387169287];0.5694746910052815;0.648891473720919;0.6334736337117253
1478;1;3625.0;100.0;6001;[0.10781536410598233, 0.2766205632394601, 0.3816030661556407, 0.23396100649891685];0.8055227595797653;0.7588132412685482;0.7399839371586667
1479;1;3510.0;100.0;5733;[0.1271585557299843, 0.2696668410954125, 0.38077795220652366, 0.22239665096807953];0.852320775076781;0.799673792851818;0.7976896515664746
148;1;3487.0;100.0;5916;[0.018762677484787018, 0.10919540229885058, 0.4200473292765382, 0.4519945909398242];0.29416628095576636;0.5844007533248343;0.5722082562321997
1480;1;3571.0;100.0;5738;[0.15754618333914255, 0.2980132450331126, 0.3469850121993726, 0.19745555942837226];0.6312825786426912;0.7102468777313523;0.7069912787039593
1481;1;3676.0;100.0;5744;[0.16190807799442897, 0.30553621169916434, 0.33008356545961004, 0.20247214484679665];0.3476539480470229;0.5726252203342496;0.5516212857065623
1482;1;3675.0;100.0;5797;[0.1900983267207176, 0.3124029670519234, 0.3129204761083319, 0.18457823011902708];0.1474759157037626;0.5041564786688639;0.48576749780833284
1483;1;3574.0;100.0;5823;[0.17001545595054096, 0.3269792203331616, 0.2970977159539756, 0.20590760776232184];0.07075495189494753;0.4418156464151253;0.4580909587615266
1484;1;3568.0;100.0;5763;[0.16310949158424431, 0.32188096477529066, 0.32274856845393024, 0.1922609751865348];0.27155180962206993;0.5608467396242739;0.5619305862403903
1485;1;3515.0;100.0;5719;[0.16209127469837384, 0.29200909249868856, 0.3178877426123448, 0.22801189019059276];0.5333590925266817;0.664354430388641;0.6550473082692895
1486;1;3546.0;100.0;5943;[0.11593471310785798, 0.2623254248695945, 0.37876493353525154, 0.242974928487296];0.7735365079664731;0.7567037497959996;0.7494341105511583
1487;1;3567.0;100.0;5769;[0.1235916103310799, 0.2910383081989946, 0.36990812965851966, 0.2154619518114058];0.8859307452851581;0.7906267777534074;0.7937100386546844
1488;1;3561.0;100.0;5887;[0.11160183455070494, 0.25055206386954304, 0.3991846441311364, 0.23866145744861558];0.589860258547186;0.6721007567631065;0.6798198616946504
1489;1;3539.0;100.0;5930;[0.10994940978077572, 0.27706576728499155, 0.3691399662731872, 0.24384485666104552];0.36541332984925207;0.5745602607459864;0.5811371179911535
149;1;3520.0;100.0;6011;[0.02029612377308268, 0.17650973215771087, 0.39078356346697724, 0.41241058060222924];0.03991921472482297;0.4542859774219999;0.46911107142947606
1490;1;3472.0;100.0;5928;[0.13191632928475033, 0.2515182186234818, 0.3410931174089069, 0.275472334682861];0.1333682081997866;0.5126808454276669;0.48068520109460344
1491;1;3520.0;100.0;5776;[0.12309556786703602, 0.25415512465373963, 0.36132271468144045, 0.2614265927977839];0.07358288120331073;0.43989699269052857;0.47043310790244813
1492;1;3526.0;100.0;5751;[0.07633455051295426, 0.24187097896018084, 0.40897235263432447, 0.2728221178925404];0.29595018070454554;0.5466857527555695;0.5560758039933102
1493;1;3614.0;100.0;5794;[0.09199171556782879, 0.23230928546772522, 0.40075940628236106, 0.2749395926820849];0.5142407870660687;0.6408372827472997;0.644116453856172
1494;1;3541.0;100.0;5848;[0.08396032831737346, 0.23119015047879618, 0.4110807113543092, 0.2737688098495212];0.7331821716838611;0.697433529558285;0.6833343625589396
1495;1;3601.0;100.0;5985;[0.06482873851294904, 0.18847117794486215, 0.4309106098579783, 0.3157894736842105];0.8610440630877487;0.749186819500108;0.7495078551885886
1496;1;3519.0;100.0;5903;[0.0570896154497713, 0.19888192444519737, 0.42859562934101303, 0.3154328307640183];0.6620507697374772;0.6683734048876874;0.6727200151579047
1497;1;3601.0;101.0;5943;[0.06713780918727916, 0.2407874810701666, 0.408716136631331, 0.2833585731112233];0.3476831446316364;0.5462091855746487;0.5701635610036292
1498;1;3398.0;100.0;5916;[0.07910750507099391, 0.25270453008789723, 0.38911426639621366, 0.2790736984448952];0.15388224911452095;0.46334473983256436;0.48873247014567955
1499;1;3488.0;100.0;5983;[0.09159284639812804, 0.24903894367374227, 0.3600200568276784, 0.29934815310045126];0.04578841214418296;0.47850581900908057;0.4494174331639239
15;1;3580.0;100.0;6052;[0.0019828155981493722, 0.029576999339061466, 0.37954395241242567, 0.5888962326503635];0.504492380807568;0.7087487665386142;0.6965392557379221
150;1;3372.0;100.0;5861;[0.018426889609281693, 0.1296707046579082, 0.41016891315475174, 0.44173349257805833];0.1356996301431252;0.5056810902060945;0.49943931111531065
1500;1;3448.0;100.0;5812;[0.055746730901582935, 0.19218857536132142, 0.40364762560220235, 0.3484170681348933];0.26923121031188557;0.525710265110582;0.5304181578336188
1501;1;3447.0;100.0;6012;[0.07285429141716566, 0.19760479041916168, 0.41084497671324016, 0.31869594145043245];0.49692211465809094;0.616989497861064;0.614974673299341
