iteration;iteration_exp;replicate;time;last_generation;population;bmi_category_prop;am_bmi;am_pgs;genetic_variance;vertical_trans_variance;average_bmi;sd_bmi
0;1;1;2003.0;51.0;12570;[0.07159904534606205, 0.4858392999204455, 0.3601431980906921, 0.08241845664280031];0.43279651886289405;0.017807694737838015;0.0;0.0;24.425003539901805;4.038603796416586
0;10;1;2010.0;51.0;13655;[0.07198828268033687, 0.4908092273892347, 0.3586964481874771, 0.0785060417429513];0.43203536407074167;-0.009386397019020434;0.0;0.0;24.36039218668528;4.000178769210579
0;100;1;2009.0;51.0;14371;[0.0688191496764317, 0.4923109039036949, 0.3584997564539698, 0.08037018996590356];0.4153233619305734;0.005979278070118665;0.0;0.0;24.39412771307149;3.9759642751279123
9;1000;1;1991.0;51.0;12687;[0.07290927721289509, 0.4842752423740837, 0.361314731615039, 0.08150074879798219];0.4239783732927072;0.04830048361376595;0.09977613634889605;0.048648506594013464;24.376408257739403;4.04434012938802
10;1001;1;1970.0;51.0;14385;[0.06875217240180743, 0.44386513729579424, 0.3735835940215502, 0.11379909628084811];0.427824473711055;0.09262684032228408;0.09783948016307199;0.24258518627700518;24.854085490650807;4.261585371765837
10;1002;1;2044.0;51.0;13273;[0.07202591727567242, 0.46086039327959016, 0.36193776840201913, 0.1051759210427183];0.4391879328075425;0.08334293628963116;0.09669561289305187;0.238008655983356;24.68133987789908;4.202608586839732
10;1003;1;2002.0;51.0;14544;[0.06985698569856985, 0.4577145214521452, 0.36922442244224424, 0.1032040704070407];0.4258812676024997;0.08236186213591593;0.09588640671241562;0.23673311636925704;24.692723903426213;4.2070423929849925
10;1004;1;1997.0;51.0;12843;[0.0749046173012536, 0.4565132757143969, 0.36603597290352724, 0.10254613408082223];0.4484736144446575;0.1001015732013319;0.096994943414267;0.2433957538418137;24.64291345183795;4.244252192684501
10;1005;1;2055.0;51.0;13735;[0.07826720058245358, 0.46275937386239535, 0.36141244994539495, 0.0975609756097561];0.4478324322647904;0.08832624445595356;0.096921482212721;0.23689046669284278;24.519797967171044;4.205372115907803
10;1006;1;2003.0;51.0;13414;[0.07708364395407782, 0.4734605635902788, 0.35433129566124943, 0.09512449679439391];0.422718409632417;0.06186451244956332;0.09616543961078779;0.2291069142442837;24.470248639716157;4.23217648296081
10;1007;1;2079.0;51.0;13626;[0.09848818435344195, 0.48972552473212977, 0.32841626302656685, 0.08337002788786144];0.43883400893740904;0.07236936500509504;0.09184400324500726;0.24275036911730982;24.036688002163537;4.312087767303569
10;1008;1;1999.0;51.0;13098;[0.07566040616888074, 0.4511375782562223, 0.37165979538860894, 0.10154222018628799];0.4616402517999483;0.0982286115242184;0.09809570465793371;0.23829074301938064;24.664238624284796;4.264239077173984
10;1009;1;2019.0;51.0;13945;[0.0937970598780925, 0.48425959125134455, 0.337540337038365, 0.08440301183219792];0.438055951256079;0.10254062529047306;0.09750426504178307;0.2329900861327312;24.132505001917757;4.294705492167248
1;101;1;2022.0;51.0;14158;[0.0702782878937703, 0.4875688656589914, 0.3604322644441305, 0.08172058200310778];0.4228623559687075;-0.018961687266261015;0.0;0.05205858068292804;24.43711133469721;3.988058354982725
10;1010;1;2006.0;51.0;12754;[0.07738748627881449, 0.46471695154461345, 0.35714285714285715, 0.10075270503371492];0.4466423337677392;0.08852706231851065;0.09522973996544047;0.2371160902609126;24.584699802400465;4.249533306211371
10;1011;1;2002.0;51.0;14999;[0.07847189812654178, 0.47736515767717846, 0.35315687712514165, 0.09100606707113808];0.430791507897362;0.08358776460733255;0.09590851392522126;0.23966145506325803;24.41580057753746;4.193142466638113
10;1012;1;1975.0;51.0;12341;[0.0689571347540718, 0.44680333846527837, 0.369419009804716, 0.11482051697593387];0.421563536498288;0.10857353213592402;0.09474633992317785;0.24579177810598876;24.839695041707174;4.254345033465116
10;1013;1;1986.0;51.0;12491;[0.0790168921623569, 0.47282043071011126, 0.3552157553438476, 0.09294692178368426];0.4492890392132499;0.10040371099397868;0.1023625269043371;0.23219756214154708;24.445089922297186;4.205793431963176
