iteration;replicate;init_pop;fertility_type;heritability_type;mating_type;random_mating;leakage;fertility_factor
1030;1;1000;additive;preston;defined;0.6986890903266166;0.06179272688442758;0.22392436386934267
1030;2;1000;additive;preston;defined;0.6986890903266166;0.06179272688442758;0.22392436386934267
1031;1;1000;additive;preston;defined;0.5119390903266278;0.061292726884427606;0.2332243638693446
1031;2;1000;additive;preston;defined;0.5119390903266278;0.061292726884427606;0.2332243638693446
1032;1;1000;additive;preston;defined;0.325189090326639;0.060792726884427634;0.24252436386934387
1032;2;1000;additive;preston;defined;0.325189090326639;0.060792726884427634;0.24252436386934387
1033;1;1000;additive;preston;defined;0.13843909032662305;0.060292726884427494;0.2518243638693444
1033;2;1000;additive;preston;defined;0.13843909032662305;0.060292726884427494;0.2518243638693444
1034;1;1000;additive;preston;defined;0.04831090967336567;0.05979272688442755;0.2611243638693437
1034;2;1000;additive;preston;defined;0.04831090967336567;0.05979272688442755;0.2611243638693437
1035;1;1000;additive;preston;defined;0.23506090967335452;0.05929272688442755;0.270424363869343
1035;2;1000;additive;preston;defined;0.23506090967335452;0.05929272688442755;0.270424363869343
1036;1;1000;additive;preston;defined;0.4218109096733704;0.05879272688442744;0.27972436386934363
1036;2;1000;additive;preston;defined;0.4218109096733704;0.05879272688442744;0.27972436386934363
1037;1;1000;additive;preston;defined;0.6085609096733593;0.058292726884427465;0.2890243638693428
1037;2;1000;additive;preston;defined;0.6085609096733593;0.058292726884427465;0.2890243638693428
1038;1;1000;additive;preston;defined;0.7046890903266247;0.05779272688442752;0.2983243638693436
1038;2;1000;additive;preston;defined;0.7046890903266247;0.05779272688442752;0.2983243638693436
1039;1;1000;additive;preston;defined;0.517939090326636;0.057292726884427575;0.29237563613065737
1039;2;1000;additive;preston;defined;0.517939090326636;0.057292726884427575;0.29237563613065737
104;1;1000;additive;preston;defined;0.3708109096733584;0.47520727311557254;0.012124363869343596
104;2;1000;additive;preston;defined;0.3708109096733584;0.47520727311557254;0.012124363869343596
1040;1;1000;additive;preston;defined;0.33118909032662003;0.0567927268844276;0.2830756361306554
1040;2;1000;additive;preston;defined;0.33118909032662003;0.0567927268844276;0.2830756361306554
1041;1;1000;additive;preston;defined;0.14443909032663127;0.05629272688442763;0.2737756361306561
1041;2;1000;additive;preston;defined;0.14443909032663127;0.05629272688442763;0.2737756361306561
1042;1;1000;additive;preston;defined;0.0423109096733575;0.05579272688442766;0.26447563613065683
1042;2;1000;additive;preston;defined;0.0423109096733575;0.05579272688442766;0.26447563613065683
1043;1;1000;additive;preston;defined;0.2290609096733735;0.05529272688442752;0.2551756361306562
1043;2;1000;additive;preston;defined;0.2290609096733735;0.05529272688442752;0.2551756361306562
1044;1;1000;additive;preston;defined;0.4158109096733623;0.054792726884427545;0.24587563613065697
1044;2;1000;additive;preston;defined;0.4158109096733623;0.054792726884427545;0.24587563613065697
1045;1;1000;additive;preston;defined;0.6025609096733783;0.05429272688442746;0.23657563613065635
1045;2;1000;additive;preston;defined;0.6025609096733783;0.05429272688442746;0.23657563613065635
1046;1;1000;additive;preston;defined;0.7106890903266331;0.05379272688442746;0.22727563613065713
1046;2;1000;additive;preston;defined;0.7106890903266331;0.05379272688442746;0.22727563613065713
1047;1;1000;additive;preston;defined;0.523939090326617;0.05329272688442749;0.21797563613065649
1047;2;1000;additive;preston;defined;0.523939090326617;0.05329272688442749;0.21797563613065649
1048;1;1000;additive;preston;defined;0.33718909032662825;0.05279272688442757;0.20867563613065723
1048;2;1000;additive;preston;defined;0.33718909032662825;0.05279272688442757;0.20867563613065723
1049;1;1000;additive;preston;defined;0.1504390903266123;0.0522927268844276;0.19937563613065526
1049;2;1000;additive;preston;defined;0.1504390903266123;0.0522927268844276;0.19937563613065526
105;1;1000;additive;preston;defined;0.5575609096733574;0.4757072731155725;0.021424363869343554
105;2;1000;additive;preston;defined;0.5575609096733574;0.4757072731155725;0.021424363869343554
1050;1;1000;additive;preston;defined;0.03631090967337648;0.0517927268844276;0.19007563613065603
1050;2;1000;additive;preston;defined;0.03631090967337648;0.0517927268844276;0.19007563613065603
1051;1;1000;additive;preston;defined;0.22306090967336534;0.051292726884427625;0.18077563613065678
1051;2;1000;additive;preston;defined;0.22306090967336534;0.051292726884427625;0.18077563613065678
1052;1;1000;additive;preston;defined;0.4098109096733813;0.050792726884427514;0.17147563613065617
1052;2;1000;additive;preston;defined;0.4098109096733813;0.050792726884427514;0.17147563613065617
1053;1;1000;additive;preston;defined;0.5965609096733702;0.05029272688442754;0.16217563613065694
1053;2;1000;additive;preston;defined;0.5965609096733702;0.05029272688442754;0.16217563613065694
1054;1;1000;additive;preston;defined;0.716689090326614;0.04979272688442746;0.15287563613065633
1054;2;1000;additive;preston;defined;0.716689090326614;0.04979272688442746;0.15287563613065633
1055;1;1000;additive;preston;defined;0.5299390903266252;0.04929272688442746;0.14357563613065707
1055;2;1000;additive;preston;defined;0.5299390903266252;0.04929272688442746;0.14357563613065707
1056;1;1000;additive;preston;defined;0.34318909032660927;0.048792726884427484;0.13427563613065646
1056;2;1000;additive;preston;defined;0.34318909032660927;0.048792726884427484;0.13427563613065646
1057;1;1000;additive;preston;defined;0.15643909032662046;0.04829272688442757;0.12497563613065721
1057;2;1000;additive;preston;defined;0.15643909032662046;0.04829272688442757;0.12497563613065721
1058;1;1000;additive;preston;defined;0.03031090967339542;0.04779272688442757;0.11567563613065523
1058;2;1000;additive;preston;defined;0.03031090967339542;0.04779272688442757;0.11567563613065523
1059;1;1000;additive;preston;defined;0.21706090967338432;0.04729272688442762;0.106375636130656
1059;2;1000;additive;preston;defined;0.21706090967338432;0.04729272688442762;0.106375636130656
106;1;1000;additive;preston;defined;0.7443109096733597;0.4762072731155724;0.030724363869343428
106;2;1000;additive;preston;defined;0.7443109096733597;0.4762072731155724;0.030724363869343428
1060;1;1000;additive;preston;defined;0.4038109096733731;0.04679272688442762;0.09707563613065673
1060;2;1000;additive;preston;defined;0.4038109096733731;0.04679272688442762;0.09707563613065673
1061;1;1000;additive;preston;defined;0.590560909673389;0.04629272688442754;0.08777563613065613
1061;2;1000;additive;preston;defined;0.590560909673389;0.04629272688442754;0.08777563613065613
1062;1;1000;additive;preston;defined;0.7226890903266221;0.045792726884427565;0.07847563613065686
1062;2;1000;additive;preston;defined;0.7226890903266221;0.045792726884427565;0.07847563613065686
1063;1;1000;additive;preston;defined;0.5359390903266062;0.04529272688442745;0.06917563613065628
1063;2;1000;additive;preston;defined;0.5359390903266062;0.04529272688442745;0.06917563613065628
1064;1;1000;additive;preston;defined;0.3491890903266174;0.04479272688442745;0.059875636130657016
1064;2;1000;additive;preston;defined;0.3491890903266174;0.04479272688442745;0.059875636130657016
1065;1;1000;additive;preston;defined;0.16243909032660148;0.04429272688442748;0.05057563613065639
1065;2;1000;additive;preston;defined;0.16243909032660148;0.04429272688442748;0.05057563613065639
1066;1;1000;additive;preston;defined;0.024310909673387254;0.04379272688442751;0.04127563613065715
1066;2;1000;additive;preston;defined;0.024310909673387254;0.04379272688442751;0.04127563613065715
1067;1;1000;additive;preston;defined;0.21106090967337615;0.04329272688442756;0.03197563613065656
1067;2;1000;additive;preston;defined;0.21106090967337615;0.04329272688442756;0.03197563613065656
1068;1;1000;additive;preston;defined;0.39781090967336497;0.04279272688442759;0.02267563613065595
1068;2;1000;additive;preston;defined;0.39781090967336497;0.04279272688442759;0.02267563613065595
1069;1;1000;additive;preston;defined;0.5845609096733537;0.04229272688442762;0.013375636130656659
1069;2;1000;additive;preston;defined;0.5845609096733537;0.04229272688442762;0.013375636130656659
107;1;1000;additive;preston;defined;0.5689390903266414;0.47670727311557237;0.04002436386934339
107;2;1000;additive;preston;defined;0.5689390903266414;0.47670727311557237;0.04002436386934339
1070;1;1000;additive;preston;defined;0.7286890903266303;0.041792726884427533;0.004075636130656019
1070;2;1000;additive;preston;defined;0.7286890903266303;0.041792726884427533;0.004075636130656019
1071;1;1000;additive;preston;defined;0.5419390903266416;0.04129272688442756;0.005224363869343223
1071;2;1000;additive;preston;defined;0.5419390903266416;0.04129272688442756;0.005224363869343223
1072;1;1000;additive;preston;defined;0.3551890903266256;0.04079272688442745;0.014524363869343748
1072;2;1000;additive;preston;defined;0.3551890903266256;0.04079272688442745;0.014524363869343748
1073;1;1000;additive;preston;defined;0.16843909032663673;0.04029272688442748;0.023824363869343022
1073;2;1000;additive;preston;defined;0.16843909032663673;0.04029272688442748;0.023824363869343022
1074;1;1000;additive;preston;defined;0.018310909673379047;0.03979272688442753;0.03312436386934363
1074;2;1000;additive;preston;defined;0.018310909673379047;0.03979272688442753;0.03312436386934363
1075;1;1000;additive;preston;defined;0.20506090967336793;0.039292726884427503;0.0424243638693429
1075;2;1000;additive;preston;defined;0.20506090967336793;0.039292726884427503;0.0424243638693429
1076;1;1000;additive;preston;defined;0.39181090967335674;0.03879272688442756;0.05172436386934348
1076;2;1000;additive;preston;defined;0.39181090967335674;0.03879272688442756;0.05172436386934348
1077;1;1000;additive;preston;defined;0.5785609096733728;0.03829272688442764;0.0610243638693441
1077;2;1000;additive;preston;defined;0.5785609096733728;0.03829272688442764;0.0610243638693441
1078;1;1000;additive;preston;defined;0.7346890903266385;0.03779272688442764;0.07032436386934335
1078;2;1000;additive;preston;defined;0.7346890903266385;0.03779272688442764;0.07032436386934335
1079;1;1000;additive;preston;defined;0.5479390903266226;0.0372927268844275;0.07962436386934395
1079;2;1000;additive;preston;defined;0.5479390903266226;0.0372927268844275;0.07962436386934395
108;1;1000;additive;preston;defined;0.38218909032664233;0.47720727311557243;0.04932436386934346
108;2;1000;additive;preston;defined;0.38218909032664233;0.47720727311557243;0.04932436386934346
1080;1;1000;additive;preston;defined;0.3611890903266337;0.03679272688442756;0.08892436386934321
1080;2;1000;additive;preston;defined;0.3611890903266337;0.03679272688442756;0.08892436386934321
1081;1;1000;additive;preston;defined;0.1744390903266178;0.03629272688442742;0.09822436386934381
1081;2;1000;additive;preston;defined;0.1744390903266178;0.03629272688442742;0.09822436386934381
1082;1;1000;additive;preston;defined;0.01231090967337109;0.0357927268844275;0.10752436386934307
1082;2;1000;additive;preston;defined;0.01231090967337109;0.0357927268844275;0.10752436386934307
1083;1;1000;additive;preston;defined;0.1990609096733869;0.03529272688442753;0.11682436386934368
1083;2;1000;additive;preston;defined;0.1990609096733869;0.03529272688442753;0.11682436386934368
1084;1;1000;additive;preston;defined;0.3858109096733757;0.034792726884427555;0.12612436386934295
1084;2;1000;additive;preston;defined;0.3858109096733757;0.034792726884427555;0.12612436386934295
1085;1;1000;additive;preston;defined;0.5725609096733646;0.03429272688442758;0.13542436386934356
1085;2;1000;additive;preston;defined;0.5725609096733646;0.03429272688442758;0.13542436386934356
1086;1;1000;additive;preston;defined;0.7406890903266194;0.03379272688442758;0.14472436386934415
1086;2;1000;additive;preston;defined;0.7406890903266194;0.03379272688442758;0.14472436386934415
1087;1;1000;additive;preston;defined;0.5539390903266308;0.03329272688442764;0.1540243638693434
1087;2;1000;additive;preston;defined;0.5539390903266308;0.03329272688442764;0.1540243638693434
1088;1;1000;additive;preston;defined;0.36718909032661473;0.0327927268844275;0.163324363869344
1088;2;1000;additive;preston;defined;0.36718909032661473;0.0327927268844275;0.163324363869344
1089;1;1000;additive;preston;defined;0.18043909032662597;0.03229272688442755;0.17262436386934324
1089;2;1000;additive;preston;defined;0.18043909032662597;0.03229272688442755;0.17262436386934324
109;1;1000;additive;preston;defined;0.19543909032663992;0.4777072731155725;0.05862436386934357
109;2;1000;additive;preston;defined;0.19543909032663992;0.4777072731155725;0.05862436386934357
1090;1;1000;additive;preston;defined;0.006310909673390236;0.03179272688442744;0.18192436386934388
1090;2;1000;additive;preston;defined;0.006310909673390236;0.03179272688442744;0.18192436386934388
1091;1;1000;additive;preston;defined;0.19306090967337874;0.03129272688442741;0.19122436386934313
1091;2;1000;additive;preston;defined;0.19306090967337874;0.03129272688442741;0.19122436386934313
1092;1;1000;additive;preston;defined;0.3798109096733947;0.03079272688442744;0.20052436386934375
1092;2;1000;additive;preston;defined;0.3798109096733947;0.03079272688442744;0.20052436386934375
1093;1;1000;additive;preston;defined;0.5665609096733835;0.030292726884427468;0.20982436386934297
1093;2;1000;additive;preston;defined;0.5665609096733835;0.030292726884427468;0.20982436386934297
1094;1;1000;additive;preston;defined;0.7466890903266272;0.029792726884427495;0.21912436386934359
1094;2;1000;additive;preston;defined;0.7466890903266272;0.029792726884427495;0.21912436386934359
1095;1;1000;additive;preston;defined;0.5599390903266117;0.029292726884427606;0.2284243638693442
1095;2;1000;additive;preston;defined;0.5599390903266117;0.029292726884427606;0.2284243638693442
1096;1;1000;additive;preston;defined;0.37318909032662295;0.028792726884427577;0.23772436386934348
1096;2;1000;additive;preston;defined;0.37318909032662295;0.028792726884427577;0.23772436386934348
1097;1;1000;additive;preston;defined;0.18643909032660694;0.028292726884427466;0.24702436386934407
1097;2;1000;additive;preston;defined;0.18643909032660694;0.028292726884427466;0.24702436386934407
1098;1;1000;additive;preston;defined;3.10909673371787E-4;0.02779272688442752;0.25632436386934326
1098;2;1000;additive;preston;defined;3.10909673371787E-4;0.02779272688442752;0.25632436386934326
1099;1;1000;additive;preston;defined;0.18706090967339778;0.027292726884427493;0.2656243638693439
1099;2;1000;additive;preston;defined;0.18706090967339778;0.027292726884427493;0.2656243638693439
11;1;1000;additive;preston;defined;0.4969390903266413;0.4287072731155725;0.2527756361306565
11;2;1000;additive;preston;defined;0.4969390903266413;0.4287072731155725;0.2527756361306565
110;1;1000;additive;preston;defined;0.008689090326640794;0.47820727311557243;0.06792436386934352
110;2;1000;additive;preston;defined;0.008689090326640794;0.47820727311557243;0.06792436386934352
1100;1;1000;additive;preston;defined;0.3738109096733866;0.02679272688442741;0.27492436386934316
1100;2;1000;additive;preston;defined;0.3738109096733866;0.02679272688442741;0.27492436386934316
1101;1;1000;additive;preston;defined;0.5605609096733755;0.026292726884427436;0.2842243638693424
1101;2;1000;additive;preston;defined;0.5605609096733755;0.026292726884427436;0.2842243638693424
1102;1;1000;additive;preston;defined;0.7473109096733909;0.02579272688442752;0.29352436386934305
1102;2;1000;additive;preston;defined;0.7473109096733909;0.02579272688442752;0.29352436386934305
1103;1;1000;additive;preston;defined;0.5659390903266199;0.02529272688442749;0.29717563613065623
1103;2;1000;additive;preston;defined;0.5659390903266199;0.02529272688442749;0.29717563613065623
1104;1;1000;additive;preston;defined;0.37918909032663106;0.0247927268844276;0.28787563613065575
1104;2;1000;additive;preston;defined;0.37918909032663106;0.0247927268844276;0.28787563613065575
1105;1;1000;additive;preston;defined;0.19243909032664225;0.02429272688442763;0.2785756361306565
1105;2;1000;additive;preston;defined;0.19243909032664225;0.02429272688442763;0.2785756361306565
1106;1;1000;additive;preston;defined;0.005689090326625804;0.023792726884427462;0.2692756361306559
1106;2;1000;additive;preston;defined;0.005689090326625804;0.023792726884427462;0.2692756361306559
1107;1;1000;additive;preston;defined;0.1810609096733624;0.0232927268844276;0.25997563613065666
1107;2;1000;additive;preston;defined;0.1810609096733624;0.0232927268844276;0.25997563613065666
1108;1;1000;additive;preston;defined;0.3678109096733784;0.02279272688442746;0.250675636130656
1108;2;1000;additive;preston;defined;0.3678109096733784;0.02279272688442746;0.250675636130656
1109;1;1000;additive;preston;defined;0.5545609096733672;0.022292726884427516;0.24137563613065677
1109;2;1000;additive;preston;defined;0.5545609096733672;0.022292726884427516;0.24137563613065677
111;1;1000;additive;preston;defined;0.1780609096733614;0.47870727311557254;0.07722436386934362
111;2;1000;additive;preston;defined;0.1780609096733614;0.47870727311557254;0.07722436386934362
1110;1;1000;additive;preston;defined;0.7413109096733563;0.021792726884427543;0.23207563613065751
1110;2;1000;additive;preston;defined;0.7413109096733563;0.021792726884427543;0.23207563613065751
1111;1;1000;additive;preston;defined;0.5719390903266282;0.02129272688442746;0.22277563613065693
1111;2;1000;additive;preston;defined;0.5719390903266282;0.02129272688442746;0.22277563613065693
1112;1;1000;additive;preston;defined;0.3851890903266393;0.020792726884427598;0.21347563613065632
1112;2;1000;additive;preston;defined;0.3851890903266393;0.020792726884427598;0.21347563613065632
1113;1;1000;additive;preston;defined;0.19843909032662335;0.02029272688442757;0.2041756361306557
1113;2;1000;additive;preston;defined;0.19843909032662335;0.02029272688442757;0.2041756361306557
1114;1;1000;additive;preston;defined;0.01168909032663451;0.01979272688442768;0.19487563613065642
1114;2;1000;additive;preston;defined;0.01168909032663451;0.01979272688442768;0.19487563613065642
1115;1;1000;additive;preston;defined;0.1750609096733814;0.019292726884427458;0.18557563613065584
1115;2;1000;additive;preston;defined;0.1750609096733814;0.019292726884427458;0.18557563613065584
1116;1;1000;additive;preston;defined;0.36181090967337026;0.018792726884427485;0.17627563613065658
1116;2;1000;additive;preston;defined;0.36181090967337026;0.018792726884427485;0.17627563613065658
1117;1;1000;additive;preston;defined;0.5485609096733862;0.018292726884427485;0.16697563613065597
1117;2;1000;additive;preston;defined;0.5485609096733862;0.018292726884427485;0.16697563613065597
1118;1;1000;additive;preston;defined;0.735310909673375;0.01779272688442743;0.15767563613065674
1118;2;1000;additive;preston;defined;0.735310909673375;0.01779272688442743;0.15767563613065674
1119;1;1000;additive;preston;defined;0.5779390903266363;0.01729272688442743;0.14837563613065746
1119;2;1000;additive;preston;defined;0.5779390903266363;0.01729272688442743;0.14837563613065746
112;1;1000;additive;preston;defined;0.364810909673357;0.47920727311557254;0.08652436386934355
112;2;1000;additive;preston;defined;0.364810909673357;0.47920727311557254;0.08652436386934355
1120;1;1000;additive;preston;defined;0.3911890903266203;0.01679272688442754;0.13907563613065685
1120;2;1000;additive;preston;defined;0.3911890903266203;0.01679272688442754;0.13907563613065685
1121;1;1000;additive;preston;defined;0.20443909032663152;0.016292726884427566;0.12977563613065624
1121;2;1000;additive;preston;defined;0.20443909032663152;0.016292726884427566;0.12977563613065624
1122;1;1000;additive;preston;defined;0.01768909032661553;0.01579272688442762;0.12047563613065564
1122;2;1000;additive;preston;defined;0.01768909032661553;0.01579272688442762;0.12047563613065564
1123;1;1000;additive;preston;defined;0.16906090967337328;0.015292726884427676;0.1111756361306564
1123;2;1000;additive;preston;defined;0.16906090967337328;0.015292726884427676;0.1111756361306564
1124;1;1000;additive;preston;defined;0.35581090967338924;0.01479272688442751;0.10187563613065578
1124;2;1000;additive;preston;defined;0.35581090967338924;0.01479272688442751;0.10187563613065578
1125;1;1000;additive;preston;defined;0.542560909673378;0.014292726884427592;0.09257563613065654
1125;2;1000;additive;preston;defined;0.542560909673378;0.014292726884427592;0.09257563613065654
1126;1;1000;additive;preston;defined;0.7293109096733666;0.013792726884427509;0.08327563613065726
1126;2;1000;additive;preston;defined;0.7293109096733666;0.013792726884427509;0.08327563613065726
1127;1;1000;additive;preston;defined;0.5839390903266173;0.01329272688442748;0.07397563613065666
1127;2;1000;additive;preston;defined;0.5839390903266173;0.01329272688442748;0.07397563613065666
1128;1;1000;additive;preston;defined;0.3971890903266284;0.012792726884427508;0.06467563613065742
1128;2;1000;additive;preston;defined;0.3971890903266284;0.012792726884427508;0.06467563613065742
1129;1;1000;additive;preston;defined;0.21043909032661254;0.012292726884427424;0.0553756361306568
1129;2;1000;additive;preston;defined;0.21043909032661254;0.012292726884427424;0.0553756361306568
113;1;1000;additive;preston;defined;0.5515609096733594;0.47970727311557243;0.09582436386934363
113;2;1000;additive;preston;defined;0.5515609096733594;0.47970727311557243;0.09582436386934363
1130;1;1000;additive;preston;defined;0.02368909032662382;0.011792726884427562;0.04607563613065619
1130;2;1000;additive;preston;defined;0.02368909032662382;0.011792726884427562;0.04607563613065619
1131;1;1000;additive;preston;defined;0.1630609096733922;0.01129272688442759;0.03677563613065558
1131;2;1000;additive;preston;defined;0.1630609096733922;0.01129272688442759;0.03677563613065558
1132;1;1000;additive;preston;defined;0.349810909673381;0.010792726884427728;0.027475636130656355
1132;2;1000;additive;preston;defined;0.349810909673381;0.010792726884427728;0.027475636130656355
1133;1;1000;additive;preston;defined;0.536560909673397;0.010292726884427367;0.018175636130655697
1133;2;1000;additive;preston;defined;0.536560909673397;0.010292726884427367;0.018175636130655697
1134;1;1000;additive;preston;defined;0.7233109096733857;0.009792726884427588;0.008875636130656506
1134;2;1000;additive;preston;defined;0.7233109096733857;0.009792726884427588;0.008875636130656506
1135;1;1000;additive;preston;defined;0.5899390903266255;0.009292726884427616;4.2436386934187055E-4
1135;2;1000;additive;preston;defined;0.5899390903266255;0.009292726884427616;4.2436386934187055E-4
1136;1;1000;additive;preston;defined;0.40318909032660943;0.008792726884427365;0.009724363869343427
1136;2;1000;additive;preston;defined;0.40318909032660943;0.008792726884427365;0.009724363869343427
1137;1;1000;additive;preston;defined;0.21643909032662068;0.00829272688442756;0.019024363869342618
1137;2;1000;additive;preston;defined;0.21643909032662068;0.00829272688442756;0.019024363869342618
1138;1;1000;additive;preston;defined;0.02968909032660476;0.0077927268844276976;0.02832436386934324
1138;2;1000;additive;preston;defined;0.02968909032660476;0.0077927268844276976;0.02832436386934324
1139;1;1000;additive;preston;defined;0.15706090967338404;0.007292726884427392;0.037624363869343834
1139;2;1000;additive;preston;defined;0.15706090967338404;0.007292726884427392;0.037624363869343834
114;1;1000;additive;preston;defined;0.7383109096733584;0.4802072731155725;0.10512436386934358
114;2;1000;additive;preston;defined;0.7383109096733584;0.4802072731155725;0.10512436386934358
