random-mating,genetic-variance,fertility-differential
0.6127183224827779,0.30635916124138896,0.18381549674483336
0.861718322482778,0.30685916124138896,0.1931154967448334
0.8892816775172221,0.30735916124138896,0.2024154967448334
0.640281677517222,0.30785916124138896,0.21171549674483336
0.391281677517222,0.30835916124138896,0.2210154967448334
0.14228167751722204,0.30885916124138896,0.23031549674483337
0.10671832248277796,0.30935916124138896,0.23961549674483335
0.355718322482778,0.30985916124138896,0.24891549674483338
0.6047183224827781,0.31035916124138896,0.2582154967448334
0.8537183224827779,0.31085916124138896,0.2675154967448334
0.8972816775172221,0.31135916124138896,0.27681549674483336
0.6482816775172218,0.31185916124138896,0.28611549674483333
0.399281677517222,0.31235916124138896,0.2954154967448333
0.1502816775172222,0.31285916124138896,0.2952845032551666
0.09871832248277806,0.31335916124138896,0.2859845032551666
0.3477183224827779,0.31385916124138896,0.2766845032551666
0.5967183224827782,0.31435916124138896,0.2673845032551666
0.845718322482778,0.31485916124138896,0.25808450325516663
0.9052816775172222,0.31535916124138896,0.2487845032551666
0.6562816775172219,0.31585916124138896,0.23948450325516663
0.40728167751722155,0.31635916124138896,0.23018450325516662
0.15828167751722233,0.31685916124138896,0.2208845032551666
0.0907183224827785,0.31735916124138897,0.21158450325516664
0.33971832248277833,0.31785916124138897,0.2022845032551666
0.5887183224827781,0.31835916124138897,0.1929845032551666
0.8377183224827779,0.31885916124138897,0.1836845032551666
0.9132816775172223,0.31935916124138897,0.1743845032551666
0.6642816775172214,0.31985916124138897,0.1650845032551666
0.41528167751722167,0.32035916124138897,0.15578450325516655
0.16628167751722184,0.32085916124138897,0.1464845032551666
0.08271832248277777,0.32135916124138897,0.13718450325516657
0.3317183224827787,0.32185916124138897,0.1278845032551666
0.5807183224827785,0.32235916124138897,0.11858450325516659
0.8297183224827783,0.32285916124138897,0.10928450325516662
0.9212816775172221,0.32335916124138897,0.09998450325516661
0.6722816775172222,0.32385916124138897,0.0906845032551666
0.4232816775172224,0.32435916124138897,0.08138450325516662
0.17428167751722257,0.32485916124138897,0.07208450325516662
0.07471832248277827,0.32535916124138897,0.06278450325516664
0.323718322482778,0.325859161241389,0.053484503255166606
0.572718322482779,0.326359161241389,0.04418450325516661
0.8217183224827775,0.326859161241389,0.03488450325516657
0.9292816775172237,0.327359161241389,0.02558450325516658
0.6802816775172229,0.327859161241389,0.01628450325516657
0.431281677517222,0.328359161241389,0.00698450325516668
0.1822816775172233,0.328859161241389,0.0023154967448335948
0.06671832248277759,0.329359161241389,0.01161549674483342
0.3157183224827762,0.329859161241389,0.020915496744833412
0.5647183224827771,0.330359161241389,0.030215496744833335
0.8137183224827758,0.330859161241389,0.03951549674483338
0.9372816775172234,0.331359161241389,0.048815496744833355
0.6882816775172248,0.3318591612413889,0.05811549674483338
0.4392816775172238,0.332359161241389,0.06741549674483338
0.1902816775172229,0.332859161241389,0.07671549674483333
0.058718322482777974,0.333359161241389,0.08601549674483341
0.30771832248277886,0.333859161241389,0.09531549674483344
0.5567183224827775,0.3343591612413889,0.10461549674483346
0.8057183224827784,0.334859161241389,0.1139154967448334
0.945281677517223,0.335359161241389,0.1232154967448334
0.6962816775172221,0.3358591612413889,0.13251549674483343
0.4472816775172234,0.336359161241389,0.14181549674483343
0.19828167751722248,0.336859161241389,0.15111549674483343
0.050718322482778355,0.337359161241389,0.16041549674483338
0.29971832248277697,0.337859161241389,0.16971549674483338
0.548718322482778,0.338359161241389,0.17901549674483339
0.7977183224827766,0.33885916124138893,0.18831549674483342
0.9532816775172226,0.339359161241389,0.19761549674483334
0.7042816775172239,0.339859161241389,0.20691549674483337
0.455281677517223,0.340359161241389,0.2162154967448334
0.20628167751722432,0.340859161241389,0.2255154967448334
0.042718322482776516,0.341359161241389,0.2348154967448334
0.2917183224827774,0.341859161241389,0.24411549674483335
0.5407183224827761,0.34235916124138893,0.2534154967448334
0.7897183224827771,0.34285916124138893,0.26271549674483335
0.9612816775172244,0.343359161241389,0.2720154967448334
0.7122816775172212,0.34385916124138893,0.2813154967448334
0.46328167751722255,0.344359161241389,0.2906154967448334
0.21428167751722166,0.34485916124138893,0.29991549674483736
0.0347183224827769,0.34535916124138893,0.2907845032551666
0.2837183224827779,0.34585916124138893,0.28148450325516655
0.5327183224827787,0.34635916124138894,0.27218450325516663
0.7817183224827752,0.34685916124138894,0.26288450325516666
0.9692816775172193,0.347359161241389,0.25358450325516657
0.7202816775172208,0.34785916124138894,0.24428450325516662
0.47128167751722216,0.34835916124138894,0.2349845032551665
0.2222816775172235,0.34885916124138894,0.22568450325516662
0.02671832248277972,0.349359161241389,0.2163845032551665
0.27571832248278283,0.34985916124138894,0.20708450325516656
0.5247183224827815,0.350359161241389,0.19778450325516667
0.7737183224827802,0.350859161241389,0.18848450325516655
0.9772816775172213,0.351359161241389,0.1791845032551666
0.7282816775172182,0.351859161241389,0.1698845032551665
0.47928167751721945,0.35235916124138894,0.1605845032551666
0.23028167751722084,0.35285916124138894,0.15128450325516649
0.018718322482777605,0.35335916124138894,0.14198450325516657
0.26771832248278093,0.35385916124138894,0.13268450325516645
0.5167183224827796,0.354359161241389,0.1233845032551667
0.7657183224827828,0.35485916124138894,0.1140845032551666
0.9852816775172235,0.35535916124138894,0.10478450325516668
0.73628167751722,0.35585916124138894,0.09548450325516657
0.4872816775172213,0.35635916124138894,0.08618450325516663
0.23828167751721813,0.35685916124138894,0.07688450325516653
0.010718322482775877,0.357359161241389,0.06758450325516661
0.25971832248277915,0.35785916124138895,0.05828450325516652
0.5087183224827778,0.35835916124138895,0.04898450325516658
0.7577183224827809,0.35885916124138895,0.03968450325516664
0.9932816775172206,0.359359161241389,0.03038450325516673
0.7442816775172219,0.35985916124138895,0.021084503255166625
0.49528167751721863,0.360359161241389,0.011784503255166551
0.24628167751721997,0.36085916124138895,0.0024845032551666425
0.002718322482783253,0.361359161241389,0.006815496744833482
0.25171832248277726,0.36185916124138895,0.016115496744833455
0.5007183224827805,0.36235916124138895,0.02541549674483353
