iteration;replicate;time;population;bmi_group_prop;mating;kid-father-cor;kid-mother-cor
7;1;100.0;3447;[0.1337394836089353, 0.23817812590658544, 0.38265158108500147, 0.2454308093994778];0.5766651615465832;0.5532964215545151;0.5438006005488139
