iteration;replicate;time;population;bmi_group_prop;mating;kid-father-cor;kid-mother-cor
2;1;100.0;3453;[0.1071532001158413, 0.22704894294816103, 0.35737040254850855, 0.30842745438748914];0.06285430755614459;0.41582174769512426;0.36632779156894596
