iteration;replicate;time;population;bmi_group_prop;mating;kid-father-cor;kid-mother-cor
4;2;100.0;2605;[0.09750479846449137, 0.24261036468330135, 0.39692898272552785, 0.2629558541266795];0.5078090287524367;0.5444498820265888;0.5290038828851583
