iteration;replicate;time;population;bmi_group_prop;mating;kid-father-cor;kid-mother-cor
1;1;100.0;3611;[0.15508169482137912, 0.24120742176682358, 0.34644142896704516, 0.25726945444475213];0.10431167218258591;0.4333622712572062;0.39961729634509385
