iteration;replicate;time;population;bmi_group_prop;mating;kid-father-cor;kid-mother-cor
4;1;100.0;4280;[0.10771028037383178, 0.23738317757009345, 0.3857476635514019, 0.2691588785046729];0.5117986724277269;0.5430598058179529;0.5323669400612997
