iteration;replicate;time;population;bmi_group_prop;mating;kid-father-cor;kid-mother-cor
8;1;100.0;3046;[0.11917268548916612, 0.2350623768877216, 0.36835193696651347, 0.2774130006565988];0.32317760240034493;0.48975626725626076;0.46940331945573144
