iteration;replicate;time;population;bmi_group_prop;mating;kid-father-cor;kid-mother-cor
5;1;100.0;1865;[0.06809651474530831, 0.21715817694369974, 0.42788203753351206, 0.2868632707774799];0.7948008076184084;0.6064603654326062;0.6040823980755899
