iteration;replicate;time;population;bmi_group_prop;mating;kid-father-cor;kid-mother-cor
3;1;100.0;3345;[0.12316890881913303, 0.2523168908819133, 0.36472346786248133, 0.2597907324364723];0.2670626218889343;0.47959060839831186;0.4565223378432813
