iteration;replicate;time;population;bmi_group_prop;mating;kid-father-cor;kid-mother-cor
2;2;100.0;3129;[0.10993927772451262, 0.2275487376158517, 0.36145733461169705, 0.30105465004793863];0.06591238119275693;0.4263822421210506;0.3758701244324083
