iteration;replicate;time;population;bmi_group_prop;mating;kid-father-cor;kid-mother-cor
1;2;100.0;3241;[0.13329219376735577, 0.22369639000308547, 0.36099969145325517, 0.2820117247763036];0.1063656004233657;0.4312421289529335;0.3994846284285241
