iteration;replicate;time;population;bmi_group_prop;mating;kid-father-cor;kid-mother-cor
3;2;100.0;2929;[0.10139979515192898, 0.22362581085694777, 0.38716285421645613, 0.2878115397746671];0.25499505621104523;0.473431475551302;0.4502419360949985
