random-mating,leakage,fertility
0.09852351043930523,0.06568234029287015,0.03940940417572209
0.28527351043930527,0.06618234029287012,0.048709404175722094
0.47202351043930535,0.0666823402928701,0.05800940417572212
0.6587735104393054,0.06718234029287015,0.06730940417572202
0.6544764895606948,0.06768234029287012,0.07660940417572207
0.46772648956069457,0.06818234029287012,0.08590940417572208
0.28097648956069476,0.0686823402928701,0.09520940417572209
0.0942264895606949,0.06918234029287021,0.10450940417572209
0.09252351043930535,0.06968234029287018,0.11380940417572212
0.27927351043930515,0.07018234029287015,0.12310940417572204
0.46602351043930546,0.07068234029287013,0.13240940417572206
0.6527735104393053,0.07118234029287007,0.1417094041757221
0.6604764895606949,0.07168234029287016,0.1510094041757221
0.4737264895606951,0.07218234029287016,0.16030940417572212
0.28697648956069444,0.07268234029287013,0.16960940417572212
0.10022648956069462,0.0731823402928701,0.17890940417572215
0.08652351043930517,0.07368234029287021,0.18820940417572207
0.27327351043930503,0.07418234029287019,0.1975094041757221
0.46002351043930484,0.07468234029287016,0.2068094041757221
0.6467735104393055,0.07518234029287013,0.21610940417572214
0.6664764895606947,0.07568234029287008,0.22540940417572214
0.47972648956069475,0.07618234029287019,0.23470940417572206
0.2929764895606941,0.07668234029287022,0.24400940417572203
0.10622648956069429,0.07718234029287013,0.25330940417572206
0.0805235104393055,0.0776823402928701,0.26260940417572204
0.26727351043930536,0.0781823402928701,0.2719094041757221
0.45402351043930517,0.07868234029287019,0.281209404175722
0.6407735104393059,0.07918234029287011,0.29050940417572213
0.6724764895606943,0.07968234029287008,0.2998094041757222
0.48572648956069453,0.08018234029287008,0.29089059582427795
0.29897648956069467,0.08068234029287019,0.28159059582427787
0.11222648956069396,0.08118234029287016,0.27229059582427795
0.07452351043930587,0.08168234029287014,0.26299059582427786
0.2612735104393057,0.08218234029287011,0.25369059582427794
0.4480235104393055,0.08268234029287005,0.24439059582427783
0.6347735104393045,0.0831823402928702,0.23509059582427788
0.6784764895606948,0.08368234029287017,0.22579059582427796
0.49172648956069587,0.08418234029287014,0.21649059582427785
0.3049764895606952,0.08468234029287008,0.20719059582427793
0.11822648956069451,0.0851823402928702,0.19789059582427784
0.06852351043930612,0.08568234029287014,0.18859059582427792
0.25527351043930513,0.08618234029287014,0.17929059582427798
0.44202351043930416,0.08668234029287011,0.16999059582427786
0.6287735104393047,0.08718234029287009,0.16069059582427778
0.6844764895606945,0.0876823402928702,0.15139059582427786
0.49772648956069554,0.08818234029287011,0.1420905958242779
0.31097648956069485,0.08868234029287012,0.13279059582427796
0.12422648956069585,0.08918234029287009,0.12349059582427788
0.06252351043930474,0.0896823402928702,0.11419059582427796
0.2492735104393038,0.09018234029287017,0.10489059582427786
0.4360235104393045,0.09068234029287014,0.09559059582427791
0.6227735104393034,0.09118234029287009,0.08629059582427799
0.6904764895606961,0.09168234029287006,0.07699059582427788
0.5037264895606952,0.09218234029287017,0.06769059582427796
0.3169764895606946,0.09268234029287012,0.05839059582427786
0.13022648956069385,0.09318234029287012,0.04909059582427794
0.056523510439305064,0.09368234029287009,0.03979059582427781
0.24327351043930573,0.0941823402928702,0.030490595824277905
0.43002351043930476,0.09468234029287015,0.02119059582427778
0.6167735104393054,0.09518234029287012,0.011890595824277855
0.6964764895606956,0.09568234029287012,0.002590595824277897
0.509726489560695,0.0961823402928701,0.006709404175722111
0.32297648956069425,0.0966823402928702,0.016009404175722084
0.13622648956069527,0.09718234029287018,0.025309404175722177
0.05052351043930539,0.09768234029287012,0.034609404175722086
0.2372735104393044,0.0981823402928701,0.04390940417572204
0.4240235104393051,0.09868234029287021,0.05320940417572197
0.6107735104393041,0.09918234029287018,0.06250940417572205
0.7024764895606952,0.09968234029287013,0.07180940417572217
0.5157264895606963,0.1001823402928701,0.08110940417572211
0.3289764895606956,0.10068234029287007,0.09040940417572203
0.14222648956069495,0.10118234029287021,0.09970940417572195
0.04452351043930401,0.10168234029287015,0.10900940417572207
0.23127351043930472,0.10218234029287013,0.11830940417572215
0.41802351043930375,0.1026823402928701,0.12760940417572209
0.604773510439306,0.10318234029287021,0.13690940417572203
0.7084764895606932,0.10368234029287018,0.14620940417572212
0.5217264895606943,0.10418234029287013,0.1555094041757222
0.33497648956069526,0.10468234029287013,0.16480940417572215
0.14822648956069295,0.1051823402928701,0.1741094041757221
0.03852351043930609,0.10568234029287021,0.183409404175722
0.22527351043930505,0.10618234029287016,0.19270940417572194
0.4120235104393074,0.10668234029287013,0.20200940417572222
0.5987735104393064,0.1071823402928701,0.21130940417572217
0.7144764895606948,0.10768234029287019,0.22060940417572206
0.5277264895606957,0.10818234029287016,0.229909404175722
0.34097648956069326,0.10868234029287016,0.23920940417572223
