random-mating,genetic-variance,fertility-differential
0.21955820263600284,0.10977910131800142,0.06586746079080084
0.4685582026360029,0.1102791013180014,0.07516746079080087
0.717558202636003,0.11077910131800137,0.08446746079080088
0.9665582026360031,0.11127910131800148,0.09376746079080081
0.7844417973639972,0.11177910131800142,0.10306746079080083
0.5354417973639969,0.1122791013180014,0.11236746079080084
0.2864417973639971,0.11277910131800137,0.12166746079080085
0.037441797363997276,0.11327910131800148,0.13096746079080088
0.21155820263600295,0.11377910131800145,0.14026746079080088
0.4605582026360028,0.11427910131800142,0.14956746079080083
0.7095582026360031,0.1147791013180014,0.15886746079080086
0.9585582026360029,0.11527910131800134,0.16816746079080086
0.7924417973639974,0.11577910131800148,0.17746746079080086
0.5434417973639976,0.11627910131800145,0.18676746079080087
0.29444179736399667,0.1167791013180014,0.19606746079080087
0.045441797363997005,0.11727910131800137,0.20536746079080093
0.20355820263600283,0.11777910131800148,0.21466746079080082
0.4525582026360026,0.11827910131800143,0.22396746079080085
0.7015582026360024,0.11877910131800143,0.23326746079080088
0.9505582026360033,0.11927910131800137,0.24256746079080088
0.800441797363997,0.11977910131800137,0.2518674607908009
0.5514417973639971,0.12027910131800146,0.2611674607908008
0.30244179736399623,0.12077910131800143,0.27046746079080086
0.05344179736399657,0.1212791013180014,0.27976746079080084
0.19555820263600326,0.1217791013180014,0.28906746079080076
0.44455820263600304,0.12227910131800135,0.29836746079080073
0.6935582026360028,0.12277910131800146,0.2923325392091992
0.9425582026360038,0.12327910131800143,0.2830325392091991
0.8084417973639966,0.1237791013180014,0.27373253920919915
0.5594417973639968,0.12427910131800135,0.26443253920919907
0.310441797363997,0.12477910131800149,0.2551325392091991
0.061441797363995965,0.12527910131800146,0.2458325392091992
0.18755820263600365,0.1257791013180014,0.2365325392091991
0.4365582026360034,0.12627910131800138,0.22723253920919917
0.6855582026360032,0.12677910131800135,0.21793253920919908
0.934558202636002,0.12727910131800146,0.20863253920919914
0.8164417973639972,0.12777910131800144,0.1993325392091992
0.5674417973639986,0.1282791013180014,0.19003253920919908
0.3184417973639977,0.12877910131800138,0.18073253920919918
0.0694417973639967,0.12927910131800147,0.17143253920919907
0.17955820263600408,0.12977910131800147,0.16213253920919912
0.42855820263600275,0.1302791013180014,0.15283253920919923
0.6775582026360014,0.13077910131800136,0.14353253920919912
0.9265582026360022,0.13127910131800136,0.134232539209199
0.8244417973639968,0.13177910131800147,0.12493253920919908
