random-mating,leakage,fertility
0.5757410036738513,0.38382733578256756,0.23029640146954053
0.38974100367385145,0.38182733578256756,0.22189640146954057
0.20374100367385142,0.37982733578256755,0.21349640146954052
0.017741003673851258,0.3778273357825676,0.20509640146954053
0.16825899632614855,0.3758273357825676,0.19669640146954057
0.3542589963261486,0.37382733578256755,0.18829640146954052
0.5402589963261486,0.37182733578256755,0.17989640146954056
0.7262589963261489,0.3698273357825676,0.17149640146954054
0.5877410036738511,0.3678273357825676,0.16309640146954055
0.4017410036738517,0.36582733578256754,0.15469640146954053
0.21574100367385135,0.36382733578256754,0.1462964014695405
0.029741003673851393,0.3618273357825676,0.13789640146954052
0.15625899632614837,0.3598273357825676,0.12949640146954053
0.3422589963261487,0.3578273357825676,0.12109640146954057
0.528258996326149,0.35582733578256753,0.11269640146954052
0.7142589963261488,0.35382733578256764,0.10429640146954054
0.5997410036738513,0.3518273357825676,0.09589640146954051
0.41374100367385136,0.3498273357825676,0.08749640146954052
0.22774100367385153,0.3478273357825676,0.07909640146954053
0.04174100367385128,0.3458273357825675,0.07069640146954055
0.14425899632614905,0.34382733578256763,0.062296401469540484
0.3302589963261494,0.3418273357825676,0.05389640146954051
0.5162589963261479,0.3398273357825676,0.0454964014695405
0.7022589963261483,0.33782733578256763,0.037096401469540526
0.6117410036738514,0.3358273357825676,0.02869640146954052
0.42574100367385115,0.33382733578256757,0.02029640146954053
0.23974100367385082,0.33182733578256757,0.011896401469540557
0.05374100367385054,0.32982733578256757,0.0034964014695405663
0.1322589963261498,0.3278273357825676,0.004903598530459374
0.3182589963261484,0.3258273357825676,0.013303598530459414
0.5042589963261486,0.32382733578256756,0.021703598530459438
0.690258996326149,0.32182733578256756,0.030103598530459446
0.6237410036738507,0.3198273357825676,0.0385035985304595
0.43774100367385216,0.3178273357825676,0.046903598530459494
0.2517410036738518,0.3158273357825676,0.05530359853045947
0.06574100367385147,0.31382733578256755,0.06370359853045947
0.12025899632614878,0.3118273357825676,0.07210359853045946
0.30625899632614906,0.3098273357825676,0.08050359853045944
0.49225899632614933,0.3078273357825676,0.08890359853045944
0.6782589963261496,0.30582733578256754,0.09730359853045942
0.6357410036738518,0.3038273357825676,0.10570359853045949
0.4497410036738515,0.3018273357825676,0.11410359853045947
0.2637410036738511,0.2998273357825676,0.12250359853045946
0.07774100367385081,0.2978273357825676,0.13090359853045944
0.10825899632614777,0.29582733578256754,0.13930359853045943
0.29425899632614805,0.2938273357825676,0.1477035985304595
0.4802589963261483,0.2918273357825676,0.15610359853045946
0.6662589963261486,0.2898273357825676,0.16450359853045948
0.6477410036738527,0.28782733578256764,0.17290359853045945
0.4617410036738525,0.2858273357825676,0.18130359853045946
0.2757410036738521,0.2838273357825676,0.18970359853045943
0.0897410036738519,0.2818273357825676,0.19810359853045945
0.09625899632614847,0.2798273357825676,0.2065035985304594
