iteration;replicate;time;last_generation;population;bmi_category_prop;am;kid-father-cor;kid-mother-cor
0;0;716.5679071824394;17.0;5869;[0.0825201164184215, 0.20236260914227017, 0.39787707584317755, 0.3172401985961308];0.029581332152879575;0.4330464742359692;0.44768306285522175
